TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,2,0.750000,2,3,1,1.0,0.0,4.34835,2.0,6.21931,1.87096,5.0,6.87255,7.88787,3.53952,7.88812,8.65428
2,2,1,0.750000,2,3,1,1.0,1.0,8.93115,2.0,9.57211,0.640969,8.0,11.4528,12.4682,3.53707,12.4684,13.2246
3,3,1,0.750000,2,3,1,1.0,2.0,13.5017,3.0,14.0423,0.540548,1.0,16.0225,17.0379,3.53621,17.0381,17.7946
4,4,1,0.750000,2,3,1,1.0,3.0,18.074,3.0,18.446,0.372001,1.0,20.5932,21.6086,3.53466,21.6088,22.3654
5,5,1,0.750000,2,3,1,1.0,4.0,22.642,2.0,23.1499,0.50784,6.0,25.1512,26.1666,3.5246,26.1668,26.9192
6,6,1,0.750000,2,3,1,1.0,5.0,27.1969,3.0,27.6868,0.489925,2.0,29.7032,30.7186,3.52166,30.7187,31.4729
7,7,1,0.750000,2,3,1,1.0,6.0,31.7482,3.0,32.2074,0.459262,3.0,34.2557,35.2711,3.52291,35.2713,36.0268
8,8,2,10,2,3,1,1.0,7.0,36.3071,2.0,36.8444,0.537309,5.0,38.8125,39.8279,3.52081,39.8281,49.8382
9,9,1,0.750000,1,1,2,1.0,8.0,49.8475,3.0,51.006,1.15853,3.0,52.3645,53.3799,3.53238,53.3801,54.1416
10,10,2,0.750000,1,1,2,1.0,9.0,54.1443,2.0,54.8425,0.698268,5.0,56.6608,57.6762,3.53197,57.6764,58.4284
11,11,1,0.750000,1,1,2,1.0,10.0,58.4311,2.0,59.0959,0.664869,7.0,60.9443,61.9597,3.5286,61.9599,62.7152
12,12,1,0.750000,1,1,2,1.0,11.0,62.7179,2.0,63.3328,0.614893,9.0,65.2355,66.2509,3.53297,66.2511,67.0022
13,13,1,0.750000,1,1,2,1.0,12.0,67.0048,3.0,67.6364,0.631597,1.0,69.5213,70.5367,3.53186,70.5369,71.2889
14,14,1,0.750000,1,1,2,1.0,13.0,71.2916,2.0,72.0897,0.798054,7.0,73.822,74.8374,3.54572,74.8375,75.5927
15,15,1,0.750000,1,1,2,1.0,14.0,75.5954,2.0,76.1768,0.581412,8.0,78.1103,79.1257,3.5303,79.1259,79.8793
16,16,3,10,1,1,2,1.0,15.0,79.8821,3.0,80.547,0.664857,6.0,82.3955,83.4109,3.52885,83.4111,93.4239
17,17,1,0.750000,2,3,3,1.0,16.0,93.7828,2.0,95.0922,1.3094,7.0,96.2952,97.3106,3.52777,97.3108,98.0611
18,18,1,0.750000,2,3,3,1.0,17.0,98.3915,3.0,98.912,0.520557,1.0,100.909,101.925,3.53331,101.925,102.681
19,19,1,0.750000,2,3,3,1.0,18.0,102.957,3.0,103.549,0.592735,2.0,105.482,106.497,3.5407,106.497,107.252
20,20,2,0.750000,2,3,3,1.0,19.0,107.527,2.0,108.02,0.492245,5.0,110.038,111.053,3.52584,111.053,111.805
21,21,1,0.750000,2,3,3,1.0,20.0,112.082,3.0,112.54,0.457991,3.0,114.588,115.603,3.52092,115.603,116.359
22,22,2,0.750000,2,3,3,1.0,21.0,116.637,3.0,117.761,1.12373,5.0,119.158,120.174,3.53676,120.174,120.93
23,23,1,0.750000,2,3,3,1.0,22.0,121.206,2.0,121.747,0.541051,6.0,123.716,124.731,3.52472,124.731,125.484
24,24,1,8,2,3,3,1.0,23.0,125.759,3.0,126.285,0.525222,3.0,128.281,129.296,3.53702,129.297,137.31
