TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,2,0.750000,1,1.0,0.0,4.01834,2.0,2.89046,6.9088,7.54585,3.528,7.54649,8.31141
2,1,2,9,2,0.750000,1,1.0,1.0,8.31417,3.0,1.96393,10.2781,11.8268,3.51298,11.8273,12.5924
3,1,3,7,2,0.750000,1,1.0,2.0,12.5948,3.0,2.67102,15.2658,16.1077,3.51336,16.1083,16.8733
4,1,4,7,2,0.750000,1,1.0,3.0,16.8759,999.0,999.0,999.0,19.8858,3.5285,20.4046,21.1699
5,1,5,6,2,0.750000,1,1.0,4.0,21.1724,3.0,1.89967,23.072,24.6852,3.51325,24.6857,25.4508
6,1,6,9,2,0.750000,1,1.0,5.0,25.4533,3.0,1.17153,26.6249,28.9818,3.52885,28.9823,29.7474
7,1,7,7,2,0.750000,1,1.0,6.0,29.7498,2.0,1.97936,31.7291,33.2627,3.51329,33.2632,34.0283
8,1,8,8,2,12,1,1.0,7.0,34.0308,3.0,1.01757,35.0484,37.5592,3.52884,37.5598,49.5741
9,1,9,7,3,0.750000,2,1.0,8.0,49.5787,3.0,1.93332,51.512,53.0894,3.51106,53.0899,53.855
10,1,10,6,3,0.750000,2,1.0,9.0,53.8585,2.0,1.08957,54.9481,57.3704,3.51227,57.3709,58.1359
11,1,11,8,3,0.750000,2,1.0,10.0,58.1384,3.0,1.02979,59.1682,61.6513,3.51328,61.6518,62.4169
12,1,12,10,3,0.750000,2,1.0,11.0,62.4195,3.0,1.51959,63.9391,65.9322,3.51309,65.9327,66.6978
13,1,13,1,3,0.750000,2,1.0,12.0,66.7005,2.0,1.17508,67.8755,70.2132,3.51305,70.2136,70.9787
14,1,14,7,3,0.750000,2,1.0,13.0,70.9812,3.0,1.61474,72.596,74.4941,3.51329,74.4946,75.2597
15,1,15,7,3,0.750000,2,1.0,14.0,75.2622,3.0,1.53762,76.7998,78.775,3.51324,78.7755,79.5406
16,1,16,7,3,8,2,1.0,15.0,79.5432,3.0,1.50984,81.053,83.056,3.51317,83.0565,91.071
17,0,17,1,3,0.750000,3,1.0,16.0,91.0735,2.0,1.30571,92.3792,94.5864,3.51327,94.5869,95.3519
18,0,18,3,3,0.750000,3,1.0,17.0,95.3545,2.0,1.09448,96.4489,98.883,3.52894,98.8835,99.6485
19,0,19,5,3,0.750000,3,1.0,18.0,99.6512,2.0,1.16846,100.82,103.164,3.51312,103.164,103.929
20,0,20,10,3,0.750000,3,1.0,19.0,103.932,3.0,1.02393,104.956,107.445,3.5131,107.445,108.21
21,0,21,4,3,0.750000,3,1.0,20.0,108.213,2.0,1.02956,109.243,111.726,3.51316,111.726,112.491
22,0,22,3,3,0.750000,3,1.0,21.0,112.494,2.0,1.05239,113.546,116.007,3.5132,116.007,116.772
23,0,23,2,3,0.750000,3,1.0,22.0,116.775,2.0,1.45882,118.234,120.288,3.51315,120.288,121.053
24,0,24,3,3,10,3,1.0,23.0,121.056,2.0,1.19789,122.254,124.569,3.51324,124.569,134.583
25,0,25,4,2,0.750000,4,1.0,24.0,134.587,2.0,1.89478,136.482,138.099,3.51212,138.099,138.864
26,0,26,2,2,0.750000,4,1.0,25.0,138.867,2.0,1.01751,139.884,142.395,3.52883,142.396,143.161
27,0,27,6,2,0.750000,4,1.0,26.0,143.164,3.0,2.32559,145.489,146.676,3.51311,146.677,147.442
28,0,28,2,2,0.750000,4,1.0,27.0,147.444,2.0,1.03035,148.475,150.957,3.51315,150.958,151.723
29,0,29,4,2,0.750000,4,1.0,28.0,151.725,2.0,1.0198,152.745,155.238,3.51335,155.239,156.004
30,0,30,4,2,0.750000,4,1.0,29.0,156.006,2.0,1.02547,157.032,159.519,3.51319,159.52,160.285
31,0,31,8,2,0.750000,4,1.0,30.0,160.287,3.0,1.19857,161.486,163.8,3.51324,163.801,164.566
32,0,32,4,2,10,4,1.0,31.0,164.568,2.0,1.0206,165.589,168.081,3.51319,168.082,178.096
