TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,2,2,8,5.000000e-01,2,1.0,0.0,4.27636,2.0,8,6.68525,high,2.40889,0.59111,7.21895,9.52367,9.52397,11.5262,7.24987,11.5268,13.5281
2,2,1,3,2,8,3.500000e+00,4,1.0,1.0,13.7708,2.0,8,15.1612,high,1.39044,1.60956,15.7073,22.022,22.0405,24.047,10.2762,24.0474,26.03
3,3,0,1,4,0,5.000000e-01,4,1.0,2.0,26.0533,2.0,0,27.6336,low,1.58032,1.41968,28.1723,31.3111,31.3113,33.315,7.26168,33.3154,37.3057
4,4,0,2,2,0,5.000000e-01,8,1.0,3.0,37.5787,3.0,8,39.4407,high,1.86199,1.13801,39.9802,42.8352,42.8517,44.8542,7.27557,44.8546,46.83
5,5,0,3,2,4,5.000000e-01,8,1.0,4.0,47.0962,2.0,4,48.7834,low,1.68715,1.31285,49.3338,52.3429,52.3586,54.3627,7.26644,54.363,56.3558
6,6,1,2,4,8,3.500000e+00,4,1.0,5.0,56.6512,3.0,4,58.0256,low,1.37435,1.62565,58.5589,64.8997,64.9181,66.9292,10.278,66.9297,70.9062
7,7,1,1,6,8,5.000000e-01,0,1.0,6.0,70.9305,2.0,8,72.3801,high,1.4496,1.5504,72.9178,76.1843,76.2157,78.2182,7.28768,78.2186,84.1909
8,8,0,3,4,4,5.000000e-01,0,1.0,7.0,84.466,3.0,0,85.7859,low,1.31984,1.68016,86.3121,89.713,89.7132,91.724,7.25801,91.7244,95.7215
9,9,0,2,4,8,3.500000e+00,4,1.0,8.0,96.0124,3.0,4,97.976,low,1.96361,1.03639,98.5111,104.262,104.279,106.293,10.2805,106.293,110.27
10,10,1,3,4,4,5.000000e-01,0,1.0,9.0,110.509,2.0,4,112.031,high,1.52167,1.47833,112.576,115.767,115.786,117.786,7.27704,117.787,121.761
11,11,1,2,6,0,5.000000e-01,8,1.0,10.0,122.058,2.0,0,124.654,low,2.59597,0.404029,125.205,127.308,127.308,129.311,7.25313,129.312,135.306
12,12,0,1,2,2,2,4,1.0,11.0,135.337,2.0,2,137.343,low,2.00675,0.993253,137.887,142.095,142.117,144.119,8.78232,144.119,146.09
13,13,0,2,6,4,5.000000e-01,0,1.0,12.0,146.402,2.0,4,148.301,high,1.89894,1.10106,148.835,151.654,151.67,153.673,7.27059,153.673,159.657
14,14,0,2,2,4,3.500000e+00,2,1.0,13.0,159.944,2.0,4,161.823,high,1.87942,1.12058,162.379,168.197,168.197,170.206,10.2616,170.206,172.208
15,15,1,3,4,2,5.000000e-01,0,1.0,14.0,172.445,3.0,0,174.313,low,1.86833,1.13167,174.849,177.698,177.699,179.704,7.25889,179.704,183.694
16,16,1,2,2,8,2,2,1.0,15.0,183.986,3.0,2,186.137,low,2.15151,0.848493,186.671,190.741,190.76,192.763,8.77702,192.763,194.75
17,17,1,2,2,0,2,4,1.0,16.0,194.996,2.0,0,197.327,low,2.33122,0.668784,197.871,201.747,201.747,203.751,8.75448,203.751,205.76
18,18,1,1,2,2,5.000000e-01,0,1.0,17.0,205.792,3.0,0,207.619,low,1.8262,1.1738,208.152,211.044,211.045,213.049,7.25625,213.049,215.055
19,19,1,2,2,0,5.000000e-01,2,1.0,18.0,215.3,3.0,2,217.294,high,1.99449,1.00551,217.822,220.546,220.546,222.547,7.24716,222.547,224.553
20,20,1,3,2,0,3.500000e+00,8,1.0,19.0,224.789,2.0,0,226.254,low,1.46493,1.53507,226.813,233.038,233.038,235.054,10.2648,235.054,237.043
21,21,1,1,2,2,5.000000e-01,8,1.0,20.0,237.065,2.0,2,238.81,low,1.7446,1.2554,239.335,242.322,242.341,244.343,7.27723,244.343,246.312
22,22,1,2,8,4,3.500000e+00,2,1.0,21.0,246.572,2.0,4,248.036,high,1.46392,1.53608,248.572,254.833,254.852,256.869,10.2964,256.869,264.833
23,23,1,1,4,4,5.000000e-01,8,1.0,22.0,264.857,2.0,4,266.754,low,1.89658,1.10342,267.292,270.119,270.139,272.139,7.28188,272.14,276.11
24,24,0,1,8,8,5.000000e-01,0,1.0,23.0,276.135,2.0,8,277.778,high,1.6425,1.3575,278.32,281.393,281.412,283.415,7.27917,283.415,291.391
25,25,0,3,6,0,2,2,1.0,24.0,291.675,3.0,2,294.215,high,2.53985,0.46015,294.745,298.42,298.437,300.438,8.76295,300.438,306.424
