TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,2,4,8,3.500000e+00,4,1.0,0.0,4.29389,3.0,4,6.40172,low,2.10783,0.89217,6.92947,12.5565,12.5705,14.574,10.2802,14.5744,18.5425
2,2,0,2,8,2,2,8,1.0,1.0,18.7799,2.0,2,20.8134,low,2.03347,0.966534,21.3412,25.5402,25.5404,27.5575,8.77757,27.5578,35.5413
3,3,0,1,2,0,5.000000e-01,4,1.0,2.0,35.5802,3.0,4,37.6108,high,2.03059,0.969412,38.1522,40.8185,40.8325,42.8371,7.25695,42.8374,44.8344
4,4,1,2,4,0,3.500000e+00,8,1.0,3.0,45.0631,2.0,0,47.6688,low,2.60566,0.394343,48.1962,53.3108,53.311,55.3236,10.2605,55.3239,59.3121
5,5,1,3,2,0,5.000000e-01,4,1.0,4.0,59.5733,3.0,4,61.4634,high,1.8901,1.1099,61.9939,64.8228,64.8385,66.856,7.28269,66.8563,68.8212
6,6,0,3,2,2,2,8,1.0,5.0,69.1041,2.0,2,71.622,low,2.5179,0.482102,72.1491,75.8539,75.8674,77.8575,8.75347,77.8578,79.8574
7,7,0,3,2,8,5.000000e-01,4,1.0,6.0,80.1485,3.0,4,82.7976,low,2.64913,0.350871,83.3374,85.4046,85.4048,87.4078,7.25932,87.4081,89.4024
8,8,1,1,2,0,5.000000e-01,2,1.0,7.0,89.4234,3.0,2,91.4218,high,1.99836,1.00164,91.9599,94.672,94.6871,96.6978,7.27436,96.6981,98.6792
9,9,1,3,4,8,2,2,1.0,8.0,98.9357,3.0,2,101.713,low,2.7778,0.222198,102.25,105.698,105.712,107.713,8.77756,107.714,111.686
10,10,0,3,2,0,3.500000e+00,2,1.0,9.0,111.96,3.0,2,114.007,high,2.04678,0.953221,114.54,120.202,120.215,122.229,10.2696,122.23,124.214
11,11,1,3,2,8,2,0,1.0,10.0,124.495,2.0,8,127.251,high,2.75541,0.244589,127.842,131.258,131.272,133.277,8.78151,133.277,135.259
12,12,1,1,6,0,5.000000e-01,4,1.0,11.0,135.28,3.0,4,137.843,high,2.56276,0.437238,138.382,140.541,140.556,142.557,7.27715,142.558,148.542
13,13,0,1,4,2,5.000000e-01,8,1.0,12.0,148.558,2.0,2,150.871,low,2.31304,0.686957,151.407,153.808,153.821,155.817,7.25901,155.817,159.807
14,14,1,1,8,4,5.000000e-01,8,1.0,13.0,159.817,3.0,8,161.596,high,1.77906,1.22094,162.138,165.07,165.085,167.09,7.27304,167.09,175.071
15,15,1,2,2,2,5.000000e-01,8,1.0,14.0,175.347,2.0,2,177.442,low,2.09482,0.905184,177.977,180.595,180.609,182.617,7.27003,182.618,184.604
16,16,0,3,4,2,5.000000e-01,4,1.0,15.0,184.888,3.0,4,186.9,high,2.01203,0.987971,187.437,190.144,190.158,192.159,7.27052,192.159,196.151
17,17,0,1,4,0,5.000000e-01,2,1.0,16.0,196.171,3.0,2,198.361,high,2.18963,0.810374,198.899,201.431,201.446,203.464,7.29338,203.465,207.432
18,18,0,3,6,0,2,4,1.0,17.0,207.691,3.0,4,210.086,high,2.39488,0.605118,210.616,214.455,214.468,216.468,8.77654,216.468,222.449
19,19,0,2,2,2,3.500000e+00,4,1.0,18.0,222.72,3.0,4,225.449,high,2.72903,0.270972,225.979,230.969,230.982,232.986,10.2668,232.987,234.977
20,20,0,2,6,0,5.000000e-01,2,1.0,19.0,235.264,3.0,2,237.491,high,2.22708,0.772922,238.017,240.527,240.527,242.529,7.26482,242.529,248.517
21,21,0,1,4,8,5.000000e-01,0,1.0,20.0,248.539,2.0,8,250.402,high,1.86271,1.13729,250.93,253.796,253.809,255.812,7.27265,255.812,259.792
22,22,1,1,4,8,5.000000e-01,2,1.0,21.0,259.802,3.0,2,261.995,low,2.19281,0.807192,262.529,265.058,265.073,267.086,7.28408,267.087,271.058
23,23,0,1,2,2,5.000000e-01,4,1.0,22.0,271.074,3.0,4,273.188,high,2.11367,0.886333,273.728,276.337,276.351,278.355,7.28077,278.355,280.323
24,24,0,1,2,4,3.500000e+00,8,1.0,23.0,280.339,2.0,4,282.812,low,2.47324,0.526761,283.352,288.594,288.594,290.597,10.2578,290.597,292.599
25,25,1,2,2,8,2,4,1.0,24.0,292.896,3.0,4,295.79,low,2.89374,0.106259,296.32,299.645,299.659,301.667,8.77076,301.667,303.652
26,26,0,2,4,4,2,0,1.0,25.0,303.932,2.0,4,305.764,high,1.83256,1.16744,306.296,310.682,310.694,312.687,8.75542,312.687,316.682
27,27,1,3,4,2,2,0,1.0,26.0,316.965,2.0,2,318.726,high,1.76025,1.23975,319.256,323.717,323.734,325.732,8.76605,325.732,329.713
28,28,0,3,2,8,2,0,1.0,27.0,329.974,2.0,8,332.837,high,2.8631,0.136905,333.379,336.727,336.741,338.745,8.77164,338.746,340.731
29,29,0,2,2,0,5.000000e-01,8,1.0,28.0,341.029,3.0,8,343.429,high,2.40052,0.599484,343.952,346.275,346.288,348.284,7.25587,348.285,350.289
30,30,1,3,8,4,5.000000e-01,8,1.0,29.0,350.575,2.0,4,352.837,low,2.26149,0.73851,353.371,355.839,355.853,357.863,7.28797,357.863,365.837
31,31,1,3,2,4,5.000000e-01,2,1.0,30.0,366.107,2.0,4,368.165,high,2.05862,0.941379,368.696,371.355,371.355,373.371,7.26423,373.371,375.361
32,32,1,1,6,8,2,0,1.0,31.0,375.382,2.0,8,378.141,high,2.75807,0.241926,378.662,382.146,382.161,384.168,8.7851,384.168,390.134
33,33,1,1,2,2,3.500000e+00,4,1.0,32.0,390.151,3.0,4,392.386,high,2.23456,0.765439,392.917,398.408,398.408,400.417,10.2664,400.418,402.402
34,34,1,2,2,0,5.000000e-01,4,1.0,33.0,402.676,3.0,4,404.496,high,1.81992,1.18008,405.029,407.932,407.945,409.946,7.26997,409.946,411.932
35,35,1,2,2,2,5.000000e-01,0,1.0,34.0,412.207,2.0,2,414.42,high,2.21324,0.786762,414.962,417.456,417.457,419.463,7.25595,419.463,421.469
36,36,1,2,6,4,5.000000e-01,2,1.0,35.0,421.7,2.0,4,423.811,high,2.11126,0.888744,424.351,426.957,426.958,428.966,7.26609,428.967,434.962
