TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,0.750000,3,6,1,1.0,0.0,4.23269,0.0,999.0,999.0,999.0,6.74221,7.75845,3.52575,7.75869,8.50974
2,2,3,0.750000,3,6,1,1.0,1.0,8.71088,0.0,999.0,999.0,999.0,11.2124,12.2295,3.51866,12.2297,12.98
3,3,3,0.750000,3,6,1,1.0,2.0,13.1735,0.0,999.0,999.0,999.0,15.6825,16.6992,3.52567,16.6993,17.45
4,4,2,0.750000,3,6,1,1.0,3.0,17.6413,2.0,17.8511,0.209842,5.0,20.1587,21.1718,3.53055,21.172,21.938
5,5,3,0.750000,3,6,1,1.0,4.0,22.1297,0.0,999.0,999.0,999.0,24.6399,25.6562,3.52656,25.6564,26.4077
6,6,3,0.750000,3,6,1,1.0,5.0,26.5994,0.0,999.0,999.0,999.0,29.1104,30.1272,3.52775,30.1274,30.8778
7,7,3,0.750000,3,6,1,1.0,6.0,31.0679,0.0,999.0,999.0,999.0,33.5804,34.5973,3.52942,34.5975,35.3484
8,8,3,10,3,6,1,1.0,7.0,35.5398,0.0,999.0,999.0,999.0,38.0509,39.0682,3.52837,39.0684,49.0762
9,9,3,0.750000,2,4,2,1.0,8.0,49.3147,0.0,999.0,999.0,999.0,51.8291,52.8453,3.53062,52.8455,53.5966
10,10,3,0.750000,2,4,2,1.0,9.0,53.7889,0.0,999.0,999.0,999.0,56.2991,57.3164,3.52756,57.3166,58.0669
11,11,3,0.750000,2,4,2,1.0,10.0,58.2616,0.0,999.0,999.0,999.0,60.7696,61.7854,3.52376,61.7856,62.5374
12,12,1,0.750000,2,4,2,1.0,11.0,62.728,0.0,999.0,999.0,999.0,65.2401,66.2558,3.52785,66.256,67.0077
13,13,3,0.750000,2,4,2,1.0,12.0,67.1992,0.0,999.0,999.0,999.0,69.7105,70.7265,3.52728,70.7266,71.4781
14,14,3,0.750000,2,4,2,1.0,13.0,71.672,0.0,999.0,999.0,999.0,74.1807,75.1975,3.52551,75.1977,75.9484
15,15,3,0.750000,2,4,2,1.0,14.0,76.14,0.0,999.0,999.0,999.0,78.6509,79.6667,3.52665,79.6669,80.4187
16,16,2,8,2,4,2,1.0,15.0,80.6117,0.0,999.0,999.0,999.0,83.1214,84.1373,3.52564,84.1375,92.145
17,17,3,0.750000,3,6,3,1.0,16.0,92.3858,0.0,999.0,999.0,999.0,94.8976,95.9144,3.52858,95.9146,96.6654
18,18,3,0.750000,3,6,3,1.0,17.0,96.8568,0.0,999.0,999.0,999.0,99.368,100.385,3.52813,100.385,101.136
19,19,1,0.750000,3,6,3,1.0,18.0,101.326,0.0,999.0,999.0,999.0,103.839,104.854,3.52836,104.854,105.606
20,20,3,0.750000,3,6,3,1.0,19.0,105.799,0.0,999.0,999.0,999.0,108.309,109.325,3.52654,109.326,110.076
21,21,2,0.750000,3,6,3,1.0,20.0,110.267,0.0,999.0,999.0,999.0,112.779,113.796,3.52913,113.796,114.547
22,22,3,0.750000,3,6,3,1.0,21.0,114.739,0.0,999.0,999.0,999.0,117.25,118.266,3.52725,118.266,119.017
23,23,3,0.750000,3,6,3,1.0,22.0,119.21,3.0,120.202,0.991311,7.0,121.726,122.74,3.52932,122.74,123.504
24,24,3,12,3,6,3,1.0,23.0,123.697,0.0,999.0,999.0,999.0,126.207,127.224,3.52689,127.224,139.234
25,25,3,0.750000,1,2,4,1.0,24.0,139.253,2.0,141.002,1.74964,2.0,141.768,142.78,3.52749,142.78,143.537
26,26,3,0.750000,1,2,4,1.0,25.0,143.54,3.0,144.555,1.01506,6.0,146.055,147.064,3.52413,147.064,147.824
27,27,3,0.750000,1,2,4,1.0,26.0,147.827,3.0,149.459,1.63272,7.0,150.343,151.351,3.52476,151.352,152.111
28,28,2,0.750000,1,2,4,1.0,27.0,152.114,2.0,154.246,2.13252,5.0,154.63,155.641,3.52673,155.641,156.398
29,29,3,0.750000,1,2,4,1.0,28.0,156.401,0.0,999.0,999.0,999.0,158.917,159.934,3.53316,159.934,160.685
30,30,3,0.750000,1,2,4,1.0,29.0,160.687,2.0,163.054,2.36635,4.0,163.204,164.217,3.52938,164.217,164.972
31,31,3,0.750000,1,2,4,1.0,30.0,164.974,3.0,166.123,1.14867,6.0,167.492,168.5,3.52537,168.5,169.258
32,32,2,10,1,2,4,1.0,31.0,169.261,2.0,171.494,2.23257,5.0,171.778,172.788,3.52725,172.788,182.803
33,33,3,0.750000,2,4,5,1.0,32.0,183.038,3.0,184.054,1.0167,9.0,185.554,186.566,3.52878,186.567,187.324
34,34,1,0.750000,2,4,5,1.0,33.0,187.583,2.0,188.625,1.04212,7.0,190.098,191.11,3.5269,191.11,191.86
35,35,3,0.750000,2,4,5,1.0,34.0,192.05,3.0,192.728,0.677758,7.0,194.566,195.577,3.52689,195.577,196.331
36,36,3,0.750000,2,4,5,1.0,35.0,196.52,2.0,197.666,1.14515,3.0,199.036,200.045,3.52461,200.045,200.801
