TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,6,3,0.750000,1,1.0,0.0,4.00702,999.0,999.0,999.0,7.01032,3.52995,7.53725,8.27467
2,1,2,10,3,0.750000,1,1.0,1.0,8.27815,3.0,1.18037,9.45852,11.7941,3.51643,11.7947,12.55
3,1,3,10,3,0.750000,1,1.0,2.0,12.5533,3.0,1.23497,13.7883,16.0662,3.51335,16.0668,16.8162
4,1,4,7,3,0.750000,1,1.0,3.0,16.8193,3.0,1.38183,18.2012,20.3416,3.52269,20.3422,21.0917
5,1,5,10,3,0.750000,1,1.0,4.0,21.0951,3.0,1.01948,22.1146,24.6122,3.51761,24.6128,25.3522
6,1,6,10,3,0.750000,1,1.0,5.0,25.3554,3.0,1.02224,26.3776,28.8774,3.52248,28.878,29.6344
7,1,7,9,3,0.750000,1,1.0,6.0,29.6376,3.0,1.02006,30.6576,33.1579,3.52083,33.1585,33.9252
8,1,8,4,3,12,1,1.0,7.0,33.9285,2.0,1.02599,34.9545,37.442,3.51396,37.4426,49.4299
9,0,9,3,2,0.750000,2,1.0,8.0,49.436,2.0,1.68838,51.1243,52.9494,3.51386,52.95,53.7056
10,0,10,3,2,0.750000,2,1.0,9.0,53.7091,2.0,1.36169,55.0708,57.2229,3.5142,57.2235,57.9605
11,0,11,4,2,0.750000,2,1.0,10.0,57.9639,3.0,1.02041,58.9843,61.475,3.51158,61.4756,62.2244
12,0,12,4,2,0.750000,2,1.0,11.0,62.228,3.0,1.01949,63.2475,65.7405,3.51298,65.7411,66.4855
13,0,13,3,2,0.750000,2,1.0,12.0,66.4889,3.0,1.7047,68.1936,70.013,3.52453,70.0136,70.7696
14,0,14,10,2,0.750000,2,1.0,13.0,70.7731,3.0,1.03421,71.8073,74.2869,3.5143,74.2876,75.0475
15,0,15,3,2,0.750000,2,1.0,14.0,75.0512,3.0,1.16918,76.2204,78.5626,3.51189,78.5632,79.3284
16,0,16,5,2,12,2,1.0,15.0,79.3319,3.0,1.01824,80.3501,82.841,3.50961,82.8416,94.8396
17,1,17,8,3,0.750000,3,1.0,16.0,94.8435,3.0,1.02719,95.8707,98.3556,3.51258,98.3562,99.1026
18,1,18,7,3,0.750000,3,1.0,17.0,99.106,3.0,1.11137,100.217,102.619,3.51372,102.62,103.37
19,1,19,10,3,0.750000,3,1.0,18.0,103.373,3.0,1.02355,104.397,106.897,3.52402,106.898,107.662
20,1,20,7,3,0.750000,3,1.0,19.0,107.665,3.0,1.02811,108.693,111.184,3.51887,111.184,111.934
21,1,21,10,3,0.750000,3,1.0,20.0,111.937,3.0,1.01963,112.957,115.448,3.51097,115.448,116.192
22,1,22,9,3,0.750000,3,1.0,21.0,116.195,3.0,1.02474,117.22,119.716,3.52166,119.717,120.468
23,1,23,3,3,0.750000,3,1.0,22.0,120.471,3.0,1.61138,122.083,123.976,3.50541,123.977,124.724
24,1,24,5,3,10,3,1.0,23.0,124.728,3.0,1.20201,125.93,128.245,3.51814,128.246,138.246
25,1,25,10,2,0.750000,4,1.0,24.0,138.251,3.0,1.13437,139.385,141.775,3.52488,141.776,142.535
26,1,26,6,2,0.750000,4,1.0,25.0,142.539,3.0,1.05929,143.598,146.055,3.51591,146.055,146.813
27,1,27,10,2,0.750000,4,1.0,26.0,146.818,3.0,1.02692,147.845,150.337,3.51911,150.337,151.091
28,1,28,9,2,0.750000,4,1.0,27.0,151.096,3.0,1.02822,152.124,154.617,3.52171,154.618,155.381
29,1,29,8,2,0.750000,4,1.0,28.0,155.384,3.0,1.01993,156.404,158.899,3.51531,158.9,159.65
30,1,30,9,2,0.750000,4,1.0,29.0,159.653,3.0,1.0309,160.684,163.173,3.51993,163.173,163.912
31,1,31,1,2,0.750000,4,1.0,30.0,163.915,2.0,1.4817,165.397,167.425,3.51004,167.426,168.165
32,1,32,7,2,10,4,1.0,31.0,168.169,3.0,1.02498,169.194,171.686,3.51818,171.687,181.687
33,0,33,3,3,0.750000,5,1.0,32.0,181.691,2.0,1.89104,183.582,185.21,3.51964,185.211,185.957
34,0,34,1,3,0.750000,5,1.0,33.0,185.96,2.0,1.0361,186.996,189.461,3.50186,189.462,190.212
35,0,35,5,3,0.750000,5,1.0,34.0,190.215,3.0,1.3774,191.593,193.729,3.51442,193.73,194.476
36,0,36,3,3,0.750000,5,1.0,35.0,194.48,3.0,1.1426,195.622,198.004,3.52493,198.005,198.754
37,0,37,3,3,0.750000,5,1.0,36.0,198.758,3.0,1.36095,200.119,202.275,3.51758,202.275,203.025
38,0,38,3,3,0.750000,5,1.0,37.0,203.028,2.0,1.2368,204.265,206.532,3.50361,206.532,207.275
39,0,39,2,3,0.750000,5,1.0,38.0,207.278,2.0,1.01672,208.295,210.799,3.52174,210.8,211.566
40,0,40,10,3,8,5,1.0,39.0,211.569,3.0,1.03952,212.608,215.077,3.50899,215.078,223.066
41,1,41,7,1,0.750000,6,1.0,40.0,223.069,3.0,1.27956,224.349,226.587,3.51786,226.587,227.329
42,1,42,8,1,0.750000,6,1.0,41.0,227.332,3.0,1.02997,228.362,230.85,3.51891,230.851,231.607
43,1,43,9,1,0.750000,6,1.0,42.0,231.609,3.0,1.03221,232.642,235.125,3.51647,235.126,235.878
44,1,44,8,1,0.750000,6,1.0,43.0,235.88,3.0,1.02432,236.905,239.399,3.51942,239.4,240.145
45,1,45,9,1,0.750000,6,1.0,44.0,240.147,3.0,1.02059,241.168,243.662,3.51497,243.663,244.412
46,1,46,6,1,0.750000,6,1.0,45.0,244.415,3.0,1.03293,245.448,247.917,3.50308,247.918,248.673
47,1,47,4,1,0.750000,6,1.0,46.0,248.676,2.0,1.13563,249.811,252.204,3.52844,252.204,252.956
48,1,48,10,1,8,6,1.0,47.0,252.959,3.0,1.03184,253.991,256.466,3.50783,256.467,264.467
49,0,49,4,3,0.750000,7,1.0,48.0,264.471,2.0,1.54376,266.015,267.99,3.51973,267.991,268.756
50,0,50,1,3,0.750000,7,1.0,49.0,268.759,2.0,1.01829,269.778,272.275,3.51609,272.276,273.013
51,0,51,6,3,0.750000,7,1.0,50.0,273.016,3.0,1.42425,274.441,276.53,3.51425,276.531,277.28
52,0,52,1,3,0.750000,7,1.0,51.0,277.283,2.0,1.02074,278.304,280.799,3.51653,280.8,281.553
53,0,53,4,3,0.750000,7,1.0,52.0,281.556,2.0,1.27776,282.834,285.067,3.51152,285.068,285.819
54,0,54,2,3,0.750000,7,1.0,53.0,285.822,2.0,1.02544,286.847,289.342,3.52041,289.342,290.087
55,0,55,9,3,0.750000,7,1.0,54.0,290.09,3.0,1.02064,291.111,293.61,3.52008,293.611,294.36
56,0,56,3,3,10,7,1.0,55.0,294.363,2.0,1.02681,295.39,297.876,3.51347,297.877,307.869
57,1,57,7,2,0.750000,8,1.0,56.0,307.873,3.0,1.32233,309.196,311.397,3.52455,311.398,312.143
58,1,58,10,2,0.750000,8,1.0,57.0,312.147,3.0,1.21187,313.359,315.66,3.51331,315.661,316.401
59,1,59,8,2,0.750000,8,1.0,58.0,316.404,3.0,1.01775,317.422,319.915,3.51149,319.916,320.665
60,1,60,3,2,0.750000,8,1.0,59.0,320.669,2.0,1.28297,321.952,324.194,3.52597,324.195,324.932
61,1,61,7,2,0.750000,8,1.0,60.0,324.936,3.0,1.02912,325.965,328.457,3.52153,328.457,329.211
62,1,62,10,2,0.750000,8,1.0,61.0,329.214,3.0,1.03075,330.245,332.717,3.50372,332.718,333.461
63,1,63,8,2,0.750000,8,1.0,62.0,333.464,3.0,1.11102,334.575,336.967,3.50318,336.967,337.728
64,1,64,5,2,12,8,1.0,63.0,337.732,3.0,1.25609,338.988,341.242,3.51038,341.242,353.246
65,0,65,4,1,0.750000,9,1.0,64.0,353.25,2.0,2.55739,355.807,356.756,3.50684,356.757,357.512
66,0,66,4,1,0.750000,9,1.0,65.0,357.515,3.0,1.55611,359.071,361.034,3.51907,361.034,361.784
67,0,67,2,1,0.750000,9,1.0,66.0,361.787,2.0,1.03117,362.818,365.3,3.51342,365.3,366.044
68,0,68,1,1,0.750000,9,1.0,67.0,366.047,2.0,1.01757,367.065,369.553,3.50606,369.553,370.292
69,0,69,1,1,0.750000,9,1.0,68.0,370.295,2.0,1.03261,371.328,373.818,3.52369,373.819,374.575
70,0,70,5,1,0.750000,9,1.0,69.0,374.577,3.0,1.03027,375.608,378.105,3.52787,378.105,378.846
