TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,0.750000,3,5,1,1.0,0.0,4.24673,0.0,999.0,999.0,999.0,6.76271,7.78176,3.53504,7.78202,8.5469
2,2,2,0.750000,3,5,1,1.0,1.0,8.74846,3.0,9.34787,0.599409,5.0,11.2568,12.2731,3.5246,12.2733,13.034
3,3,1,0.750000,3,5,1,1.0,2.0,13.2344,3.0,14.8691,1.63469,4.0,15.749,16.7579,3.52343,16.7581,17.521
4,4,3,0.750000,3,5,1,1.0,3.0,17.7187,3.0,18.8391,1.12043,7.0,20.2424,21.2594,3.54073,21.2597,22.0248
5,5,1,0.750000,3,5,1,1.0,4.0,22.2241,3.0,22.9423,0.718145,2.0,24.749,25.7647,3.54058,25.7649,26.5282
6,6,1,0.750000,3,5,1,1.0,5.0,26.7271,3.0,27.2959,0.568869,2.0,29.2343,30.2403,3.51324,30.2405,30.9988
7,7,1,0.750000,3,5,1,1.0,6.0,31.1972,3.0,31.6662,0.469025,4.0,33.7134,34.7176,3.52044,34.7178,35.469
8,8,1,12,3,5,1,1.0,7.0,35.6686,3.0,36.2537,0.585047,4.0,38.1897,39.2074,3.53884,39.2076,51.2153
9,9,3,0.750000,3,6,2,1.0,8.0,51.4805,3.0,52.5001,1.01962,6.0,53.9965,55.0127,3.53222,55.0129,55.769
10,10,3,0.750000,3,6,2,1.0,9.0,55.9713,3.0,57.0707,1.09939,7.0,58.4936,59.4954,3.52412,59.4956,60.2562
11,11,3,0.750000,3,6,2,1.0,10.0,60.4542,3.0,61.6741,1.2199,8.0,62.9795,63.9844,3.53018,63.9847,64.7432
12,12,3,0.750000,3,6,2,1.0,11.0,64.9386,3.0,65.5607,0.622109,9.0,67.4554,68.4627,3.52408,68.4629,69.2136
13,13,3,0.750000,3,6,2,1.0,12.0,69.4099,3.0,69.9142,0.504371,9.0,71.9171,72.9332,3.52334,72.9334,73.6838
14,14,1,0.750000,3,6,2,1.0,13.0,73.8806,3.0,74.3847,0.504072,1.0,76.3922,77.409,3.52832,77.4092,78.1708
15,15,3,0.750000,3,6,2,1.0,14.0,78.3666,3.0,78.8717,0.505113,8.0,80.8804,81.8976,3.53104,81.8978,82.6584
16,16,1,10,3,6,2,1.0,15.0,82.8596,3.0,83.7924,0.932849,4.0,85.3769,87.3736,4.51402,87.3738,97.3866
17,17,1,0.750000,3,5,3,1.0,16.0,97.6239,3.0,98.388,0.764116,2.0,100.143,101.154,3.53058,101.155,101.907
18,18,1,0.750000,3,5,3,1.0,17.0,102.104,3.0,102.926,0.821431,2.0,104.629,105.646,3.54154,105.646,106.411
19,19,2,0.750000,3,5,3,1.0,18.0,106.606,3.0,107.362,0.756159,5.0,109.135,110.152,3.54545,110.152,110.914
20,20,1,0.750000,3,5,3,1.0,19.0,111.146,3.0,112.049,0.903065,4.0,113.673,114.69,3.54392,114.69,115.452
21,21,3,0.750000,3,5,3,1.0,20.0,115.649,3.0,116.269,0.620196,8.0,118.162,119.178,3.52934,119.178,119.938
22,22,1,0.750000,3,5,3,1.0,21.0,120.136,3.0,120.99,0.854105,3.0,122.656,123.663,3.52681,123.663,124.425
23,23,1,0.750000,3,5,3,1.0,22.0,124.621,3.0,125.543,0.921721,4.0,127.145,128.153,3.53147,128.153,128.912
24,24,1,10,3,5,3,1.0,23.0,129.106,3.0,129.764,0.657347,3.0,131.622,132.638,3.53232,132.639,142.641
25,25,1,0.750000,2,3,4,1.0,24.0,142.88,3.0,144.025,1.14516,1.0,145.405,146.421,3.54128,146.422,147.178
26,26,2,0.750000,2,3,4,1.0,25.0,147.372,3.0,148.062,0.690268,5.0,149.896,150.914,3.54167,150.914,151.664
27,27,1,0.750000,2,3,4,1.0,26.0,151.86,3.0,152.916,1.05526,1.0,154.371,155.388,3.52724,155.388,156.152
28,28,1,0.750000,2,3,4,1.0,27.0,156.342,3.0,157.47,1.12745,2.0,158.845,159.861,3.51912,159.862,160.622
29,29,1,0.750000,2,3,4,1.0,28.0,160.827,3.0,161.539,0.711811,3.0,163.337,164.338,3.51082,164.338,165.092
30,30,2,0.750000,2,3,4,1.0,29.0,165.283,3.0,165.826,0.543202,5.0,167.797,168.814,3.53093,168.814,169.579
31,31,1,0.750000,2,3,4,1.0,30.0,169.769,3.0,170.647,0.878251,1.0,172.269,173.275,3.506,173.275,174.033
32,32,1,8,2,3,4,1.0,31.0,174.222,3.0,176.068,1.84601,1.0,176.732,177.749,3.52677,177.749,185.759
33,33,3,0.750000,1,2,5,1.0,32.0,185.778,3.0,187.077,1.29904,9.0,188.301,189.313,3.53479,189.313,190.081
34,34,2,0.750000,1,2,5,1.0,33.0,190.084,3.0,191.064,0.979612,5.0,192.6,193.616,3.53185,193.616,194.383
35,35,3,0.750000,1,2,5,1.0,34.0,194.385,3.0,195.301,0.915184,7.0,196.903,197.92,3.53441,197.92,198.686
36,36,3,0.750000,1,2,5,1.0,35.0,198.689,3.0,199.921,1.2322,9.0,201.206,202.223,3.53419,202.223,202.99
37,37,3,0.750000,1,2,5,1.0,36.0,202.993,3.0,203.974,0.981772,6.0,205.509,206.525,3.53286,206.526,207.277
38,38,3,0.750000,1,2,5,1.0,37.0,207.279,3.0,207.995,0.715236,9.0,209.796,210.814,3.53461,210.814,211.58
39,39,2,0.750000,1,2,5,1.0,38.0,211.583,3.0,212.415,0.831846,5.0,214.097,215.114,3.53159,215.115,215.867
40,40,3,12,1,2,5,1.0,39.0,215.87,3.0,216.885,1.01534,6.0,218.4,219.465,3.59463,219.465,231.48
41,41,3,0.750000,3,6,6,1.0,40.0,231.705,3.0,232.448,0.743107,6.0,234.218,235.234,3.52925,235.234,236.0
42,42,1,0.750000,3,6,6,1.0,41.0,236.231,3.0,237.102,0.87114,1.0,238.753,239.771,3.53997,239.771,240.537
43,43,3,0.750000,3,6,6,1.0,42.0,240.73,3.0,241.756,1.0255,7.0,243.244,244.255,3.5246,244.255,245.008
44,44,3,0.750000,3,6,6,1.0,43.0,245.2,3.0,246.092,0.892471,6.0,247.702,248.719,3.51934,248.719,249.478
45,45,3,0.750000,3,6,6,1.0,44.0,249.672,3.0,250.313,0.641187,6.0,252.179,253.196,3.52441,253.196,253.949
46,46,3,0.750000,3,6,6,1.0,45.0,254.142,3.0,255.117,0.974802,9.0,256.671,257.688,3.54647,257.688,258.452
47,47,2,0.750000,3,6,6,1.0,46.0,258.647,3.0,259.386,0.739067,5.0,261.161,262.177,3.52951,262.177,262.939
48,48,3,8,3,6,6,1.0,47.0,263.131,3.0,264.374,1.2428,9.0,265.651,266.668,3.53714,266.669,274.682
49,49,3,0.750000,2,4,7,1.0,48.0,274.915,3.0,275.967,1.05211,6.0,277.435,278.451,3.53571,278.451,279.203
50,50,1,0.750000,2,4,7,1.0,49.0,279.39,3.0,280.471,1.08051,3.0,281.894,282.898,3.50771,282.898,283.656
51,51,3,0.750000,2,4,7,1.0,50.0,283.841,3.0,284.891,1.04962,7.0,286.352,287.356,3.51499,287.356,288.11
52,52,3,0.750000,2,4,7,1.0,51.0,288.298,3.0,289.245,0.946327,9.0,290.813,291.831,3.53244,291.831,292.597
53,53,3,0.750000,2,4,7,1.0,52.0,292.784,3.0,293.498,0.714086,7.0,295.306,296.315,3.53147,296.316,297.067
54,54,3,0.750000,2,4,7,1.0,53.0,297.257,3.0,298.302,1.04509,9.0,299.781,300.797,3.54032,300.798,301.554
55,55,2,0.750000,2,4,7,1.0,54.0,301.738,3.0,302.639,0.90078,5.0,304.258,305.274,3.53601,305.275,306.025
56,56,3,8,2,4,7,1.0,55.0,306.209,3.0,306.993,0.783195,6.0,308.729,309.75,3.54073,309.75,317.751
57,57,1,0.750000,1,1,8,1.0,56.0,317.759,3.0,319.136,1.37662,1.0,320.267,321.28,3.52096,321.28,322.038
58,58,1,0.750000,1,1,8,1.0,57.0,322.04,2.0,323.473,1.43227,7.0,324.553,325.57,3.53005,325.571,326.325
59,59,1,0.750000,1,1,8,1.0,58.0,326.329,2.0,326.992,0.663009,8.0,328.841,329.857,3.52784,329.857,330.611
60,60,3,0.750000,1,1,8,1.0,59.0,330.614,2.0,332.981,2.36674,3.0,333.13,334.146,3.5318,334.146,334.898
61,61,1,0.750000,1,1,8,1.0,60.0,334.901,3.0,336.484,1.5827,4.0,337.415,338.431,3.52965,338.431,339.185
62,62,1,0.750000,1,1,8,1.0,61.0,339.188,3.0,340.203,1.01547,4.0,341.701,342.718,3.52986,342.718,343.472
63,63,1,0.750000,1,1,8,1.0,62.0,343.475,3.0,344.24,0.764862,4.0,345.989,347.006,3.53092,347.006,347.759
64,64,2,10,1,1,8,1.0,63.0,347.762,3.0,348.36,0.598244,5.0,350.282,351.298,3.53617,351.298,361.304
65,65,1,0.750000,2,4,9,1.0,64.0,361.528,3.0,362.305,0.776793,1.0,364.052,365.068,3.54007,365.068,365.824
66,66,3,0.750000,2,4,9,1.0,65.0,366.069,3.0,367.008,0.939066,8.0,368.575,370.592,4.52229,370.592,371.345
67,67,1,0.750000,2,4,9,1.0,66.0,371.526,3.0,372.963,1.43731,4.0,374.052,375.069,3.543,375.069,375.832
68,68,3,0.750000,2,4,9,1.0,67.0,376.019,3.0,376.65,0.63096,8.0,378.528,379.545,3.52629,379.545,380.302
69,69,3,0.750000,2,4,9,1.0,68.0,380.491,3.0,381.304,0.813113,9.0,383.005,384.023,3.53276,384.023,384.789
70,70,3,0.750000,2,4,9,1.0,69.0,384.972,3.0,385.657,0.685513,9.0,387.496,388.505,3.533,388.505,389.26
71,71,3,0.750000,2,4,9,1.0,70.0,389.443,3.0,390.061,0.618162,8.0,391.955,392.972,3.5295,392.972,393.73
72,72,3,12,2,4,9,1.0,71.0,393.917,3.0,394.831,0.914286,7.0,396.428,397.434,3.51667,397.434,409.443
