TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,2,2,8,2,0,1.0,0.0,4.27009,2.0,8,6.4897,high,2.21961,0.780391,7.02616,11.0243,11.0388,13.0545,8.78436,13.0548,15.0208
2,2,1,3,8,0,5.000000e-01,2,1.0,1.0,15.2819,3.0,2,17.2983,high,2.01633,0.983668,17.8318,20.5472,20.563,22.5779,7.29602,22.5782,30.5447
3,3,1,1,4,4,2,2,1.0,2.0,30.5719,3.0,2,32.511,low,1.93908,1.06092,33.0498,37.3239,37.3384,39.3511,8.77914,39.3513,43.3324
4,4,1,2,6,4,5.000000e-01,0,1.0,3.0,43.5801,3.0,0,45.4215,low,1.8414,1.1586,45.9601,48.8295,48.8297,50.8399,7.25973,50.8401,56.838
5,5,0,1,4,8,2,4,1.0,4.0,56.8592,2.0,8,59.2163,high,2.35707,0.642928,59.7605,63.6177,63.6313,65.6466,8.78742,65.6469,69.6138
6,6,0,2,2,8,3.500000e+00,4,1.0,5.0,69.8481,3.0,4,71.4096,low,1.56149,1.43851,71.9474,78.0978,78.1105,80.1271,10.2789,80.1273,82.1116
7,7,0,3,4,2,2,4,1.0,6.0,82.3531,3.0,4,83.853,high,1.4999,1.5001,84.3852,89.1094,89.1226,91.1385,8.78543,91.1388,95.1031
8,8,1,1,2,2,5.000000e-01,0,1.0,7.0,95.1167,2.0,2,96.7639,high,1.64713,1.35287,97.2968,100.379,100.394,102.409,7.29209,102.409,104.375
9,9,0,2,2,2,5.000000e-01,0,1.0,8.0,104.609,3.0,0,106.222,low,1.61256,1.38744,106.757,109.872,109.872,111.885,7.27566,111.885,113.87
10,10,0,1,2,4,5.000000e-01,2,1.0,9.0,113.89,3.0,2,115.93,low,2.03939,0.96061,116.468,119.139,119.154,121.166,7.27617,121.167,123.149
