TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,3,0.750000,3,6,1,1.0,0.0,4.2462,2.0,4.79239,0.546188,1.0,6.7696,7.7799,3.5337,7.78015,8.5452
2,2,3,0.750000,3,6,1,1.0,1.0,8.73049,3.0,9.39638,0.665889,9.0,11.2587,12.2802,3.5497,12.2804,13.0318
3,3,1,0.750000,3,6,1,1.0,2.0,13.2182,3.0,13.5992,0.380978,4.0,15.7478,16.7707,3.55242,16.7709,17.5356
4,4,3,0.750000,3,6,1,1.0,3.0,17.7261,2.0,18.1199,0.393854,2.0,20.2531,21.2759,3.54983,21.2761,22.0395
5,5,1,0.750000,3,6,1,1.0,4.0,22.2293,3.0,22.49,0.26069,1.0,24.7592,25.7802,3.55091,25.7804,26.5431
6,6,3,0.750000,3,6,1,1.0,5.0,26.7287,3.0,27.0605,0.331798,7.0,29.258,30.2788,3.5501,30.279,31.0302
7,7,3,0.750000,3,6,1,1.0,6.0,31.2153,2.0,31.5976,0.382286,1.0,33.7326,34.7551,3.53977,34.7552,35.5172
8,8,3,10,3,6,1,1.0,7.0,35.7007,3.0,36.0347,0.334012,8.0,38.2205,39.2285,3.52782,39.2287,49.245
9,9,1,0.750000,2,3,2,1.0,8.0,49.4692,2.0,50.1297,0.660505,6.0,51.9889,53.0113,3.54212,53.0115,53.7655
10,10,2,0.750000,2,3,2,1.0,9.0,53.9473,3.0,54.4833,0.535931,5.0,56.4658,57.4762,3.5289,57.4765,58.2361
11,11,1,0.750000,2,3,2,1.0,10.0,58.4239,3.0,58.8034,0.379426,2.0,60.9403,61.9626,3.53872,61.9628,62.7228
12,12,1,0.750000,2,3,2,1.0,11.0,62.9098,2.0,63.5741,0.664239,8.0,65.4297,66.4381,3.5283,66.4383,67.1933
13,13,3,0.750000,2,3,2,1.0,12.0,67.3734,2.0,67.7107,0.337287,4.0,69.9048,70.9283,3.55487,70.9285,71.6804
14,14,1,0.750000,2,3,2,1.0,13.0,71.8611,3.0,72.1811,0.320015,2.0,74.3786,75.4011,3.53999,75.4013,76.1674
15,15,1,0.750000,2,3,2,1.0,14.0,76.3512,3.0,76.8015,0.450302,1.0,78.8714,79.8936,3.54239,79.8938,80.6545
16,16,1,8,2,3,2,1.0,15.0,80.8388,3.0,81.1885,0.349705,3.0,83.3589,84.3674,3.52857,84.3676,92.3805
17,17,1,0.750000,1,1,3,1.0,16.0,92.3936,2.0,93.5652,1.17164,6.0,94.9152,95.9382,3.54461,95.9384,96.7008
18,18,1,0.750000,1,1,3,1.0,17.0,96.7034,3.0,97.168,0.464592,4.0,99.2206,100.242,3.53809,100.242,101.005
19,19,2,0.750000,1,1,3,1.0,18.0,101.007,2.0,101.355,0.347551,5.0,103.538,104.559,3.55145,104.559,105.324
20,20,1,0.750000,1,1,3,1.0,19.0,105.327,2.0,105.742,0.41481,9.0,107.857,108.878,3.55089,108.878,109.645
21,21,1,0.750000,1,1,3,1.0,20.0,109.647,2.0,110.229,0.581293,9.0,112.179,113.187,3.53969,113.187,113.948
22,22,1,0.750000,1,1,3,1.0,21.0,113.951,2.0,114.416,0.46531,9.0,116.48,117.503,3.55241,117.504,118.268
23,23,1,0.750000,1,1,3,1.0,22.0,118.271,3.0,118.753,0.481677,4.0,120.798,121.806,3.53462,121.806,122.572
24,24,3,10,1,1,3,1.0,23.0,122.574,2.0,123.006,0.43186,4.0,125.09,126.11,3.53596,126.111,136.117
25,25,3,0.750000,2,4,4,1.0,24.0,136.33,2.0,137.568,1.23795,2.0,138.856,139.864,3.5344,139.865,140.62
26,26,3,0.750000,2,4,4,1.0,25.0,140.873,3.0,141.221,0.348062,7.0,143.394,144.416,3.54331,144.416,145.174
27,27,3,0.750000,2,4,4,1.0,26.0,145.364,3.0,145.842,0.477323,9.0,147.887,148.91,3.54605,148.911,149.661
28,28,3,0.750000,2,4,4,1.0,27.0,149.843,2.0,150.212,0.369248,4.0,152.364,153.372,3.52902,153.372,154.131
29,29,1,0.750000,2,4,4,1.0,28.0,154.313,3.0,154.699,0.385776,1.0,156.842,157.864,3.55106,157.864,158.619
30,30,3,0.750000,2,4,4,1.0,29.0,158.801,3.0,159.119,0.318565,6.0,161.332,162.353,3.55194,162.353,163.105
31,31,3,0.750000,2,4,4,1.0,30.0,163.288,2.0,163.823,0.535004,4.0,165.804,166.812,3.52442,166.813,167.576
32,32,1,8,2,4,4,1.0,31.0,167.759,2.0,168.11,0.351113,6.0,170.279,171.289,3.53056,171.29,179.302
33,33,1,0.750000,1,1,5,1.0,32.0,179.311,2.0,179.986,0.675762,7.0,181.827,182.842,3.53193,182.843,183.606
34,34,1,0.750000,1,1,5,1.0,33.0,183.608,2.0,184.006,0.398205,7.0,186.127,187.15,3.5417,187.15,187.909
35,35,1,0.750000,1,1,5,1.0,34.0,187.912,2.0,188.326,0.41487,7.0,190.432,191.455,3.54381,191.456,192.213
36,36,1,0.750000,1,1,5,1.0,35.0,192.215,2.0,192.563,0.347828,9.0,194.739,195.759,3.54366,195.759,196.516
37,37,2,0.750000,1,1,5,1.0,36.0,196.519,2.0,196.85,0.33119,5.0,199.042,200.064,3.54515,200.064,200.82
38,38,1,0.750000,1,1,5,1.0,37.0,200.822,2.0,201.137,0.314759,9.0,203.346,204.367,3.5452,204.368,205.123
39,39,1,0.750000,1,1,5,1.0,38.0,205.126,2.0,205.54,0.414499,8.0,207.647,208.669,3.54329,208.669,209.427
40,40,2,12,1,1,5,1.0,39.0,209.429,3.0,209.811,0.381348,5.0,211.952,212.974,3.54439,212.974,224.99
41,41,3,0.750000,1,2,6,1.0,40.0,224.993,3.0,225.741,0.747912,9.0,227.513,228.536,3.54235,228.536,229.293
