Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,0,2,0,3.500000e+00,2
2,2,0,1,1,5.000000e-01,2
3,8,2,3,1,3.500000e+00,4
4,8,0,2,1,2,2
5,8,2,2,0,2,6
6,0,8,3,0,5.000000e-01,6
7,8,0,1,1,5.000000e-01,2
8,4,8,3,1,5.000000e-01,4
9,2,4,3,1,5.000000e-01,4
10,2,0,1,0,2,8
11,2,0,3,0,5.000000e-01,2
12,4,0,1,1,2,8
13,4,0,3,0,5.000000e-01,6
14,4,0,1,0,2,2
15,2,0,2,0,2,2
16,8,0,1,0,5.000000e-01,2
17,2,8,1,1,5.000000e-01,8
18,4,2,2,0,5.000000e-01,4
19,2,0,3,1,3.500000e+00,2
20,0,4,3,1,2,4
21,8,4,1,0,5.000000e-01,2
22,0,4,2,1,5.000000e-01,4
23,8,4,1,1,5.000000e-01,2
24,2,8,3,0,2,6
25,8,4,2,0,5.000000e-01,6
26,0,2,2,1,5.000000e-01,4
27,2,4,3,0,5.000000e-01,2
28,2,4,1,0,2,2
29,8,4,3,0,5.000000e-01,2
30,2,8,2,1,2,4
31,8,2,1,0,3.500000e+00,2
32,2,4,1,1,5.000000e-01,4
33,4,8,2,1,3.500000e+00,2
34,0,8,3,1,3.500000e+00,2
35,2,4,2,1,5.000000e-01,4
36,8,0,2,0,5.000000e-01,2
