TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,2,4,0,2,4,1.0,0.0,4.2827,3.0,4,6.27834,high,1.99564,1.00436,6.81325,11.0406,11.0595,13.0606,8.77791,13.0611,17.0385
2,2,0,3,4,4,5.000000e-01,8,1.0,1.0,17.3187,2.0,4,18.7852,low,1.46652,1.53348,19.3275,22.572,22.5897,24.5981,7.27947,24.5985,28.5801
3,3,0,3,2,0,5.000000e-01,2,1.0,2.0,28.8099,3.0,2,30.3253,high,1.51545,1.48455,30.9045,34.0723,34.0725,36.0874,7.27752,36.0878,38.0605
4,4,1,1,2,2,5.000000e-01,0,1.0,3.0,38.096,3.0,0,39.6177,low,1.52163,1.47837,40.1545,43.349,43.3492,45.3534,7.25734,45.3537,47.3582
5,5,1,2,2,4,5.000000e-01,2,1.0,4.0,47.6239,2.0,4,49.3259,high,1.70201,1.29799,49.8633,52.8818,52.8995,54.9126,7.28872,54.9129,56.8702
6,6,1,1,4,8,5.000000e-01,4,1.0,5.0,56.9028,3.0,4,58.902,low,1.99919,1.00081,59.4396,62.1564,62.1758,64.1872,7.28438,64.1875,68.1599
7,7,0,2,6,8,2,2,1.0,6.0,68.3801,2.0,8,69.9759,high,1.59576,1.40424,70.521,75.1327,75.1508,77.1634,8.78325,77.1637,83.1335
8,8,0,3,2,8,5.000000e-01,2,1.0,7.0,83.3861,2.0,8,84.9805,high,1.59439,1.40561,85.5154,88.6375,88.6571,90.6575,7.27133,90.6578,92.6357
9,9,0,1,2,0,5.000000e-01,4,1.0,8.0,92.6672,2.0,0,94.4891,low,1.82193,1.17807,95.0131,97.9191,97.9193,99.928,7.26079,99.9283,101.929
10,10,1,2,4,4,2,0,1.0,9.0,102.162,2.0,4,103.832,high,1.66927,1.33073,104.371,108.92,108.939,110.946,8.78334,110.946,114.922
11,11,1,3,2,4,3.500000e+00,8,1.0,10.0,115.142,3.0,8,116.688,high,1.54557,1.45443,117.221,123.394,123.414,125.414,10.2719,125.414,127.403
12,12,1,2,2,4,3.500000e+00,8,1.0,11.0,127.613,3.0,8,129.011,high,1.39749,1.60251,129.552,135.865,135.884,137.896,10.2827,137.896,139.867
13,13,1,1,4,2,2,8,1.0,12.0,139.891,2.0,2,141.417,low,1.52588,1.47412,141.948,146.634,146.653,148.658,8.76688,148.658,152.646
14,14,0,1,2,2,5.000000e-01,8,1.0,13.0,152.649,2.0,2,154.44,low,1.79044,1.20956,154.978,157.899,157.917,159.933,7.28343,159.933,161.903
15,15,0,1,8,0,2,2,1.0,14.0,161.923,2.0,0,163.849,low,1.92647,1.07353,164.392,168.679,168.68,170.684,8.76095,170.684,178.676
16,16,1,3,2,2,5.000000e-01,8,1.0,15.0,178.925,3.0,8,180.385,high,1.45988,1.54012,180.911,184.175,184.194,186.195,7.26951,186.195,188.179
17,17,1,3,4,0,3.500000e+00,8,1.0,16.0,188.393,3.0,8,189.761,high,1.36768,1.63232,190.296,196.65,196.65,198.654,10.2609,198.654,202.647
18,18,1,3,2,0,5.000000e-01,2,1.0,17.0,202.9,3.0,2,204.649,high,1.74845,1.25155,205.168,208.15,208.15,210.155,7.2545,210.155,212.154
19,19,1,2,2,8,5.000000e-01,0,1.0,18.0,212.388,2.0,8,213.957,high,1.569,1.431,214.49,217.649,217.666,219.679,7.29102,219.68,221.637
20,20,1,3,4,0,5.000000e-01,4,1.0,19.0,221.866,3.0,4,223.383,high,1.51739,1.48261,223.92,227.125,227.144,229.144,7.27847,229.145,233.117
21,21,1,3,4,2,5.000000e-01,4,1.0,20.0,233.373,3.0,4,234.84,high,1.46734,1.53266,235.386,238.633,238.634,240.638,7.26474,240.638,244.621
22,22,0,1,2,4,2,2,1.0,21.0,244.654,3.0,2,246.481,low,1.82646,1.17354,247.021,251.404,251.427,253.424,8.76972,253.425,255.408
23,23,0,3,4,2,5.000000e-01,4,1.0,22.0,255.643,3.0,4,257.422,high,1.77863,1.22137,257.956,260.896,260.914,262.915,7.2717,262.915,266.904
24,24,1,2,8,2,3.500000e+00,8,1.0,23.0,267.128,3.0,8,268.38,high,1.25168,1.74832,268.914,275.385,275.404,277.405,10.2773,277.406,285.391
25,25,0,1,2,0,5.000000e-01,8,1.0,24.0,285.415,2.0,0,286.914,low,1.49892,1.50108,287.454,290.675,290.676,292.691,7.2753,292.691,294.674
26,26,0,3,8,8,5.000000e-01,0,1.0,25.0,294.903,2.0,8,296.74,high,1.83638,1.16362,297.281,300.154,300.172,302.185,7.28148,302.185,310.163
27,27,0,2,6,2,3.500000e+00,0,1.0,26.0,310.422,2.0,2,312.11,high,1.68837,1.31163,312.658,318.675,318.691,320.695,10.273,320.695,326.676
28,28,1,1,6,0,5.000000e-01,8,1.0,27.0,326.709,2.0,0,328.28,low,1.57134,1.42866,328.818,331.961,331.961,333.976,7.26727,333.976,339.957
