TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,0,1,2,3,0.750000,1,1.0,0.0,4.01628,2.0,2.62583,6.64211,7.52341,3.50763,7.52406,8.27942
2,0,2,2,3,0.750000,1,1.0,1.0,8.28226,2.0,2.24474,10.527,11.7967,3.51487,11.7973,12.548
3,0,3,2,3,0.750000,1,1.0,2.0,12.5506,2.0,2.49753,15.0481,16.0743,3.52408,16.0748,16.8297
4,0,4,6,3,0.750000,1,1.0,3.0,16.8323,3.0,1.61842,18.4507,20.3552,3.52336,20.3557,21.1208
5,0,5,9,3,0.750000,1,1.0,4.0,21.1233,3.0,1.48054,22.6039,24.6422,3.5193,24.6427,25.3991
6,0,6,4,3,0.750000,1,1.0,5.0,25.4017,3.0,1.55544,26.9571,28.9237,3.52239,28.9242,29.6852
7,0,7,2,3,0.750000,1,1.0,6.0,29.6878,2.0,1.47326,31.1611,33.2153,3.52784,33.2158,33.9808
8,0,8,2,3,8,1,1.0,7.0,33.9835,2.0,1.53166,35.5152,37.4999,3.51672,37.5004,45.5145
9,1,9,9,3,0.750000,2,1.0,8.0,45.5171,3.0,1.79063,47.3077,49.0435,3.52686,49.044,49.8045
10,1,10,7,3,0.750000,2,1.0,9.0,49.8071,3.0,1.63709,51.4442,53.3112,3.50445,53.3117,54.0773
11,1,11,4,3,0.750000,2,1.0,10.0,54.08,3.0,1.80131,55.8813,57.5973,3.5177,57.5978,58.3638
12,1,12,7,3,0.750000,2,1.0,11.0,58.3663,3.0,1.51922,59.8855,61.8819,3.51604,61.8824,62.6287
13,1,13,8,3,0.750000,2,1.0,12.0,62.6312,3.0,1.47383,64.1051,66.1357,3.50489,66.1363,66.8911
14,1,14,8,3,0.750000,2,1.0,13.0,66.8938,3.0,1.46462,68.3584,70.4095,3.51617,70.4101,71.1695
15,1,15,9,3,0.750000,2,1.0,14.0,71.1722,3.0,1.47278,72.645,74.6846,3.51278,74.6851,75.4514
16,1,16,5,3,8,2,1.0,15.0,75.454,3.0,1.87818,77.3322,78.9821,3.52855,78.9826,86.9963
17,1,17,7,2,0.750000,3,1.0,16.0,87.0009,3.0,1.6749,88.6758,90.5303,3.52987,90.5308,91.2863
18,1,18,9,2,0.750000,3,1.0,17.0,91.29,3.0,1.52165,92.8116,94.8083,3.51878,94.8089,95.5588
19,1,19,2,2,0.750000,3,1.0,18.0,95.5615,2.0,1.52015,97.0817,99.0803,3.51917,99.0808,99.8403
20,1,20,8,2,0.750000,3,1.0,19.0,99.8434,3.0,1.45953,101.303,103.349,3.50618,103.35,104.115
21,1,21,9,2,0.750000,3,1.0,20.0,104.118,3.0,1.50555,105.623,107.643,3.52577,107.644,108.398
22,1,22,9,2,0.750000,3,1.0,21.0,108.401,3.0,1.59205,109.993,111.927,3.52643,111.927,112.682
23,1,23,6,2,0.750000,3,1.0,22.0,112.685,3.0,1.61124,114.296,116.201,3.51701,116.202,116.964
24,1,24,8,2,10,3,1.0,23.0,116.967,3.0,1.74925,118.716,120.484,3.51757,120.485,130.481
25,1,25,8,1,0.750000,4,1.0,24.0,130.485,3.0,1.92652,132.411,133.998,3.51358,133.998,134.763
26,1,26,6,1,0.750000,4,1.0,25.0,134.766,3.0,1.74851,136.514,138.287,3.52106,138.287,139.042
27,1,27,9,1,0.750000,4,1.0,26.0,139.044,3.0,1.52338,140.568,142.573,3.52928,142.574,143.318
28,1,28,8,1,0.750000,4,1.0,27.0,143.32,3.0,1.44987,144.77,146.825,3.5053,146.826,147.584
29,1,29,2,1,0.750000,4,1.0,28.0,147.586,2.0,1.555,149.141,151.092,3.50616,151.093,151.853
30,1,30,10,1,0.750000,4,1.0,29.0,151.856,3.0,1.48891,153.344,155.382,3.5264,155.382,156.138
31,1,31,7,1,0.750000,4,1.0,30.0,156.14,3.0,1.54241,157.683,159.646,3.50568,159.646,160.404
32,1,32,7,1,10,4,1.0,31.0,160.406,3.0,1.57875,161.985,163.928,3.5224,163.929,173.932
33,1,33,10,2,0.750000,5,1.0,32.0,173.936,3.0,1.59314,175.53,177.439,3.50249,177.439,178.206
34,1,34,6,2,0.750000,5,1.0,33.0,178.211,2.0,2.25638,180.467,181.724,3.51425,181.725,182.484
35,1,35,9,2,0.750000,5,1.0,34.0,182.487,3.0,1.46647,183.953,185.997,3.51094,185.998,186.752
36,1,36,3,2,0.750000,5,1.0,35.0,186.756,2.0,1.43522,188.191,190.282,3.52684,190.283,191.044
37,1,37,7,2,0.750000,5,1.0,36.0,191.047,3.0,1.49731,192.544,194.575,3.52855,194.576,195.34
38,1,38,9,2,0.750000,5,1.0,37.0,195.343,3.0,1.58805,196.931,198.871,3.52868,198.872,199.622
39,1,39,8,2,0.750000,5,1.0,38.0,199.625,3.0,1.97627,201.601,203.144,3.51931,203.145,203.905
40,1,40,7,2,12,5,1.0,39.0,203.908,3.0,1.59602,205.504,207.413,3.50562,207.414,219.429
41,0,41,2,1,0.750000,6,1.0,40.0,219.432,2.0,1.60124,221.034,222.947,3.51547,222.948,223.704
42,0,42,4,1,0.750000,6,1.0,41.0,223.707,2.0,2.64881,226.356,227.226,3.51935,227.226,227.993
43,0,43,10,1,0.750000,6,1.0,42.0,227.996,3.0,1.44642,229.442,231.516,3.52115,231.517,232.275
44,0,44,1,1,0.750000,6,1.0,43.0,232.277,2.0,1.55066,233.828,235.78,3.50324,235.78,236.541
45,0,45,6,1,0.750000,6,1.0,44.0,236.543,3.0,1.42104,237.964,240.073,3.53054,240.074,240.839
46,0,46,1,1,0.750000,6,1.0,45.0,240.842,2.0,1.45935,242.301,244.357,3.51584,244.358,245.124
47,0,47,4,1,0.750000,6,1.0,46.0,245.126,999.0,999.0,999.0,248.14,3.53999,248.666,249.422
48,0,48,1,1,12,6,1.0,47.0,249.424,2.0,1.36715,250.792,252.939,3.51533,252.94,264.944
49,0,49,2,2,0.750000,7,1.0,48.0,264.948,2.0,2.19017,267.138,268.469,3.5215,268.47,269.232
50,0,50,2,2,0.750000,7,1.0,49.0,269.236,3.0,1.65613,270.892,272.762,3.52635,272.762,273.528
51,0,51,3,2,0.750000,7,1.0,50.0,273.531,3.0,1.71519,275.246,277.042,3.51168,277.042,277.799
52,0,52,6,2,0.750000,7,1.0,51.0,277.802,3.0,1.51297,279.315,281.33,3.52808,281.331,282.095
53,0,53,3,2,0.750000,7,1.0,52.0,282.098,2.0,1.52079,283.619,285.603,3.50588,285.604,286.36
54,0,54,4,2,0.750000,7,1.0,53.0,286.363,2.0,1.47639,287.84,289.887,3.52451,289.888,290.633
55,0,55,10,2,0.750000,7,1.0,54.0,290.636,3.0,1.43965,292.075,294.139,3.50328,294.139,294.905
56,0,56,4,2,8,7,1.0,55.0,294.908,2.0,1.48855,296.396,298.424,3.51669,298.424,306.434
57,1,57,9,3,0.750000,8,1.0,56.0,306.438,3.0,2.03429,308.472,309.938,3.50082,309.939,310.705
58,1,58,4,3,0.750000,8,1.0,57.0,310.707,3.0,1.58483,312.292,314.228,3.52138,314.229,314.985
59,1,59,10,3,0.750000,8,1.0,58.0,314.988,3.0,1.45823,316.446,318.496,3.50859,318.496,319.262
60,1,60,5,3,0.750000,8,1.0,59.0,319.265,3.0,2.1182,321.383,322.793,3.52877,322.793,323.549
61,1,61,9,3,0.750000,8,1.0,60.0,323.552,3.0,1.45067,325.003,327.078,3.52652,327.078,327.827
