TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,0.750000,1,1,1,1.0,0.0,4.0714,0.0,999.0,999.0,999.0,6.58031,7.5974,3.526,7.59773,8.36218
2,2,1,0.750000,1,1,1,1.0,1.0,8.36761,0.0,999.0,999.0,999.0,10.8811,11.8981,3.53052,11.8984,12.6628
3,3,1,0.750000,1,1,1,1.0,2.0,12.6684,0.0,999.0,999.0,999.0,15.1817,16.1975,3.52914,16.1978,16.9622
4,4,1,0.750000,1,1,1,1.0,3.0,16.9673,0.0,999.0,999.0,999.0,19.48,20.4968,3.52945,20.4971,21.2627
5,5,2,0.750000,1,1,1,1.0,4.0,21.2677,0.0,999.0,999.0,999.0,23.7811,24.7974,3.52972,24.7977,25.5486
6,6,1,0.750000,1,1,1,1.0,5.0,25.5536,0.0,999.0,999.0,999.0,28.0661,29.0836,3.52994,29.0838,29.8476
7,7,2,0.750000,1,1,1,1.0,6.0,29.8516,0.0,999.0,999.0,999.0,32.366,33.3843,3.53272,33.3845,34.1499
8,8,1,12,1,1,1,1.0,7.0,34.1544,0.0,999.0,999.0,999.0,36.6666,37.6837,3.52936,37.684,49.6847
9,9,3,0.750000,3,5,2,1.0,8.0,49.6969,0.0,999.0,999.0,999.0,52.2028,53.2182,3.52132,53.2185,53.984
10,10,1,0.750000,3,5,2,1.0,9.0,53.9885,0.0,999.0,999.0,999.0,56.5032,57.5191,3.5306,57.5194,58.284
11,11,1,0.750000,3,5,2,1.0,10.0,58.2874,0.0,999.0,999.0,999.0,60.8035,61.8203,3.53294,61.8206,62.5844
12,12,1,0.750000,3,5,2,1.0,11.0,62.5872,0.0,999.0,999.0,999.0,65.1039,66.1206,3.53345,66.1209,66.8854
13,13,1,0.750000,3,5,2,1.0,12.0,66.8898,0.0,999.0,999.0,999.0,69.4045,70.4216,3.53175,70.4218,71.1859
14,14,1,0.750000,3,5,2,1.0,13.0,71.1908,0.0,999.0,999.0,999.0,73.7052,74.7217,3.53086,74.722,75.4866
15,15,2,0.750000,3,5,2,1.0,14.0,75.4903,0.0,999.0,999.0,999.0,78.0035,79.0218,3.53153,79.0221,79.7868
16,16,1,8,3,5,2,1.0,15.0,79.7912,0.0,999.0,999.0,999.0,82.3062,83.323,3.53182,83.3232,91.3378
17,17,3,0.750000,3,6,3,1.0,16.0,91.3423,0.0,999.0,999.0,999.0,93.8571,94.8744,3.53203,94.8746,95.6388
18,18,3,0.750000,3,6,3,1.0,17.0,95.6432,0.0,999.0,999.0,999.0,98.1576,99.1737,3.53053,99.174,99.9391
19,19,3,0.750000,3,6,3,1.0,18.0,99.9438,0.0,999.0,999.0,999.0,102.458,103.475,3.53122,103.475,104.239
20,20,3,0.750000,3,6,3,1.0,19.0,104.244,0.0,999.0,999.0,999.0,106.758,107.775,3.53178,107.776,108.541
21,21,1,0.750000,3,6,3,1.0,20.0,108.546,0.0,999.0,999.0,999.0,111.058,112.076,3.53075,112.077,112.841
22,22,3,0.750000,3,6,3,1.0,21.0,112.846,0.0,999.0,999.0,999.0,115.358,116.377,3.53088,116.377,117.142
23,23,2,0.750000,3,6,3,1.0,22.0,117.147,0.0,999.0,999.0,999.0,119.659,120.676,3.52902,120.676,121.442
24,24,3,10,3,6,3,1.0,23.0,121.447,0.0,999.0,999.0,999.0,123.96,124.977,3.52983,124.977,134.978
25,25,1,0.750000,3,5,4,1.0,24.0,134.982,0.0,999.0,999.0,999.0,137.496,138.512,3.52955,138.512,139.278
26,26,1,0.750000,3,5,4,1.0,25.0,139.282,0.0,999.0,999.0,999.0,141.796,142.81,3.5279,142.811,143.578
27,27,3,0.750000,3,5,4,1.0,26.0,143.582,0.0,999.0,999.0,999.0,146.094,147.112,3.53028,147.113,147.879
28,28,2,0.750000,3,5,4,1.0,27.0,147.883,0.0,999.0,999.0,999.0,150.397,151.413,3.52939,151.413,152.18
29,29,1,0.750000,3,5,4,1.0,28.0,152.184,0.0,999.0,999.0,999.0,154.698,155.713,3.5292,155.714,156.48
30,30,1,0.750000,3,5,4,1.0,29.0,156.485,0.0,999.0,999.0,999.0,158.998,160.013,3.52856,160.014,160.781
31,31,1,0.750000,3,5,4,1.0,30.0,160.785,0.0,999.0,999.0,999.0,163.298,164.314,3.52872,164.314,165.081
32,32,1,8,3,5,4,1.0,31.0,165.086,0.0,999.0,999.0,999.0,167.599,168.615,3.52898,168.615,176.632
33,33,3,0.750000,1,2,5,1.0,32.0,176.642,0.0,999.0,999.0,999.0,179.15,180.166,3.52459,180.167,180.933
34,34,3,0.750000,1,2,5,1.0,33.0,180.938,0.0,999.0,999.0,999.0,183.45,184.466,3.52791,184.466,185.233
35,35,3,0.750000,1,2,5,1.0,34.0,185.239,0.0,999.0,999.0,999.0,187.75,188.767,3.52868,188.767,189.534
36,36,1,0.750000,1,2,5,1.0,35.0,189.539,0.0,999.0,999.0,999.0,192.052,193.068,3.52903,193.068,193.834
37,37,3,0.750000,1,2,5,1.0,36.0,193.84,0.0,999.0,999.0,999.0,196.352,197.368,3.52853,197.368,198.135
38,38,1,0.750000,1,2,5,1.0,37.0,198.14,0.0,999.0,999.0,999.0,200.653,201.669,3.52909,201.669,202.434
39,39,3,0.750000,1,2,5,1.0,38.0,202.438,0.0,999.0,999.0,999.0,204.953,205.968,3.5297,205.968,206.736
40,40,3,12,1,2,5,1.0,39.0,206.741,0.0,999.0,999.0,999.0,209.254,210.27,3.52899,210.27,222.287
41,41,2,0.750000,2,4,6,1.0,40.0,222.298,0.0,999.0,999.0,999.0,224.805,225.822,3.52392,225.822,226.586
42,42,3,0.750000,2,4,6,1.0,41.0,226.591,0.0,999.0,999.0,999.0,229.106,230.122,3.53088,230.122,230.887
43,43,3,0.750000,2,4,6,1.0,42.0,230.892,0.0,999.0,999.0,999.0,233.406,234.423,3.53141,234.424,235.188
44,44,3,0.750000,2,4,6,1.0,43.0,235.192,0.0,999.0,999.0,999.0,237.706,238.723,3.53142,238.724,239.488
45,45,3,0.750000,2,4,6,1.0,44.0,239.493,0.0,999.0,999.0,999.0,242.007,243.024,3.53125,243.024,243.789
46,46,3,0.750000,2,4,6,1.0,45.0,243.793,0.0,999.0,999.0,999.0,246.308,247.325,3.53178,247.325,248.089
47,47,2,0.750000,2,4,6,1.0,46.0,248.092,0.0,999.0,999.0,999.0,250.608,251.626,3.53383,251.626,252.39
48,48,3,10,2,4,6,1.0,47.0,252.394,0.0,999.0,999.0,999.0,254.909,255.926,3.5323,255.926,265.941
49,49,1,0.750000,2,3,7,1.0,48.0,265.945,0.0,999.0,999.0,999.0,268.461,269.477,3.53147,269.477,270.242
50,50,2,0.750000,2,3,7,1.0,49.0,270.246,0.0,999.0,999.0,999.0,272.761,273.778,3.53208,273.778,274.542
51,51,1,0.750000,2,3,7,1.0,50.0,274.547,0.0,999.0,999.0,999.0,277.06,278.076,3.52968,278.077,278.842
52,52,1,0.750000,2,3,7,1.0,51.0,278.846,0.0,999.0,999.0,999.0,281.362,282.379,3.53248,282.379,283.143
53,53,1,0.750000,2,3,7,1.0,52.0,283.148,0.0,999.0,999.0,999.0,285.662,286.679,3.53156,286.679,287.443
54,54,3,0.750000,2,3,7,1.0,53.0,287.446,0.0,999.0,999.0,999.0,289.963,290.98,3.53388,290.98,291.744
55,55,1,0.750000,2,3,7,1.0,54.0,291.749,0.0,999.0,999.0,999.0,294.263,295.28,3.53153,295.28,296.044
56,56,1,12,2,3,7,1.0,55.0,296.048,0.0,999.0,999.0,999.0,298.563,299.581,3.53325,299.581,311.582
57,57,3,0.750000,2,4,8,1.0,56.0,311.586,0.0,999.0,999.0,999.0,314.097,315.117,3.53064,315.117,315.882
58,58,3,0.750000,2,4,8,1.0,57.0,315.886,0.0,999.0,999.0,999.0,318.398,319.417,3.53151,319.417,320.182
