TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,3,2,8,5.000000e-01,4,1.0,0.0,4.2148,2.0,8,5.63863,high,1.42383,1.57617,6.17134,9.46968,9.48255,11.4839,7.2691,11.4843,13.4669
2,2,0,1,4,2,3.500000e+00,0,1.0,1.0,13.4875,2.0,2,14.6462,high,1.15866,1.84134,15.1804,21.7468,21.7606,23.752,10.2644,23.7523,27.7392
3,3,1,2,2,0,3.500000e+00,4,1.0,2.0,27.9977,3.0,4,29.4417,high,1.44392,1.55608,29.9727,36.2468,36.2608,38.2603,10.2625,38.2605,40.2619
4,4,1,2,2,0,5.000000e-01,2,1.0,3.0,40.5041,2.0,0,41.685,low,1.18091,1.81909,42.2151,45.7532,45.7534,47.7614,7.25739,47.7617,49.7613
5,5,1,1,2,0,2,8,1.0,4.0,49.7749,3.0,8,52.4612,high,2.68636,0.313644,53.0006,56.5205,56.5352,58.5421,8.76724,58.5424,60.5285
6,6,1,2,2,0,5.000000e-01,8,1.0,5.0,60.7371,2.0,0,62.0189,low,1.28172,1.71828,62.5571,65.9959,65.9961,68.0146,7.27745,68.0149,69.9967
7,7,1,1,4,0,3.500000e+00,4,1.0,6.0,70.0106,2.0,0,71.3596,low,1.34908,1.65092,71.8885,78.2612,78.2614,80.2648,10.2543,80.2651,84.2618
8,8,0,3,2,2,5.000000e-01,4,1.0,7.0,84.4776,3.0,4,85.9715,high,1.49385,1.50615,86.5129,89.7316,89.7444,91.7353,7.2577,91.7356,93.737
9,9,0,1,8,4,5.000000e-01,8,1.0,8.0,93.7587,2.0,4,94.7621,low,1.00339,1.99661,95.2946,99.007,99.0205,101.012,7.25347,101.012,109.013
10,10,1,3,8,8,3.500000e+00,2,1.0,9.0,109.235,3.0,2,111.192,low,1.95715,1.04285,111.716,117.492,117.507,119.52,10.2849,119.52,127.482
11,11,1,2,4,4,5.000000e-01,2,1.0,10.0,127.701,2.0,4,129.007,high,1.30556,1.69444,129.542,132.955,132.968,134.962,7.26099,134.962,138.951
12,12,0,1,6,0,2,8,1.0,11.0,138.974,3.0,8,140.016,high,1.04241,1.95759,140.554,145.722,145.736,147.747,8.77383,147.748,153.731
13,13,1,1,2,2,2,8,1.0,12.0,153.742,2.0,2,154.862,low,1.11998,1.88002,155.401,160.492,160.507,162.505,8.76363,162.505,164.494
14,14,0,1,2,2,5.000000e-01,8,1.0,13.0,164.497,2.0,2,165.87,low,1.37307,1.62693,166.405,169.755,169.768,171.771,7.27395,171.772,173.756
15,15,0,2,2,4,2,0,1.0,14.0,173.993,3.0,0,174.845,low,0.852003,2.148,175.378,180.75,180.75,182.767,8.77393,182.767,184.746
16,16,1,3,6,4,3.500000e+00,8,1.0,15.0,184.961,2.0,4,186.721,low,1.75978,1.24022,187.259,193.215,193.229,195.248,10.2869,195.248,201.222
17,17,0,1,6,4,5.000000e-01,0,1.0,16.0,201.237,3.0,0,202.4,low,1.16308,1.83692,202.929,206.489,206.489,208.496,7.25833,208.496,214.48
