TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,3,2,0,5.000000e-01,8,1.0,0.0,4.24016,2.0,0,6.00569,low,1.76552,1.23448,6.5403,9.49567,9.49592,11.5,7.25982,11.5004,13.4987
2,2,0,2,6,8,5.000000e-01,4,1.0,1.0,13.7473,3.0,4,15.5636,low,1.81625,1.18375,16.1041,19.0088,19.0091,21.0148,7.26753,21.0153,27.0001
3,3,1,1,6,2,2,0,1.0,2.0,27.0233,3.0,0,28.3239,low,1.30062,1.69938,28.8514,33.7798,33.78,35.7925,8.76926,35.7928,41.7839
4,4,0,2,6,4,2,0,1.0,3.0,42.0004,3.0,0,43.7034,low,1.70295,1.29705,44.2232,48.7586,48.7587,50.7767,8.7763,50.777,56.7606
5,5,1,3,2,0,5.000000e-01,2,1.0,4.0,56.9834,2.0,0,58.5155,low,1.53212,1.46788,59.0544,62.2458,62.246,64.2614,7.27802,64.2617,66.2331
6,6,0,3,4,2,3.500000e+00,0,1.0,5.0,66.4198,3.0,0,67.8231,low,1.40337,1.59663,68.3422,74.6682,74.6684,76.6799,10.2602,76.6802,80.6683
7,7,0,3,2,2,5.000000e-01,8,1.0,6.0,80.8765,2.0,2,82.3515,low,1.47506,1.52494,82.8839,86.1358,86.1488,88.15,7.27351,88.1503,90.1406
8,8,0,1,8,4,5.000000e-01,8,1.0,7.0,90.1545,2.0,4,91.943,low,1.7885,1.2115,92.4768,95.4184,95.4322,97.4303,7.27578,97.4306,105.404
9,9,0,1,4,2,3.500000e+00,8,1.0,8.0,105.414,2.0,2,106.705,low,1.2912,1.7088,107.232,113.677,113.677,115.682,10.2682,115.682,119.665
10,10,0,1,2,0,5.000000e-01,8,1.0,9.0,119.675,2.0,0,120.8,low,1.12518,1.87482,121.336,124.924,124.924,126.926,7.25072,126.926,128.919
11,11,1,3,2,8,3.500000e+00,4,1.0,10.0,129.142,3.0,4,130.725,low,1.58279,1.41721,131.258,137.396,137.41,139.402,10.2594,139.402,141.401
12,12,1,3,2,4,5.000000e-01,2,1.0,11.0,141.643,3.0,2,143.769,low,2.12598,0.874017,144.303,146.891,146.892,148.9,7.25688,148.9,150.903
13,13,0,2,8,2,5.000000e-01,4,1.0,12.0,151.15,2.0,2,152.509,low,1.3593,1.6407,153.038,156.402,156.415,158.417,7.26704,158.417,166.403
