onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.020630	1.741270	choice_computer	1.741270	8	high	2	8
10.783800	1.000000	outcome_computer_defect	1.741270	8	high	2	8
16.780100	1.575300	choice_computer	1.575300	8	high	0	8
22.044600	1.000000	outcome_computer_recip	1.575300	8	high	0	8
28.295400	1.803490	choice_stranger	1.803490	4	high	0	4
33.559000	1.000000	outcome_stranger_recip	1.803490	4	high	0	4
37.769300	1.336530	choice_stranger	1.336530	8	high	0	8
43.020000	1.000000	outcome_stranger_recip	1.336530	8	high	0	8
47.040600	1.773170	choice_computer	1.773170	8	high	4	8
52.303900	1.000000	outcome_computer_defect	1.773170	8	high	4	8
56.305400	1.715950	choice_computer	1.715950	4	high	2	4
61.569900	1.000000	outcome_computer_recip	1.715950	4	high	2	4
65.810900	1.468010	choice_friend	1.468010	8	high	4	8
72.573200	1.000000	outcome_friend_defect	1.468010	8	high	4	8
76.819000	1.602320	choice_friend	1.602320	2	high	0	2
82.069000	1.000000	outcome_friend_defect	1.602320	2	high	0	2
86.303000	1.809760	choice_stranger	1.809760	8	high	4	8
93.065900	1.000000	outcome_stranger_defect	1.809760	8	high	4	8
97.066400	1.704980	choice_computer	1.704980	4	high	0	4
103.830000	1.000000	outcome_computer_defect	1.704980	4	high	0	4
114.046000	1.706770	choice_friend	1.706770	4	high	2	4
119.309000	1.000000	outcome_friend_recip	1.706770	4	high	2	4
123.551000	1.441970	choice_friend	1.441970	8	high	2	8
128.814000	1.000000	outcome_friend_defect	1.441970	8	high	2	8
133.066000	1.684940	choice_stranger	1.684940	4	high	2	4
138.329000	1.000000	outcome_stranger_defect	1.684940	4	high	2	4
146.548000	2.098450	choice_stranger	2.098450	2	high	0	2
151.798000	1.000000	outcome_stranger_defect	2.098450	2	high	0	2
155.982000	1.654160	choice_friend	1.654160	8	high	0	8
161.244000	1.000000	outcome_friend_defect	1.654160	8	high	0	8
169.461000	1.720150	choice_friend	1.720150	4	high	2	4
174.711000	1.000000	outcome_friend_defect	1.720150	4	high	2	4
178.732000	1.740190	choice_computer	1.740190	4	high	0	4
186.997000	1.000000	outcome_computer_recip	1.740190	4	high	0	4
195.229000	1.539390	choice_stranger	1.539390	4	high	0	4
201.991000	1.000000	outcome_stranger_defect	1.539390	4	high	0	4
206.208000	1.469460	choice_stranger	1.469460	8	high	0	8
211.457000	1.000000	outcome_stranger_defect	1.469460	8	high	0	8
215.721000	1.632180	choice_friend	1.632180	4	high	0	4
220.984000	1.000000	outcome_friend_recip	1.632180	4	high	0	4
231.230000	1.701440	choice_friend	1.701440	8	high	2	8
236.480000	1.000000	outcome_friend_recip	1.701440	8	high	2	8
242.716000	1.892160	choice_stranger	1.892160	4	high	2	4
247.979000	1.000000	outcome_stranger_recip	1.892160	4	high	2	4
258.210000	1.726820	choice_friend	1.726820	8	high	4	8
264.973000	1.000000	outcome_friend_recip	1.726820	8	high	4	8
270.977000	1.704520	choice_computer	1.704520	8	high	2	8
277.741000	1.000000	outcome_computer_recip	1.704520	8	high	2	8
285.972000	1.988690	choice_stranger	1.988690	2	high	0	2
294.235000	1.000000	outcome_stranger_recip	1.988690	2	high	0	2
300.236000	1.685360	choice_computer	1.685360	4	high	2	4
308.499000	1.000000	outcome_computer_defect	1.685360	4	high	2	4
312.501000	1.647230	choice_computer	1.647230	4	low	4	8
317.765000	1.000000	outcome_computer_recip	1.647230	4	low	4	8
325.760000	1.682430	choice_computer	1.682430	8	high	0	8
331.025000	1.000000	outcome_computer_defect	1.682430	8	high	0	8
337.262000	1.690350	choice_stranger	1.690350	8	high	2	8
344.024000	1.000000	outcome_stranger_defect	1.690350	8	high	2	8
348.265000	1.562230	choice_stranger	1.562230	8	high	4	8
355.029000	1.000000	outcome_stranger_recip	1.562230	8	high	4	8
361.036000	1.836120	choice_computer	1.836120	2	high	0	2
366.299000	1.000000	outcome_computer_defect	1.836120	2	high	0	2
370.505000	2.425470	choice_friend	2.425470	2	high	0	2
378.769000	1.000000	outcome_friend_recip	2.425470	2	high	0	2
384.763000	1.978520	choice_computer	1.978520	2	high	0	2
391.528000	1.000000	outcome_computer_recip	1.978520	2	high	0	2
397.723000	1.695590	choice_friend	1.695590	8	high	0	8
405.986000	1.000000	outcome_friend_recip	1.695590	8	high	0	8
412.196000	1.417940	choice_stranger	1.417940	8	high	2	8
417.459000	1.000000	outcome_stranger_recip	1.417940	8	high	2	8
421.670000	1.468380	choice_friend	1.468380	4	high	0	4
429.931000	1.000000	outcome_friend_defect	1.468380	4	high	0	4
