onset	duration	trial_type	response_time	Offer
4.008260	3.517400	event_accept_computer_unfair	1.100660	3
4.008260	33.500000	block_computer_unfair	n/a	n/a
8.282790	3.515960	event_accept_computer_unfair	1.079510	8
12.555700	3.516160	event_accept_computer_unfair	1.026680	4
16.829600	3.515860	event_accept_computer_unfair	1.023060	5
21.102500	3.516310	event_accept_computer_unfair	1.020010	4
25.376100	3.517210	event_accept_computer_unfair	1.016900	3
29.650600	3.515620	event_accept_computer_unfair	1.029060	3
33.923600	3.516180	event_reject_computer_unfair	1.026370	2
47.448800	3.513710	event_accept_outgroup_fair	1.030020	9
47.448800	33.500000	block_outgroup_fair	n/a	n/a
51.721200	3.516040	event_accept_outgroup_fair	1.026210	10
55.995300	3.516580	event_accept_outgroup_fair	1.022650	8
60.269100	3.517230	event_accept_outgroup_fair	1.018910	8
64.544300	3.517060	event_accept_outgroup_fair	1.030770	5
68.818800	3.516720	event_accept_outgroup_fair	1.026430	10
73.093700	3.517070	event_accept_outgroup_fair	1.021610	10
77.368600	3.517080	event_reject_outgroup_fair	1.016780	2
90.894200	3.516170	event_accept_ingroup_fair	1.019600	10
90.894200	33.500000	block_ingroup_fair	n/a	n/a
95.167800	3.517120	event_accept_ingroup_fair	1.032460	8
99.443300	3.516700	event_accept_ingroup_fair	1.027260	8
103.717000	3.515690	event_accept_ingroup_fair	1.107460	3
107.990000	3.516560	event_accept_ingroup_fair	1.020350	9
112.265000	3.516550	event_accept_ingroup_fair	1.032660	8
116.539000	3.515890	event_accept_ingroup_fair	1.029130	5
120.813000	3.515610	event_accept_ingroup_fair	1.025310	9
136.337000	3.517200	event_accept_computer_fair	1.230620	9
136.337000	33.500000	block_computer_fair	n/a	n/a
140.612000	3.516440	event_accept_computer_fair	1.292730	5
144.886000	3.516420	event_accept_computer_fair	1.021220	9
149.161000	3.515570	event_accept_computer_fair	1.017160	7
153.434000	3.516030	event_accept_computer_fair	1.031150	7
157.708000	3.516580	event_accept_computer_fair	1.027320	7
161.982000	3.516090	event_accept_computer_fair	1.023670	10
166.255000	3.516080	event_reject_computer_fair	1.020500	1
177.780000	3.516520	event_reject_outgroup_unfair	1.855840	2
177.780000	33.500000	block_outgroup_unfair	n/a	n/a
182.055000	3.517600	event_accept_outgroup_unfair	1.032720	5
186.331000	3.516460	event_accept_outgroup_unfair	1.027260	4
190.605000	3.517280	event_reject_outgroup_unfair	1.157070	2
194.880000	3.516150	event_accept_outgroup_unfair	1.018520	4
199.154000	3.515420	event_accept_outgroup_unfair	1.031170	3
203.428000	3.516930	event_accept_outgroup_unfair	1.027680	7
207.703000	3.516460	event_accept_outgroup_unfair	1.023090	4
219.228000	3.516550	event_accept_ingroup_fair	1.040880	5
219.228000	33.500000	block_ingroup_fair	n/a	n/a
223.503000	3.516920	event_accept_ingroup_fair	1.019750	9
227.777000	3.515860	event_accept_ingroup_fair	1.032120	9
232.050000	3.515850	event_accept_ingroup_fair	1.029260	9
236.324000	3.517500	event_accept_ingroup_fair	1.025810	3
240.599000	3.515640	event_accept_ingroup_fair	1.021220	7
244.872000	3.516390	event_accept_ingroup_fair	1.017300	7
249.147000	3.517200	event_accept_ingroup_fair	1.029800	10
264.671000	3.516150	event_accept_ingroup_unfair	1.034940	4
264.671000	33.500000	block_ingroup_unfair	n/a	n/a
268.945000	3.516650	event_accept_ingroup_unfair	1.298660	3
273.220000	3.516940	event_accept_ingroup_unfair	1.026570	4
277.494000	3.516360	event_accept_ingroup_unfair	1.022710	4
281.769000	3.516070	event_accept_ingroup_unfair	1.017690	4
286.043000	3.517020	event_accept_ingroup_unfair	1.030610	10
290.317000	3.516710	event_accept_ingroup_unfair	1.026740	5
294.592000	3.516990	event_accept_ingroup_unfair	1.689720	2
310.118000	3.516070	event_accept_outgroup_fair	1.259190	10
310.118000	33.500000	block_outgroup_fair	n/a	n/a
314.393000	3.516310	event_accept_outgroup_fair	1.020160	6
318.667000	3.516320	event_accept_outgroup_fair	1.033100	8
322.942000	3.517370	event_accept_outgroup_fair	1.027890	8
327.217000	3.517170	event_accept_outgroup_fair	1.023470	10
331.492000	3.515790	event_accept_outgroup_fair	1.019220	1
335.766000	3.517060	event_accept_outgroup_fair	1.031920	10
340.040000	3.517630	event_accept_outgroup_fair	1.027660	9
353.566000	3.515790	event_reject_outgroup_unfair	1.714250	1
353.566000	33.500000	block_outgroup_unfair	n/a	n/a
357.839000	3.517200	event_accept_outgroup_unfair	1.026520	3
362.114000	3.517740	event_reject_outgroup_unfair	1.021960	1
366.390000	3.516540	event_accept_outgroup_unfair	1.032880	3
370.665000	3.516340	event_accept_outgroup_unfair	1.028850	5
374.938000	3.515840	event_accept_outgroup_unfair	1.024750	4
379.212000	3.516600	event_accept_outgroup_unfair	1.021380	4
383.488000	3.516780	event_accept_outgroup_unfair	1.032800	8
