onset	duration	trial_type	response_time	Offer
4.009860	3.517010	event_accept_ingroup_unfair	2.910890	1
4.009860	33.500000	block_ingroup_unfair	n/a	n/a
8.284880	3.517300	event_reject_ingroup_unfair	1.671380	1
12.559500	3.516660	event_reject_ingroup_unfair	2.384330	1
16.833400	3.516530	event_accept_ingroup_unfair	1.279720	10
21.107500	3.516790	event_accept_ingroup_unfair	1.659610	1
25.381300	3.516600	event_accept_ingroup_unfair	1.105470	3
29.655400	3.516250	event_accept_ingroup_unfair	1.752180	1
33.929200	3.516530	event_accept_ingroup_unfair	1.031260	5
47.456200	3.516380	event_accept_outgroup_fair	1.032070	8
47.456200	33.500000	block_outgroup_fair	n/a	n/a
51.731400	3.517220	event_accept_outgroup_fair	1.026930	10
56.006800	3.516480	event_accept_outgroup_fair	1.188780	5
60.280800	3.516930	event_accept_outgroup_fair	1.034700	7
64.555300	3.516490	event_accept_outgroup_fair	1.030360	9
68.829300	3.516600	event_accept_outgroup_fair	1.026760	8
73.104200	3.515610	event_accept_outgroup_fair	1.022070	4
77.377700	3.516440	event_accept_outgroup_fair	1.018080	7
88.901800	3.516390	event_accept_outgroup_unfair	1.020400	4
88.901800	33.500000	block_outgroup_unfair	n/a	n/a
93.175100	3.516310	event_accept_outgroup_unfair	1.017400	3
97.449100	3.515610	event_accept_outgroup_unfair	1.030140	2
101.722000	3.517000	event_accept_outgroup_unfair	1.027180	7
105.997000	3.515640	event_accept_outgroup_unfair	1.022170	4
110.271000	3.515580	event_accept_outgroup_unfair	1.336290	6
114.544000	3.515740	event_reject_outgroup_unfair	2.000740	2
118.817000	3.516440	event_accept_outgroup_unfair	1.029360	4
134.342000	3.516030	event_accept_computer_unfair	1.968330	3
134.342000	33.500000	block_computer_unfair	n/a	n/a
138.615000	3.517240	event_reject_computer_unfair	1.281650	1
142.889000	3.518220	event_accept_computer_unfair	1.026930	3
147.165000	3.515790	event_accept_computer_unfair	1.756000	2
151.438000	3.516510	event_accept_computer_unfair	1.018520	9
155.713000	3.516520	event_accept_computer_unfair	1.030600	4
159.987000	3.515230	event_accept_computer_unfair	1.027030	6
164.259000	3.517360	event_accept_computer_unfair	1.291990	2
179.785000	3.516280	event_accept_ingroup_fair	1.078680	7
179.785000	33.500000	block_ingroup_fair	n/a	n/a
184.060000	3.516650	event_reject_ingroup_fair	2.090970	2
188.335000	3.515190	event_accept_ingroup_fair	1.020030	8
192.608000	3.517770	event_accept_ingroup_fair	1.032900	9
196.883000	3.517380	event_accept_ingroup_fair	1.027660	5
201.159000	3.516160	event_accept_ingroup_fair	1.022480	7
205.433000	3.515780	event_accept_ingroup_fair	1.018440	9
209.706000	3.516070	event_accept_ingroup_fair	1.032430	7
221.230000	3.517100	event_accept_computer_fair	1.234630	7
221.230000	33.500000	block_computer_fair	n/a	n/a
225.505000	3.516710	event_accept_computer_fair	1.029190	8
229.779000	3.516310	event_accept_computer_fair	1.025450	10
234.054000	3.516060	event_accept_computer_fair	1.021010	7
238.326000	3.516350	event_accept_computer_fair	1.019070	10
242.600000	3.515690	event_accept_computer_fair	1.031220	10
246.873000	3.517790	event_accept_computer_fair	1.028980	2
251.147000	3.516130	event_accept_computer_fair	1.024560	5
264.672000	3.516610	event_accept_ingroup_unfair	1.661470	3
264.672000	33.500000	block_ingroup_unfair	n/a	n/a
268.947000	3.517020	event_accept_ingroup_unfair	1.022450	4
273.222000	3.516260	event_accept_ingroup_unfair	1.017480	8
277.496000	3.516780	event_accept_ingroup_unfair	1.364430	2
281.771000	3.516370	event_accept_ingroup_unfair	1.026190	5
286.045000	3.516450	event_reject_ingroup_unfair	1.022470	1
290.318000	3.515790	event_accept_ingroup_unfair	1.019280	3
294.592000	3.516730	event_accept_ingroup_unfair	1.165960	3
308.116000	3.516420	event_accept_computer_unfair	1.019180	7
308.116000	33.500000	block_computer_unfair	n/a	n/a
312.391000	3.517050	event_accept_computer_unfair	1.031510	5
316.665000	3.516260	event_accept_computer_unfair	1.027890	4
320.938000	3.516580	event_accept_computer_unfair	1.024630	3
325.212000	3.517820	event_reject_computer_unfair	1.020850	1
329.487000	3.515920	event_accept_computer_unfair	1.033110	3
333.760000	3.516350	event_accept_computer_unfair	1.263530	4
338.034000	3.515890	event_reject_computer_unfair	1.226360	1
349.558000	3.516460	event_accept_computer_fair	1.045410	10
349.558000	33.500000	block_computer_fair	n/a	n/a
353.832000	3.516640	event_accept_computer_fair	1.024480	10
358.107000	3.516700	event_accept_computer_fair	1.019950	10
362.380000	3.514990	event_accept_computer_fair	1.033060	2
366.653000	3.515190	event_accept_computer_fair	1.031180	7
370.925000	3.516660	event_accept_computer_fair	1.029060	7
375.198000	3.515620	event_accept_computer_fair	1.025690	5
379.471000	3.516490	event_accept_computer_fair	1.023320	9
