onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.250340	1.815050	choice_friend	1.815050	2	high	0	2
11.015200	1.000000	outcome_friend_defect	1.815050	2	high	0	2
15.187500	1.803370	choice_friend	1.803370	2	high	0	2
20.451300	1.000000	outcome_friend_recip	1.803370	2	high	0	2
24.712400	1.635970	choice_stranger	1.635970	4	high	2	4
31.476300	1.000000	outcome_stranger_recip	1.635970	4	high	2	4
37.731600	1.627600	choice_friend	1.627600	4	high	0	4
45.992500	1.000000	outcome_friend_defect	1.627600	4	high	0	4
54.222600	1.483180	choice_friend	1.483180	8	high	2	8
60.985000	1.000000	outcome_friend_recip	1.483180	8	high	2	8
67.004400	1.612130	choice_computer	1.612130	4	high	0	4
72.267600	1.000000	outcome_computer_defect	1.612130	4	high	0	4
80.264200	1.646410	choice_computer	1.646410	4	low	4	8
88.513500	1.000000	outcome_computer_defect	1.646410	4	low	4	8
94.747200	1.675380	choice_friend	1.675380	4	high	2	4
100.009000	1.000000	outcome_friend_defect	1.675380	4	high	2	4
104.232000	1.447900	choice_stranger	1.447900	8	high	0	8
109.494000	1.000000	outcome_stranger_defect	1.447900	8	high	0	8
119.491000	1.551480	choice_computer	1.551480	8	high	0	8
124.757000	1.000000	outcome_computer_recip	1.551480	8	high	0	8
128.757000	1.826110	choice_computer	1.826110	8	high	2	8
134.007000	1.000000	outcome_computer_recip	1.826110	8	high	2	8
138.077000	1.664280	choice_computer	1.664280	4	high	2	4
143.339000	1.000000	outcome_computer_defect	1.664280	4	high	2	4
153.337000	1.500220	choice_computer	1.500220	4	high	0	4
160.101000	1.000000	outcome_computer_recip	1.500220	4	high	0	4
164.335000	1.761410	choice_stranger	1.761410	2	high	0	2
172.599000	1.000000	outcome_stranger_defect	1.761410	2	high	0	2
176.832000	1.474390	choice_friend	1.474390	8	high	2	8
183.594000	1.000000	outcome_friend_defect	1.474390	8	high	2	8
189.595000	1.754970	choice_computer	1.754970	8	high	4	8
194.860000	1.000000	outcome_computer_recip	1.754970	8	high	4	8
201.102000	1.774920	choice_stranger	1.774920	8	high	4	8
209.366000	1.000000	outcome_stranger_recip	1.774920	8	high	4	8
213.619000	1.784880	choice_stranger	1.784880	4	high	0	4
218.881000	1.000000	outcome_stranger_defect	1.784880	4	high	0	4
227.106000	1.492110	choice_friend	1.492110	8	high	0	8
232.367000	1.000000	outcome_friend_defect	1.492110	8	high	0	8
236.613000	1.409220	choice_stranger	1.409220	8	high	2	8
241.876000	1.000000	outcome_stranger_defect	1.409220	8	high	2	8
245.871000	1.408090	choice_computer	1.408090	8	high	2	8
251.133000	1.000000	outcome_computer_defect	1.408090	8	high	2	8
255.361000	1.660330	choice_friend	1.660330	8	high	0	8
260.623000	1.000000	outcome_friend_recip	1.660330	8	high	0	8
268.631000	1.800730	choice_computer	1.800730	2	high	0	2
273.895000	1.000000	outcome_computer_defect	1.800730	2	high	0	2
277.896000	1.710320	choice_computer	1.710320	2	high	0	2
284.660000	1.000000	outcome_computer_recip	1.710320	2	high	0	2
292.656000	1.545020	choice_computer	1.545020	4	high	2	4
297.906000	1.000000	outcome_computer_recip	1.545020	4	high	2	4
302.173000	1.402680	choice_friend	1.402680	8	high	4	8
307.436000	1.000000	outcome_friend_defect	1.402680	8	high	4	8
311.439000	1.478350	choice_computer	1.478350	8	high	0	8
316.702000	1.000000	outcome_computer_defect	1.478350	8	high	0	8
322.919000	1.641200	choice_stranger	1.641200	4	high	0	4
329.682000	1.000000	outcome_stranger_recip	1.641200	4	high	0	4
335.896000	1.807340	choice_friend	1.807340	8	high	4	8
342.659000	1.000000	outcome_friend_recip	1.807340	8	high	4	8
346.904000	1.509010	choice_friend	1.509010	4	high	0	4
355.154000	1.000000	outcome_friend_recip	1.509010	4	high	0	4
361.417000	1.541180	choice_stranger	1.541180	8	high	4	8
366.679000	1.000000	outcome_stranger_defect	1.541180	8	high	4	8
370.901000	1.731700	choice_friend	1.731700	4	high	2	4
377.664000	1.000000	outcome_friend_recip	1.731700	4	high	2	4
383.890000	1.536860	choice_stranger	1.536860	8	high	0	8
389.154000	1.000000	outcome_stranger_recip	1.536860	8	high	0	8
395.373000	1.679510	choice_stranger	1.679510	8	high	2	8
400.623000	1.000000	outcome_stranger_recip	1.679510	8	high	2	8
404.812000	1.615390	choice_stranger	1.615390	4	high	2	4
411.574000	1.000000	outcome_stranger_defect	1.615390	4	high	2	4
421.817000	1.790790	choice_stranger	1.790790	2	high	0	2
430.081000	1.000000	outcome_stranger_recip	1.790790	2	high	0	2
