TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,1,2,8,3.500000e+00,2,1.0,0.0,4.07724,999.0,999.0,7.08891,999.0,0.0,0.0,7.10865,12.3231,999.0,999.0,994.923,14.355,16.3391
2,2,0,2,2,2,3.500000e+00,4,1.0,1.0,16.6413,3.0,4,18.6296,high,1.98831,1.01169,19.1699,24.8868,24.9039,26.9184,10.2772,26.9188,28.903
3,3,1,3,2,0,3.500000e+00,4,1.0,2.0,29.1951,3.0,4,30.6032,high,1.40805,1.59195,31.1395,37.4352,37.4549,39.4666,10.2715,39.467,41.4512
4,4,0,3,6,2,5.000000e-01,0,1.0,3.0,41.7008,2.0,2,43.3593,high,1.65851,1.34149,43.891,46.9518,46.9678,48.9833,7.28248,48.9837,54.9526
5,5,0,1,2,4,2,2,1.0,4.0,54.9838,3.0,2,57.3811,low,2.39724,0.60276,57.9234,61.7346,61.7524,63.7661,8.78227,63.7664,65.7351
6,6,0,3,2,8,5.000000e-01,4,1.0,5.0,65.9925,3.0,4,68.0222,low,2.02974,0.970264,68.5651,71.2356,71.2513,73.2671,7.27464,73.2674,75.2517
7,7,1,2,2,8,3.500000e+00,0,1.0,6.0,75.483,2.0,8,78.0309,high,2.54793,0.452071,78.5669,83.737,83.7552,85.7684,10.2855,85.7688,87.7374
8,8,1,3,6,2,5.000000e-01,8,1.0,7.0,88.0262,3.0,8,89.7545,high,1.72829,1.27171,90.2884,93.2849,93.3023,95.3163,7.29011,95.3167,101.286
9,9,1,1,2,2,5.000000e-01,0,1.0,8.0,101.309,2.0,2,102.844,high,1.53475,1.46525,103.382,106.568,106.588,108.599,7.29,108.599,110.568
10,10,1,1,8,8,5.000000e-01,2,1.0,9.0,110.588,2.0,8,112.086,high,1.49812,1.50188,112.632,115.834,115.834,117.85,7.26197,117.85,125.851
11,11,1,3,4,4,2,8,1.0,10.0,126.15,3.0,8,127.64,high,1.49007,1.50993,128.182,132.914,132.932,134.946,8.79548,134.946,138.899
12,12,1,1,2,8,2,0,1.0,11.0,138.933,2.0,8,140.546,high,1.61345,1.38655,141.089,145.697,145.721,147.728,8.79535,147.729,149.697
13,13,1,1,2,4,3.500000e+00,0,1.0,12.0,149.709,3.0,0,151.171,low,1.46277,1.53723,151.715,157.964,157.964,159.979,10.2708,159.98,161.964
14,14,1,3,4,8,5.000000e-01,0,1.0,13.0,162.246,2.0,8,163.794,high,1.54747,1.45253,164.326,167.48,167.498,169.512,7.26557,169.512,173.497
15,15,1,1,2,2,2,4,1.0,14.0,173.53,3.0,4,175.052,high,1.52213,1.47787,175.592,180.294,180.314,182.326,8.79534,182.326,184.295
16,16,1,2,4,2,5.000000e-01,8,1.0,15.0,184.539,3.0,8,186.092,high,1.55363,1.44637,186.624,189.795,189.813,191.827,7.28812,191.827,195.796
17,17,0,1,2,2,2,0,1.0,16.0,195.821,3.0,0,197.233,low,1.41159,1.58841,197.766,202.578,202.578,204.594,8.77234,204.594,206.578
18,18,0,3,2,8,2,0,1.0,17.0,206.825,2.0,8,208.341,high,1.51605,1.48395,208.877,213.579,213.596,215.611,8.78552,215.611,217.579
19,19,1,2,4,8,2,4,1.0,18.0,217.842,2.0,8,219.082,high,1.2395,1.7605,219.613,224.596,224.615,226.627,8.78486,226.628,230.596
20,20,1,3,4,2,5.000000e-01,0,1.0,19.0,230.891,3.0,0,232.804,low,1.91286,1.08714,233.348,236.144,236.144,238.16,7.26867,238.16,242.145
21,21,0,1,2,4,2,0,1.0,20.0,242.167,3.0,0,244.311,low,2.1431,0.856904,244.85,248.926,248.927,250.942,8.77485,250.943,252.927
22,22,0,3,2,4,5.000000e-01,2,1.0,21.0,253.175,2.0,4,255.552,high,2.37683,0.623171,256.085,258.428,258.444,260.459,7.28416,260.459,262.428
23,23,0,2,4,4,5.000000e-01,8,1.0,22.0,262.667,3.0,8,264.361,high,1.69397,1.30603,264.899,267.929,267.946,269.96,7.29288,269.96,273.929
24,24,0,2,4,2,3.500000e+00,0,1.0,23.0,274.222,3.0,0,275.885,low,1.66268,1.33732,276.431,282.477,282.477,284.493,10.2706,284.493,288.478
