TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,0,1,3,2,0.750000,1,1.0,0.0,4.00633,2.0,1.06264,5.06897,7.53454,3.52885,7.53535,8.30022
2,0,2,2,2,0.750000,1,1.0,1.0,8.30334,2.0,1.02855,9.3319,11.8162,3.51335,11.8168,12.5819
3,0,3,2,2,0.750000,1,1.0,2.0,12.585,2.0,1.02667,13.6116,16.0979,3.51343,16.0985,16.8636
4,0,4,2,2,0.750000,1,1.0,3.0,16.8666,2.0,1.02476,17.8914,20.3797,3.51348,20.3802,21.1454
5,0,5,6,2,0.750000,1,1.0,4.0,21.1484,3.0,1.10631,22.2547,24.6614,3.51345,24.662,25.4271
6,0,6,3,2,0.750000,1,1.0,5.0,25.4301,2.0,1.02102,26.4511,28.9431,3.51344,28.9437,29.7088
7,0,7,9,2,0.750000,1,1.0,6.0,29.712,3.0,1.0189,30.7309,33.2248,3.51323,33.2254,33.9905
8,0,8,3,2,8,1,1.0,7.0,33.9937,2.0,1.01718,35.0108,37.5221,3.52892,37.5227,45.5386
9,1,9,8,3,0.750000,2,1.0,8.0,45.5427,3.0,1.02512,46.5678,49.0546,3.51234,49.0552,49.8203
10,1,10,9,3,0.750000,2,1.0,9.0,49.8237,3.0,1.02401,50.8477,53.3363,3.51309,53.3369,54.102
11,1,11,2,3,0.750000,2,1.0,10.0,54.1051,2.0,1.02247,55.1276,57.6178,3.51334,57.6186,58.3837
12,1,12,5,3,0.750000,2,1.0,11.0,58.3867,2.0,1.53702,59.9238,61.8997,3.51341,61.9003,62.6654
13,1,13,7,3,0.750000,2,1.0,12.0,62.6688,3.0,1.71802,64.3868,66.1971,3.52887,66.1978,66.9627
14,1,14,7,3,0.750000,2,1.0,13.0,66.9661,3.0,1.01752,67.9836,70.4942,3.52863,70.4948,71.2601
15,1,15,7,3,0.750000,2,1.0,14.0,71.2632,3.0,1.01684,72.2801,74.7917,3.52891,74.7923,75.5574
16,1,16,7,3,10,2,1.0,15.0,75.5605,3.0,1.03296,76.5934,79.089,3.52903,79.0896,89.1057
17,0,17,2,3,0.750000,3,1.0,16.0,89.1088,2.0,1.15711,90.2659,92.6374,3.52945,92.6385,93.4031
18,0,18,2,3,0.750000,3,1.0,17.0,93.4062,2.0,1.02236,94.4285,96.9191,3.51334,96.9197,97.6848
19,0,19,4,3,0.750000,3,1.0,18.0,97.6878,2.0,1.02051,98.7083,101.201,3.51345,101.201,101.966
20,0,20,3,3,0.750000,3,1.0,19.0,101.97,2.0,1.01843,102.988,105.482,3.51308,105.483,106.248
21,0,21,1,3,0.750000,3,1.0,20.0,106.251,2.0,1.01688,107.268,109.78,3.52901,109.78,110.546
22,0,22,7,3,0.750000,3,1.0,21.0,110.549,2.0,1.03259,111.581,114.077,3.529,114.078,114.843
23,0,23,5,3,0.750000,3,1.0,22.0,114.846,2.0,1.03169,115.878,118.374,3.52903,118.375,119.14
24,0,24,3,3,8,3,1.0,23.0,119.143,2.0,1.03069,120.174,122.672,3.52894,122.672,130.688
25,0,25,8,1,0.750000,4,1.0,24.0,130.692,3.0,1.02261,131.715,134.204,3.51264,134.205,134.97
26,0,26,4,1,0.750000,4,1.0,25.0,134.973,2.0,1.0213,135.994,138.486,3.51341,138.487,139.252
27,0,27,6,1,0.750000,4,1.0,26.0,139.255,3.0,1.85241,141.107,142.768,3.51347,142.768,143.533
28,0,28,4,1,0.750000,4,1.0,27.0,143.536,2.0,1.01776,144.554,147.065,3.52906,147.066,147.831
29,0,29,3,1,0.750000,4,1.0,28.0,147.834,2.0,1.01714,148.851,151.362,3.5293,151.363,152.128
30,0,30,2,1,0.750000,4,1.0,29.0,152.131,2.0,1.03297,153.164,155.66,3.52929,155.66,156.425
31,0,31,3,1,0.750000,4,1.0,30.0,156.428,2.0,1.03196,157.46,159.957,3.52925,159.958,160.723
32,0,32,1,1,12,4,1.0,31.0,160.726,2.0,1.03098,161.757,164.254,3.52922,164.255,176.271
33,1,33,7,1,0.750000,5,1.0,32.0,176.274,3.0,1.10319,177.378,179.787,3.51344,179.788,180.553
34,1,34,7,1,0.750000,5,1.0,33.0,180.556,3.0,1.01772,181.574,184.084,3.52907,184.085,184.85
35,1,35,9,1,0.750000,5,1.0,34.0,184.853,3.0,1.01746,185.871,188.382,3.52928,188.383,189.148
36,1,36,7,1,0.750000,5,1.0,35.0,189.151,3.0,1.03296,190.183,192.679,3.52926,192.68,193.445
37,1,37,2,1,0.750000,5,1.0,36.0,193.448,2.0,1.03206,194.48,196.977,3.5293,196.977,197.742
38,1,38,5,1,0.750000,5,1.0,37.0,197.745,3.0,1.031,198.776,201.274,3.52925,201.275,202.04
39,1,39,8,1,0.750000,5,1.0,38.0,202.042,3.0,1.03011,203.073,205.556,3.51366,205.556,206.321
40,1,40,8,1,8,5,1.0,39.0,206.324,3.0,1.02821,207.352,209.837,3.51364,209.838,217.854
41,0,41,3,2,0.750000,6,1.0,40.0,217.858,2.0,1.01813,218.876,221.37,3.51233,221.371,222.136
42,0,42,3,2,0.750000,6,1.0,41.0,222.139,2.0,1.0174,223.156,225.667,3.52861,225.668,226.433
43,0,43,7,2,0.750000,6,1.0,42.0,226.436,3.0,1.01691,227.453,229.965,3.5292,229.965,230.73
44,0,44,1,2,0.750000,6,1.0,43.0,230.733,2.0,1.03246,231.766,234.262,3.52909,234.263,235.028
45,0,45,4,2,0.750000,6,1.0,44.0,235.031,2.0,1.03225,236.063,238.559,3.52887,238.56,239.325
46,0,46,6,2,0.750000,6,1.0,45.0,239.328,3.0,1.03068,240.359,242.857,3.52902,242.857,243.622
47,0,47,2,2,0.750000,6,1.0,46.0,243.625,2.0,1.02979,244.655,247.138,3.51351,247.139,247.904
48,0,48,4,2,10,6,1.0,47.0,247.907,2.0,1.028,248.935,251.42,3.51337,251.421,261.437
49,0,49,2,1,0.750000,7,1.0,48.0,261.44,2.0,1.0169,262.457,264.968,3.52822,264.969,265.734
50,0,50,10,1,0.750000,7,1.0,49.0,265.737,3.0,1.01709,266.754,269.266,3.52921,269.266,270.031
51,0,51,2,1,0.750000,7,1.0,50.0,270.034,2.0,1.03296,271.067,273.563,3.52926,273.564,274.329
52,0,52,6,1,0.750000,7,1.0,51.0,274.331,3.0,1.03188,275.363,277.86,3.52925,277.861,278.626
53,0,53,1,1,0.750000,7,1.0,52.0,278.629,2.0,1.03087,279.66,282.158,3.52926,282.158,282.923
54,0,54,4,1,0.750000,7,1.0,53.0,282.926,2.0,1.03007,283.956,286.439,3.51365,286.44,287.205
55,0,55,4,1,0.750000,7,1.0,54.0,287.208,2.0,1.0281,288.236,290.721,3.51368,290.722,291.487
56,0,56,1,1,10,7,1.0,55.0,291.49,2.0,1.02617,292.516,295.003,3.51364,295.003,305.019
57,1,57,2,1,0.750000,8,1.0,56.0,305.022,2.0,1.03302,306.055,308.551,3.52927,308.552,309.317
58,1,58,8,1,0.750000,8,1.0,57.0,309.32,3.0,1.03154,310.351,312.848,3.5293,312.849,313.614
59,1,59,9,1,0.750000,8,1.0,58.0,313.617,3.0,1.03065,314.648,317.146,3.52926,317.146,317.911
60,1,60,8,1,0.750000,8,1.0,59.0,317.914,3.0,1.02981,318.944,321.427,3.51362,321.428,322.193
61,1,61,9,1,0.750000,8,1.0,60.0,322.196,3.0,1.02798,323.224,325.709,3.51363,325.71,326.475
62,1,62,5,1,0.750000,8,1.0,61.0,326.478,2.0,1.02618,327.504,329.991,3.51363,329.991,330.757
63,1,63,7,1,0.750000,8,1.0,62.0,330.759,3.0,1.02434,331.784,334.273,3.51363,334.273,335.038
64,1,64,8,1,12,8,1.0,63.0,335.041,3.0,1.02227,336.063,338.554,3.51362,338.555,350.571
65,1,65,8,2,0.750000,9,1.0,64.0,350.575,3.0,1.05894,351.634,354.087,3.51246,354.088,354.853
66,1,66,4,2,0.750000,9,1.0,65.0,354.856,2.0,1.02435,355.881,358.369,3.51317,358.369,359.134
67,1,67,9,2,0.750000,9,1.0,66.0,359.14,3.0,1.02082,360.16,362.651,3.51149,362.651,363.416
