TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,1,2,8,2,4,1.0,0.0,4.03736,2.0,8,6.03958,high,2.00222,0.997775,6.5898,10.7861,10.8135,12.8175,8.78014,12.8181,14.7865
2,2,1,1,2,0,5.000000e-01,2,1.0,1.0,14.8171,3.0,2,17.2304,high,2.41325,0.586752,17.7777,20.0683,20.0949,22.0997,7.28261,22.1002,24.0687
3,3,0,2,4,8,2,2,1.0,2.0,24.3896,2.0,8,26.4064,high,2.01676,0.983243,26.949,31.1476,31.1735,33.179,8.78938,33.1794,37.1483
4,4,0,2,6,2,3.500000e+00,0,1.0,3.0,37.4097,2.0,2,39.7287,high,2.31904,0.680958,40.2614,45.6647,45.665,47.6806,10.2709,47.681,53.6656
5,5,0,3,2,0,5.000000e-01,4,1.0,4.0,53.942,3.0,4,56.3482,high,2.40628,0.593723,56.8877,59.1976,59.2154,61.229,7.28707,61.2294,63.198
6,6,1,1,4,4,2,2,1.0,5.0,63.2328,2.0,4,65.0242,high,1.7914,1.2086,65.5598,69.9956,70.0166,72.0271,8.79427,72.0274,75.9963
7,7,0,2,2,8,5.000000e-01,0,1.0,6.0,76.2696,3.0,0,78.3305,low,2.06093,0.93907,78.8739,81.5281,81.5283,83.5439,7.27434,83.5443,85.5285
8,8,1,3,8,8,5.000000e-01,4,1.0,7.0,85.7818,2.0,8,87.8219,high,2.0401,0.959896,88.3588,91.0448,91.0636,93.0762,7.29437,93.0766,101.046
9,9,0,1,2,0,2,4,1.0,8.0,101.071,3.0,4,103.359,high,2.2882,0.711804,103.892,107.828,107.847,109.859,8.78834,109.86,111.828
10,10,0,3,2,0,5.000000e-01,8,1.0,9.0,112.05,3.0,8,114.101,high,2.05116,0.948843,114.644,117.313,117.33,119.345,7.29481,119.345,121.298
11,11,0,3,2,2,2,4,1.0,10.0,121.513,3.0,4,123.592,high,2.07989,0.920111,124.128,128.267,128.268,130.283,8.77075,130.284,132.268
12,12,0,3,8,8,3.500000e+00,2,1.0,11.0,132.494,2.0,8,134.684,high,2.18988,0.810116,135.224,140.753,140.753,142.769,10.2752,142.769,150.754
13,13,0,1,2,0,5.000000e-01,2,1.0,12.0,150.78,2.0,0,153.102,low,2.32183,0.678175,153.647,156.036,156.036,158.052,7.27204,158.052,160.036
14,14,0,1,2,2,5.000000e-01,4,1.0,13.0,160.058,3.0,4,162.278,high,2.2201,0.779903,162.821,165.318,165.338,167.35,7.29181,167.35,169.319
15,15,1,2,2,4,2,0,1.0,14.0,169.6,2.0,4,171.553,high,1.95347,1.04653,172.087,176.351,176.369,178.382,8.78268,178.383,180.351
16,16,0,2,6,4,3.500000e+00,8,1.0,15.0,180.565,3.0,8,182.428,high,1.86231,1.13769,182.963,188.821,188.838,190.852,10.2869,190.853,196.822
17,17,0,3,2,4,5.000000e-01,8,1.0,16.0,197.075,3.0,8,198.881,high,1.8054,1.1946,199.419,202.338,202.356,204.369,7.29396,204.37,206.338
18,18,0,1,4,8,5.000000e-01,0,1.0,17.0,206.37,2.0,8,208.356,high,1.98661,1.01339,208.887,211.62,211.638,213.652,7.28186,213.652,217.621
19,19,0,3,6,0,3.500000e+00,2,1.0,18.0,217.869,2.0,0,219.847,low,1.97861,1.02139,220.389,226.122,226.122,228.137,10.269,228.138,234.123
20,20,1,1,6,8,5.000000e-01,2,1.0,19.0,234.148,2.0,8,236.45,high,2.30181,0.698191,236.985,239.404,239.425,241.436,7.28777,241.436,247.405
21,21,1,3,2,0,5.000000e-01,2,1.0,20.0,247.687,2.0,0,250.006,low,2.31839,0.68161,250.548,252.937,252.937,254.953,7.26565,254.953,256.937
22,22,0,2,6,4,2,0,1.0,21.0,257.159,2.0,4,260.114,high,2.955,0.0450016,260.659,263.907,263.924,265.938,8.7794,265.939,271.908
23,23,1,1,4,8,2,4,1.0,22.0,271.939,2.0,8,273.819,high,1.88025,1.11975,274.363,278.69,278.711,280.721,8.78216,280.722,284.69
24,24,1,2,4,0,2,2,1.0,23.0,284.92,3.0,2,287.491,high,2.57081,0.429185,288.036,291.676,291.694,293.707,8.78659,293.707,297.676
25,25,1,1,2,4,5.000000e-01,0,1.0,24.0,297.711,2.0,4,300.114,high,2.4036,0.596398,300.646,302.973,302.994,305.005,7.2943,305.005,306.974
26,26,1,2,4,4,5.000000e-01,2,1.0,25.0,307.195,2.0,4,309.373,high,2.17811,0.821888,309.913,312.459,312.477,314.49,7.29519,314.491,318.444
27,27,1,1,2,0,5.000000e-01,8,1.0,26.0,318.476,3.0,8,320.98,high,2.50476,0.495245,321.524,323.726,323.745,325.757,7.2816,325.758,327.726
28,28,1,2,2,8,3.500000e+00,4,1.0,27.0,327.953,2.0,8,329.891,high,1.9377,1.0623,330.431,336.212,336.23,338.243,10.2897,338.243,340.212
29,29,0,1,4,8,5.000000e-01,2,1.0,28.0,340.236,2.0,8,342.496,high,2.26007,0.739926,343.042,345.494,345.512,347.525,7.28902,347.526,351.494
30,30,1,3,2,4,5.000000e-01,2,1.0,29.0,351.742,2.0,4,354.053,high,2.31108,0.688924,354.591,356.995,357.014,359.026,7.28438,359.027,360.995
31,31,1,2,4,8,3.500000e+00,2,1.0,30.0,361.253,2.0,8,363.047,high,1.79422,1.20578,363.59,369.512,369.53,371.543,10.2909,371.544,375.513
32,32,0,2,8,2,5.000000e-01,4,1.0,31.0,375.778,3.0,4,377.7,high,1.92225,1.07775,378.233,381.029,381.046,383.06,7.28212,383.061,391.03
33,33,1,3,2,2,5.000000e-01,8,1.0,32.0,391.285,3.0,8,393.387,high,2.10258,0.89742,393.923,396.546,396.565,398.578,7.29292,398.578,400.547
34,34,1,2,4,8,2,0,1.0,33.0,400.777,2.0,8,403.296,high,2.51949,0.480506,403.83,407.532,407.55,409.563,8.78651,409.564,413.532
35,35,1,3,2,4,5.000000e-01,0,1.0,34.0,413.792,2.0,4,415.952,high,2.16092,0.839079,416.487,419.049,419.067,421.08,7.28846,421.08,423.049
36,36,1,3,4,8,5.000000e-01,0,1.0,35.0,423.261,2.0,8,425.395,high,2.13358,0.866416,425.926,428.518,428.519,430.534,7.27318,430.534,434.519
