TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,10,2,0.750000,1,1.0,0.0,4.01045,3.0,2.42815,6.4386,7.52262,3.51281,7.52343,8.28832
2,1,2,1,2,0.750000,1,1.0,1.0,8.29222,2.0,1.57679,9.86901,11.82,3.5282,11.8206,12.5857
3,1,3,5,2,0.750000,1,1.0,2.0,12.5892,3.0,1.42663,14.0158,16.1017,3.51292,16.1023,16.8674
4,1,4,8,2,0.750000,1,1.0,3.0,16.871,3.0,2.02388,18.8949,20.3834,3.51283,20.384,21.1491
5,1,5,8,2,0.750000,1,1.0,4.0,21.1528,3.0,1.27271,22.4255,24.6651,3.51276,24.6657,25.4308
6,1,6,8,2,0.750000,1,1.0,5.0,25.4355,3.0,1.76938,27.2049,28.9468,3.51175,28.9474,29.7125
7,1,7,8,2,0.750000,1,1.0,6.0,29.7163,3.0,1.23565,30.952,33.2441,3.52834,33.2448,34.0098
8,1,8,7,2,12,1,1.0,7.0,34.0135,3.0,1.18473,35.1982,37.5258,3.51279,37.5264,49.5427
9,1,9,2,1,0.750000,2,1.0,8.0,49.5465,2.0,1.7722,51.3187,53.0587,3.51273,53.0593,53.8245
10,1,10,6,1,0.750000,2,1.0,9.0,53.8275,3.0,2.03746,55.8649,57.3405,3.51347,57.3412,58.1062
11,1,11,7,1,0.750000,2,1.0,10.0,58.1091,2.0,2.45158,60.5606,61.6221,3.51354,61.6227,62.3878
12,1,12,9,1,0.750000,2,1.0,11.0,62.3907,3.0,2.8161,65.2068,65.9039,3.51363,65.9045,66.6696
13,1,13,9,1,0.750000,2,1.0,12.0,66.6724,3.0,1.88168,68.5541,70.1855,3.5136,70.1861,70.9513
14,1,14,7,1,0.750000,2,1.0,13.0,70.9541,3.0,2.11302,73.0672,74.4671,3.51344,74.4677,75.233
15,1,15,7,1,0.750000,2,1.0,14.0,75.2358,3.0,1.99584,77.2317,78.749,3.51362,78.7496,79.5147
16,1,16,9,1,8,2,1.0,15.0,79.5175,3.0,1.42665,80.9442,83.0307,3.51363,83.0313,91.0471
17,0,17,1,1,0.750000,3,1.0,16.0,91.0499,2.0,1.91746,92.9674,94.5632,3.51374,94.5638,95.3289
18,0,18,5,1,0.750000,3,1.0,17.0,95.3318,3.0,2.23202,97.5638,98.8449,3.51357,98.8455,99.6106
19,0,19,1,1,0.750000,3,1.0,18.0,99.6134,2.0,1.66406,101.277,103.127,3.51363,103.127,103.892
20,0,20,2,1,0.750000,3,1.0,19.0,103.895,2.0,1.57869,105.474,107.424,3.52927,107.425,108.19
21,0,21,8,1,0.750000,3,1.0,20.0,108.192,2.0,2.56028,110.753,111.706,3.51361,111.706,112.471
22,0,22,2,1,0.750000,3,1.0,21.0,112.474,2.0,2.14237,114.617,116.003,3.52921,116.004,116.769
23,0,23,2,1,0.750000,3,1.0,22.0,116.772,2.0,1.70842,118.48,120.285,3.51359,120.285,121.05
24,0,24,1,1,10,3,1.0,23.0,121.053,2.0,1.5734,122.627,124.566,3.51362,124.567,134.583
25,1,25,1,2,0.750000,4,1.0,24.0,134.588,2.0,1.36097,135.949,138.115,3.52736,138.115,138.88
26,1,26,7,2,0.750000,4,1.0,25.0,138.885,3.0,2.57566,141.461,142.396,3.51191,142.397,143.162
27,1,27,8,2,0.750000,4,1.0,26.0,143.166,3.0,1.62587,144.792,146.694,3.52851,146.694,147.459
