TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,0,1,4,2,0.750000,1,1.0,0.0,3.99612,2.0,1.15019,5.14631,7.50335,3.50787,7.50417,8.26776
2,0,2,2,2,0.750000,1,1.0,1.0,8.27135,2.0,1.02132,9.29267,11.7824,3.51154,11.783,12.5332
3,0,3,9,2,0.750000,1,1.0,2.0,12.5368,3.0,1.01896,13.5558,16.0486,3.51221,16.0492,16.8147
4,0,4,2,2,0.750000,1,1.0,3.0,16.8183,2.0,1.01741,17.8357,20.3314,3.51361,20.332,21.082
5,0,5,6,2,0.750000,1,1.0,4.0,21.0857,2.0,1.12993,22.2156,24.5963,3.51106,24.5969,25.3463
6,0,6,1,2,0.750000,1,1.0,5.0,25.3498,2.0,1.02888,26.3787,28.8685,3.51914,28.8691,29.6176
7,0,7,3,2,0.750000,1,1.0,6.0,29.621,2.0,1.02072,30.6417,33.1442,3.52365,33.1448,33.8834
8,0,8,4,2,12,1,1.0,7.0,33.8869,2.0,1.01806,34.905,37.4105,3.5241,37.4111,49.409
9,1,9,6,3,0.750000,2,1.0,8.0,49.4131,2.0,1.11253,50.5257,52.9287,3.51607,52.9294,53.6812
10,1,10,8,3,0.750000,2,1.0,9.0,53.6844,3.0,1.02093,54.7054,57.1914,3.50743,57.192,57.9317
11,1,11,10,3,0.750000,2,1.0,10.0,57.935,3.0,1.01689,58.9519,61.458,3.52352,61.4586,62.2076
12,1,12,7,3,0.750000,2,1.0,11.0,62.2108,3.0,1.02089,63.2316,65.7288,3.51853,65.7294,66.4816
13,1,13,7,3,0.750000,2,1.0,12.0,66.4847,3.0,1.02674,67.5115,69.9885,3.50421,69.9891,70.7291
14,1,14,3,3,0.750000,2,1.0,13.0,70.7323,2.0,1.02571,71.758,74.24,3.50817,74.2406,74.9899
15,1,15,7,3,0.750000,2,1.0,14.0,74.993,3.0,1.02816,76.0211,78.5053,3.51277,78.5059,79.2497
16,1,16,9,3,10,2,1.0,15.0,79.2529,3.0,1.03142,80.2843,82.7735,3.52107,82.7741,92.7762
17,1,17,9,1,0.750000,3,1.0,16.0,92.7796,3.0,1.22702,94.0066,96.2876,3.50847,96.2882,97.0379
18,1,18,3,1,0.750000,3,1.0,17.0,97.0408,2.0,1.02889,98.0697,100.552,3.51173,100.553,101.304
19,1,19,8,1,0.750000,3,1.0,18.0,101.307,3.0,1.02583,102.333,104.82,3.51385,104.821,105.586
20,1,20,5,1,0.750000,3,1.0,19.0,105.588,2.0,1.74064,107.329,109.118,3.52984,109.118,109.883
21,1,21,10,1,0.750000,3,1.0,20.0,109.885,3.0,1.02376,110.909,113.397,3.51253,113.398,114.164
22,1,22,9,1,0.750000,3,1.0,21.0,114.166,3.0,1.02251,115.189,117.676,3.50952,117.676,118.43
23,1,23,7,1,0.750000,3,1.0,22.0,118.432,3.0,1.01985,119.452,121.947,3.5154,121.948,122.704
24,1,24,8,1,8,3,1.0,23.0,122.706,3.0,1.02565,123.732,126.235,3.5287,126.235,134.247
25,0,25,2,3,0.750000,4,1.0,24.0,134.251,2.0,1.02176,135.272,137.762,3.51142,137.762,138.528
26,0,26,1,3,0.750000,4,1.0,25.0,138.531,2.0,1.02138,139.552,142.041,3.51046,142.041,142.781
27,0,27,3,3,0.750000,4,1.0,26.0,142.784,2.0,1.26439,144.049,146.309,3.52549,146.31,147.06
28,0,28,9,3,0.750000,4,1.0,27.0,147.063,3.0,1.03221,148.095,150.592,3.52902,150.592,151.355
29,0,29,4,3,0.750000,4,1.0,28.0,151.358,2.0,1.01673,152.375,154.874,3.5158,154.874,155.612
30,0,30,5,3,0.750000,4,1.0,29.0,155.615,2.0,1.02328,156.638,159.122,3.50776,159.123,159.872
31,0,31,2,3,0.750000,4,1.0,30.0,159.875,2.0,1.02644,160.901,163.389,3.51424,163.389,164.138
32,0,32,1,3,10,4,1.0,31.0,164.141,2.0,1.02326,165.165,167.67,3.52922,167.671,177.658
33,1,33,10,2,0.750000,5,1.0,32.0,177.662,3.0,1.30799,178.97,181.166,3.50459,181.167,181.923
34,1,34,9,2,0.750000,5,1.0,33.0,181.927,3.0,1.60614,183.533,185.44,3.51383,185.441,186.182
35,1,35,10,2,0.750000,5,1.0,34.0,186.186,3.0,1.02717,187.213,189.713,3.52727,189.713,190.472
36,1,36,6,2,0.750000,5,1.0,35.0,190.476,2.0,1.01712,191.493,193.989,3.51331,193.989,194.743
37,1,37,4,2,0.750000,5,1.0,36.0,194.747,2.0,1.02587,195.773,198.263,3.51677,198.264,199.022
38,1,38,10,2,0.750000,5,1.0,37.0,199.026,3.0,1.02669,200.053,202.539,3.51319,202.539,203.301
39,1,39,9,2,0.750000,5,1.0,38.0,203.305,3.0,1.02779,204.333,206.833,3.52914,206.834,207.572
40,1,40,10,2,12,5,1.0,39.0,207.575,3.0,1.02044,208.595,211.101,3.52631,211.102,223.119
41,0,41,3,3,0.750000,6,1.0,40.0,223.123,2.0,1.02635,224.149,226.633,3.51072,226.634,227.371
42,0,42,8,3,0.750000,6,1.0,41.0,227.375,3.0,1.03795,228.413,230.883,3.50853,230.883,231.632
43,0,43,2,3,0.750000,6,1.0,42.0,231.636,2.0,1.0234,232.659,235.152,3.51651,235.152,235.916
44,0,44,1,3,0.750000,6,1.0,43.0,235.919,2.0,1.01966,236.939,239.432,3.5131,239.432,240.199
45,0,45,4,3,0.750000,6,1.0,44.0,240.202,2.0,1.01664,241.219,243.728,3.52682,243.729,244.479
46,0,46,3,3,0.750000,6,1.0,45.0,244.482,2.0,1.09967,245.582,247.998,3.51653,247.999,248.761
47,0,47,3,3,0.750000,6,1.0,46.0,248.765,2.0,1.03029,249.795,252.293,3.52887,252.294,253.042
48,0,48,6,3,12,6,1.0,47.0,253.045,2.0,1.02956,254.075,256.546,3.5013,256.547,268.546
49,1,49,3,2,0.750000,7,1.0,48.0,268.55,2.0,1.36198,269.912,272.064,3.514,272.064,272.827
50,1,50,10,2,0.750000,7,1.0,49.0,272.83,3.0,2.47704,275.307,276.343,3.51318,276.344,277.094
51,1,51,8,2,0.750000,7,1.0,50.0,277.098,3.0,1.27419,278.372,280.614,3.5168,280.614,281.374
52,1,52,10,2,0.750000,7,1.0,51.0,281.378,3.0,1.02363,282.401,284.891,3.51311,284.891,285.628
53,1,53,6,2,0.750000,7,1.0,52.0,285.632,2.0,1.69915,287.331,289.157,3.52563,289.158,289.906
54,1,54,10,2,0.750000,7,1.0,53.0,289.91,3.0,1.01801,290.928,293.422,3.51298,293.423,294.171
55,1,55,7,2,0.750000,7,1.0,54.0,294.175,3.0,1.03281,295.208,297.693,3.51861,297.694,298.432
56,1,56,10,2,10,7,1.0,55.0,298.435,3.0,1.01868,299.454,301.945,3.51007,301.946,311.956
