TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,1,4,8,5.000000e-01,2,1.0,0.0,4.02699,2.0,8,5.26617,high,1.23918,1.76082,5.80469,9.28848,9.30202,11.3102,7.2832,11.3106,15.2773
2,2,1,1,4,4,5.000000e-01,8,1.0,1.0,15.2954,3.0,8,16.6924,high,1.39695,1.60305,17.2362,20.5442,20.5589,22.5676,7.27211,22.5678,26.5494
3,3,0,1,2,4,3.500000e+00,2,1.0,2.0,26.5594,3.0,2,28.1686,low,1.60913,1.39087,28.7094,34.8155,34.8289,36.8389,10.2794,36.8391,38.8091
4,4,0,2,2,2,5.000000e-01,4,1.0,3.0,39.0298,3.0,4,40.4956,high,1.46579,1.53421,41.0388,44.2864,44.2989,46.3082,7.27835,46.3085,48.2836
5,5,0,2,2,4,2,0,1.0,4.0,48.4992,2.0,4,50.0365,high,1.53727,1.46273,50.5729,55.2625,55.2627,57.2814,8.78218,57.2817,59.259
6,6,0,3,6,4,3.500000e+00,8,1.0,5.0,59.5093,3.0,8,60.8955,high,1.38621,1.61379,61.4354,67.7722,67.785,69.7976,10.2883,69.7979,75.7708
7,7,1,3,2,8,3.500000e+00,0,1.0,6.0,75.9994,2.0,8,77.4084,high,1.40906,1.59094,77.947,84.2521,84.2661,86.2745,10.2751,86.2748,88.2535
8,8,1,2,4,0,2,8,1.0,7.0,88.4768,3.0,8,90.0523,high,1.57555,1.42445,90.5861,95.229,95.2427,97.2539,8.77711,97.2541,101.232
9,9,1,2,2,8,5.000000e-01,2,1.0,8.0,101.453,2.0,8,102.663,high,1.21042,1.78958,103.207,106.71,106.71,108.725,7.27242,108.725,110.703
10,10,0,1,4,8,3.500000e+00,4,1.0,9.0,110.717,2.0,8,112.254,high,1.53748,1.46252,112.789,118.97,118.983,120.992,10.2751,120.992,124.972
11,11,1,2,8,2,2,4,1.0,10.0,125.221,3.0,4,126.633,high,1.41128,1.58872,127.165,131.981,131.995,134.002,8.781,134.003,141.986
12,12,1,3,4,4,2,0,1.0,11.0,142.227,2.0,4,143.563,high,1.33646,1.66354,144.099,148.978,148.992,151.001,8.77442,151.002,154.988
13,13,0,3,8,2,2,4,1.0,12.0,155.202,3.0,4,156.574,high,1.37218,1.62782,157.117,161.963,161.976,163.988,8.78605,163.988,171.966
14,14,0,3,6,0,5.000000e-01,2,1.0,13.0,172.183,3.0,2,173.455,high,1.27177,1.72823,173.99,177.439,177.439,179.445,7.26157,179.445,185.433
15,15,0,3,2,4,5.000000e-01,0,1.0,14.0,185.672,2.0,4,187.066,high,1.39343,1.60657,187.612,190.922,190.922,192.928,7.25615,192.929,194.923
16,16,1,1,4,4,5.000000e-01,2,1.0,15.0,194.937,2.0,4,196.407,high,1.46966,1.53034,196.943,200.189,200.205,202.213,7.2754,202.213,206.194
17,17,1,2,2,0,5.000000e-01,2,1.0,16.0,206.439,3.0,2,207.716,high,1.27653,1.72347,208.247,211.7,211.714,213.723,7.28341,213.723,215.694
18,18,0,2,4,8,5.000000e-01,4,1.0,17.0,215.913,2.0,8,217.307,high,1.39457,1.60543,217.842,221.173,221.186,223.191,7.27774,223.191,227.176
19,19,1,1,6,4,3.500000e+00,0,1.0,18.0,227.198,2.0,4,228.6,high,1.40201,1.59799,229.136,235.457,235.472,237.49,10.2923,237.49,243.453
20,20,0,2,2,8,5.000000e-01,2,1.0,19.0,243.689,2.0,8,244.897,high,1.20709,1.79291,245.438,248.955,248.967,250.979,7.28922,250.979,252.939
