TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,2,4,8,5.000000e-01,2,1.0,0.0,4.26064,2.0,8,5.63846,high,1.37782,1.62218,6.16964,9.49612,9.51562,11.5276,7.26696,11.5281,15.4968
2,2,0,2,2,4,5.000000e-01,8,1.0,1.0,15.7543,3.0,8,17.3954,high,1.64119,1.35881,17.9363,20.9974,21.0146,23.0288,7.27457,23.0292,24.9978
3,3,1,1,6,2,5.000000e-01,0,1.0,2.0,25.0306,2.0,2,27.1208,high,2.09023,0.909769,27.6555,30.2796,30.2991,32.3111,7.28049,32.3114,38.2648
4,4,1,3,4,2,5.000000e-01,8,1.0,3.0,38.5042,3.0,8,40.26,high,1.75585,1.24415,40.7978,43.7498,43.7686,45.7812,7.27705,45.7816,49.7504
5,5,1,2,6,8,5.000000e-01,0,1.0,4.0,50.0162,2.0,8,51.4008,high,1.3846,1.6154,51.9394,55.251,55.2701,57.2825,7.26626,57.2828,63.2519
6,6,1,2,4,2,2,0,1.0,5.0,63.4883,2.0,2,65.7891,high,2.30072,0.699284,66.3327,70.2372,70.2374,72.2374,8.74905,72.2377,76.2378
7,7,1,3,6,2,3.500000e+00,0,1.0,6.0,76.4683,2.0,2,78.0289,high,1.56066,1.43934,78.568,84.7075,84.7264,86.7389,10.2706,86.7393,92.7083
8,8,1,1,4,4,5.000000e-01,2,1.0,7.0,92.7399,2.0,4,94.9481,high,2.20824,0.791758,95.4915,97.99,98.0123,100.022,7.28168,100.022,103.975
9,9,1,1,4,0,2,8,1.0,8.0,103.999,3.0,8,105.69,high,1.69081,1.30919,106.227,110.741,110.742,112.742,8.74296,112.742,116.742
10,10,0,3,2,0,5.000000e-01,8,1.0,9.0,116.975,3.0,8,118.396,high,1.42081,1.57919,118.931,122.211,122.228,124.243,7.26798,124.243,126.212
11,11,1,1,4,4,3.500000e+00,0,1.0,10.0,126.244,2.0,4,127.505,high,1.26087,1.73913,128.042,134.478,134.498,136.51,10.2657,136.51,140.479
12,12,1,3,2,0,5.000000e-01,4,1.0,11.0,140.706,3.0,4,142.276,high,1.56974,1.43026,142.809,145.948,145.967,147.98,7.27341,147.98,149.949
13,13,1,3,2,8,5.000000e-01,0,1.0,12.0,150.164,2.0,8,151.385,high,1.2213,1.7787,151.92,155.403,155.403,157.403,7.23863,157.403,159.403
14,14,1,2,2,8,5.000000e-01,4,1.0,13.0,159.619,3.0,4,161.111,low,1.49199,1.50801,161.655,164.857,164.876,166.888,7.26957,166.888,168.857
15,15,0,1,4,2,3.500000e+00,0,1.0,14.0,168.89,2.0,2,170.336,high,1.44678,1.55322,170.874,177.139,177.157,179.171,10.281,179.171,183.124
16,16,1,3,2,8,2,4,1.0,15.0,183.349,3.0,4,184.875,low,1.52512,1.47488,185.408,190.094,190.113,192.125,8.77578,192.126,194.094
17,17,1,1,4,8,3.500000e+00,4,1.0,16.0,194.11,3.0,4,195.649,low,1.53936,1.46064,196.189,202.345,202.365,204.376,10.2668,204.377,208.346
18,18,0,2,2,4,2,2,1.0,17.0,208.575,3.0,2,210.287,low,1.71239,1.28761,210.831,215.315,215.333,217.347,8.77198,217.347,219.316
19,19,0,1,2,0,5.000000e-01,8,1.0,18.0,219.347,2.0,0,220.628,low,1.28111,1.71889,221.161,224.582,224.582,226.582,7.2346,226.582,228.582
20,20,0,2,6,2,2,0,1.0,19.0,228.824,2.0,2,230.504,high,1.67999,1.32001,231.038,235.567,235.568,237.568,8.74367,237.568,243.568
21,21,0,2,2,8,5.000000e-01,0,1.0,20.0,243.819,2.0,8,245.408,high,1.58877,1.41123,245.945,249.069,249.069,251.069,7.24957,251.069,253.054
22,22,0,1,6,2,5.000000e-01,8,1.0,21.0,253.084,2.0,2,254.817,low,1.73335,1.26665,255.352,258.32,258.338,260.351,7.26724,260.352,266.321
23,23,0,3,2,4,3.500000e+00,8,1.0,22.0,266.563,3.0,8,268.789,high,2.22614,0.773862,269.323,274.806,274.823,276.837,10.2745,276.838,278.806
24,24,0,3,4,4,2,2,1.0,23.0,279.016,2.0,4,280.579,high,1.56307,1.43693,281.121,285.76,285.76,287.76,8.74455,287.761,291.761
25,25,0,2,8,4,5.000000e-01,0,1.0,24.0,292.02,2.0,4,294.368,high,2.34781,0.652191,294.904,297.261,297.279,299.293,7.27311,299.293,307.262
26,26,0,3,4,2,2,0,1.0,25.0,307.523,2.0,2,309.039,high,1.51587,1.48413,309.577,314.263,314.281,316.295,8.77158,316.295,320.264
27,27,0,1,2,4,2,8,1.0,26.0,320.294,2.0,4,321.895,low,1.6013,1.3987,322.437,327.03,327.048,329.062,8.76785,329.062,331.031
28,28,0,3,2,8,5.000000e-01,2,1.0,27.0,331.255,2.0,8,333.369,high,2.11445,0.885553,333.907,336.5,336.518,338.532,7.27685,338.532,340.501
29,29,0,2,8,8,5.000000e-01,2,1.0,28.0,340.709,3.0,2,342.695,low,1.9855,1.0145,343.237,345.954,345.974,347.986,7.27633,347.986,355.955
30,30,1,2,2,4,3.500000e+00,2,1.0,29.0,356.208,2.0,4,358.199,high,1.99058,1.00942,358.741,364.456,364.475,366.488,10.2795,366.488,368.457
31,31,0,1,2,2,5.000000e-01,4,1.0,30.0,368.488,2.0,2,369.806,low,1.31826,1.68174,370.349,373.723,373.74,375.754,7.26663,375.755,377.723
32,32,0,3,2,0,5.000000e-01,4,1.0,31.0,377.939,2.0,0,380.048,low,2.10839,0.891613,380.584,383.177,383.177,385.177,7.23804,385.178,387.177
33,33,1,2,2,0,2,4,1.0,32.0,387.386,2.0,0,388.707,low,1.32074,1.67926,389.242,394.131,394.132,396.132,8.74516,396.132,398.132
34,34,1,3,2,4,2,2,1.0,33.0,398.356,2.0,4,400.098,high,1.74214,1.25786,400.634,405.101,405.12,407.133,8.77709,407.133,409.102
35,35,0,1,2,4,5.000000e-01,0,1.0,34.0,409.126,3.0,0,410.556,low,1.43015,1.56985,411.088,414.368,414.368,416.368,7.24238,416.368,418.368
