TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,1,4,4,3.500000e+00,0,1.0,0.0,4.03332,3.0,0,6.15731,low,2.12399,0.876012,6.69045,12.2832,12.2835,14.2834,10.2501,14.2839,18.2683
2,2,0,3,6,8,5.000000e-01,2,1.0,1.0,18.5637,2.0,8,21.4283,high,2.86463,0.13537,21.9733,23.8001,23.8192,25.8316,7.26789,25.8319,31.8009
3,3,1,3,6,2,2,0,1.0,2.0,32.04,999.0,999,35.0501,999,0.0,0.0,35.0691,38.8017,999.0,999.0,966.96,40.8335,46.7869
4,4,1,3,2,8,5.000000e-01,4,1.0,3.0,47.069,3.0,4,48.4059,low,1.33687,1.66313,48.9445,52.3031,52.3222,54.3346,7.26561,54.335,56.3036
5,5,1,3,4,0,3.500000e+00,8,1.0,4.0,56.5403,3.0,8,58.0313,high,1.49101,1.50899,58.5709,64.7889,64.7891,66.7891,10.2487,66.7894,70.7895
6,6,0,3,2,4,5.000000e-01,8,1.0,5.0,71.0621,2.0,4,72.5195,low,1.4574,1.5426,73.0571,76.3057,76.323,78.3372,7.2751,78.3375,80.3062
7,7,1,3,2,4,3.500000e+00,2,1.0,6.0,80.5338,2.0,4,83.0108,high,2.47698,0.523025,83.5421,88.7758,88.7943,90.8073,10.2734,90.8076,92.7762
8,8,0,1,2,4,5.000000e-01,0,1.0,7.0,92.7993,2.0,4,94.8345,high,2.03514,0.964864,95.3717,98.0424,98.0598,100.074,7.27457,100.074,102.043
9,9,1,1,2,4,5.000000e-01,8,1.0,8.0,102.054,3.0,8,103.261,high,1.20644,1.79356,103.794,107.293,107.314,109.325,7.27042,109.325,111.294
10,10,1,1,8,8,5.000000e-01,0,1.0,9.0,111.314,3.0,0,112.886,low,1.57277,1.42723,113.42,116.56,116.56,118.56,7.24669,118.561,126.561
11,11,0,2,2,0,2,8,1.0,10.0,126.835,2.0,0,128.457,low,1.6223,1.3777,129.001,133.577,133.578,135.578,8.74271,135.578,137.578
12,12,0,3,4,0,2,2,1.0,11.0,137.808,3.0,2,139.648,high,1.8394,1.1606,140.189,144.547,144.565,146.579,8.77069,146.579,150.548
13,13,1,3,4,0,2,4,1.0,12.0,150.815,2.0,0,152.854,low,2.0389,0.961097,153.395,157.549,157.549,159.549,8.73434,159.549,163.549
14,14,0,1,8,0,5.000000e-01,8,1.0,13.0,163.572,2.0,0,165.377,low,1.80414,1.19586,165.91,168.816,168.816,170.816,7.24343,170.816,178.817
15,15,1,2,4,4,3.500000e+00,8,1.0,14.0,179.08,2.0,4,180.514,low,1.43384,1.56616,181.053,187.318,187.337,189.349,10.2688,189.349,193.318
16,16,1,1,2,2,5.000000e-01,4,1.0,15.0,193.351,3.0,4,195.019,high,1.66798,1.33202,195.554,198.6,198.619,200.632,7.28067,200.632,202.6
17,17,1,2,4,4,5.000000e-01,0,1.0,16.0,202.846,2.0,4,204.644,high,1.79871,1.20129,205.18,208.085,208.104,210.117,7.27133,210.117,214.086
