onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.024230	2.204790	choice_computer	2.204790	2	high	0	2
9.288710	1.000000	outcome_computer_recip	2.204790	2	high	0	2
15.642600	1.628930	choice_friend	1.628930	2	high	0	2
20.911700	1.000000	outcome_friend_recip	1.628930	2	high	0	2
25.140400	1.622310	choice_stranger	1.622310	4	high	0	4
31.912000	1.000000	outcome_stranger_defect	1.622310	4	high	0	4
36.264400	1.574140	choice_friend	1.574140	4	high	2	4
41.535100	1.000000	outcome_friend_recip	1.574140	4	high	2	4
51.768500	2.116470	choice_stranger	2.116470	8	high	2	8
57.035900	1.000000	outcome_stranger_recip	2.116470	8	high	2	8
61.040700	2.001790	choice_computer	2.001790	4	high	2	4
66.315700	1.000000	outcome_computer_recip	2.001790	4	high	2	4
76.315800	1.555690	choice_computer	1.555690	4	high	0	4
84.565700	1.000000	outcome_computer_recip	1.555690	4	high	0	4
92.814900	1.653330	choice_stranger	1.653330	2	high	0	2
101.080000	1.000000	outcome_stranger_recip	1.653330	2	high	0	2
107.431000	1.866440	choice_friend	1.866440	4	high	0	4
112.702000	1.000000	outcome_friend_recip	1.866440	4	high	0	4
117.047000	3.000000	missed_trial	3.000000	n/a	n/a	4	8
128.026000	2.771980	choice_stranger	2.771980	8	high	0	8
134.795000	1.000000	outcome_stranger_defect	2.771980	8	high	0	8
138.979000	1.426570	choice_stranger	1.426570	8	high	0	8
145.748000	1.000000	outcome_stranger_recip	1.426570	8	high	0	8
152.134000	1.483120	choice_friend	1.483120	4	high	0	4
157.401000	1.000000	outcome_friend_defect	1.483120	4	high	0	4
161.409000	1.415880	choice_computer	1.415880	8	high	2	8
168.184000	1.000000	outcome_computer_recip	1.415880	8	high	2	8
174.183000	1.568810	choice_computer	1.568810	4	high	0	4
179.447000	1.000000	outcome_computer_defect	1.568810	4	high	0	4
185.792000	2.903270	choice_friend	2.903270	2	high	0	2
191.055000	1.000000	outcome_friend_defect	2.903270	2	high	0	2
195.403000	1.499190	choice_friend	1.499190	8	high	4	8
200.667000	1.000000	outcome_friend_defect	1.499190	8	high	4	8
208.688000	1.608930	choice_computer	1.608930	2	high	0	2
213.961000	1.000000	outcome_computer_defect	1.608930	2	high	0	2
220.179000	1.710550	choice_stranger	1.710550	2	high	0	2
225.445000	1.000000	outcome_stranger_defect	1.710550	2	high	0	2
231.664000	2.418930	choice_stranger	2.418930	8	high	4	8
236.929000	1.000000	outcome_stranger_recip	2.418930	8	high	4	8
240.928000	2.546500	choice_computer	2.546500	8	high	0	8
249.192000	1.000000	outcome_computer_defect	2.546500	8	high	0	8
253.194000	1.972640	choice_computer	1.972640	4	high	2	4
258.444000	1.000000	outcome_computer_defect	1.972640	4	high	2	4
266.675000	3.000000	missed_trial	3.000000	n/a	n/a	0	4
276.151000	1.735120	choice_stranger	1.735120	4	high	2	4
282.925000	1.000000	outcome_stranger_defect	1.735120	4	high	2	4
287.299000	1.629200	choice_friend	1.629200	4	high	2	4
294.063000	1.000000	outcome_friend_defect	1.629200	4	high	2	4
298.275000	1.695580	choice_stranger	1.695580	8	high	2	8
305.048000	1.000000	outcome_stranger_defect	1.695580	8	high	2	8
309.223000	1.807010	choice_stranger	1.807010	2	low	2	4
316.002000	1.000000	outcome_stranger_recip	1.807010	2	low	2	4
324.000000	1.457750	choice_computer	1.457750	8	high	4	8
329.265000	1.000000	outcome_computer_defect	1.457750	8	high	4	8
335.267000	1.600400	choice_computer	1.600400	8	high	0	8
340.530000	1.000000	outcome_computer_recip	1.600400	8	high	0	8
348.880000	1.765750	choice_friend	1.765750	8	high	2	8
354.153000	1.000000	outcome_friend_recip	1.765750	8	high	2	8
358.514000	1.555350	choice_friend	1.555350	8	high	2	8
366.776000	1.000000	outcome_friend_defect	1.555350	8	high	2	8
377.110000	1.458020	choice_friend	1.458020	8	high	0	8
382.372000	1.000000	outcome_friend_defect	1.458020	8	high	0	8
386.665000	1.778370	choice_friend	1.778370	8	high	0	8
394.932000	1.000000	outcome_friend_recip	1.778370	8	high	0	8
398.932000	1.353730	choice_computer	1.353730	8	high	2	8
405.697000	1.000000	outcome_computer_defect	1.353730	8	high	2	8
411.904000	3.000000	missed_trial	3.000000	n/a	n/a	4	8
423.186000	1.302920	choice_computer	1.302920	8	high	4	8
431.462000	1.000000	outcome_computer_recip	1.302920	8	high	4	8
