TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,7,3,0.750000,1,1.0,0.0,4.0189,999.0,999.0,999.0,7.02477,3.5273,7.54643,8.3117
2,1,2,8,3,0.750000,1,1.0,1.0,8.31443,3.0,1.74646,10.0609,11.827,3.51298,11.8275,12.5926
3,1,3,4,3,0.750000,1,1.0,2.0,12.5951,3.0,1.736,14.3311,16.1236,3.52896,16.1241,16.8892
4,1,4,7,3,0.750000,1,1.0,3.0,16.8916,3.0,1.19255,18.0842,20.4045,3.51327,20.405,21.1701
5,1,5,7,3,0.750000,1,1.0,4.0,21.1726,2.0,2.21599,23.3886,24.6855,3.51329,24.686,25.4511
6,1,6,6,3,0.750000,1,1.0,5.0,25.4536,3.0,1.35439,26.808,28.9664,3.5132,28.9669,29.732
7,1,7,8,3,0.750000,1,1.0,6.0,29.7346,3.0,1.5439,31.2785,33.2474,3.51318,33.2479,34.013
8,1,8,9,3,10,1,1.0,7.0,34.0154,3.0,1.13279,35.1482,37.5283,3.51326,37.5288,47.5432
9,0,9,2,3,0.750000,2,1.0,8.0,47.5456,2.0,2.88204,50.4276,51.0586,3.51335,51.0591,51.8242
10,0,10,1,3,0.750000,2,1.0,9.0,51.8266,3.0,1.01918,52.8458,55.3395,3.51321,55.34,56.1051
11,0,11,1,3,0.750000,2,1.0,10.0,56.1078,2.0,1.64243,57.7502,59.6361,3.5287,59.6366,60.4017
12,0,12,7,3,0.750000,2,1.0,11.0,60.4042,3.0,1.03216,61.4363,63.9326,3.52884,63.9332,64.6982
13,0,13,1,3,0.750000,2,1.0,12.0,64.7007,3.0,1.28952,65.9902,68.2136,3.51327,68.2141,68.9792
14,0,14,5,3,0.750000,2,1.0,13.0,68.9816,2.0,2.39632,71.3779,72.4945,3.51326,72.495,73.2601
15,0,15,1,3,0.750000,2,1.0,14.0,73.2625,3.0,1.60156,74.8641,76.7755,3.51334,76.776,77.541
16,0,16,2,3,8,2,1.0,15.0,77.5434,2.0,1.55784,79.1012,81.0564,3.51339,81.0569,89.0714
17,0,17,2,1,0.750000,3,1.0,16.0,89.0756,3.0,1.98526,91.0609,92.6025,3.52723,92.603,93.368
18,0,18,2,1,0.750000,3,1.0,17.0,93.3715,2.0,2.45958,95.8311,96.8834,3.51226,96.8839,97.649
19,0,19,1,1,0.750000,3,1.0,18.0,97.6513,3.0,1.29936,98.9506,101.18,3.52906,101.18,101.946
20,0,20,4,1,0.750000,3,1.0,19.0,101.948,3.0,1.17269,103.121,105.477,3.52909,105.477,106.242
21,0,21,6,1,0.750000,3,1.0,20.0,106.244,3.0,1.31333,107.558,109.773,3.52902,109.774,110.539
22,0,22,3,1,0.750000,3,1.0,21.0,110.541,3.0,2.87154,113.412,114.054,3.51356,114.055,114.82
23,0,23,2,1,0.750000,3,1.0,22.0,114.822,2.0,1.80969,116.632,118.335,3.51326,118.335,119.1
24,0,24,9,1,8,3,1.0,23.0,119.103,3.0,1.04861,120.151,122.631,3.52897,122.632,130.647
25,0,25,1,2,0.750000,4,1.0,24.0,130.65,3.0,1.49434,132.145,134.162,3.51198,134.162,134.927
26,0,26,4,2,0.750000,4,1.0,25.0,134.931,3.0,1.03288,135.964,138.458,3.52756,138.459,139.224
27,0,27,2,2,0.750000,4,1.0,26.0,139.227,2.0,1.55863,140.785,142.739,3.51316,142.74,143.505
28,0,28,2,2,0.750000,4,1.0,27.0,143.508,3.0,1.03054,144.538,147.036,3.52874,147.036,147.802
29,0,29,5,2,0.750000,4,1.0,28.0,147.804,3.0,1.121,148.925,151.317,3.51322,151.317,152.082
30,0,30,2,2,0.750000,4,1.0,29.0,152.085,2.0,2.84506,154.93,155.613,3.5288,155.614,156.379
31,0,31,1,2,0.750000,4,1.0,30.0,156.382,2.0,1.53419,157.916,159.894,3.51326,159.895,160.66
32,0,32,9,2,12,4,1.0,31.0,160.662,3.0,1.02278,161.685,164.177,3.51492,164.178,176.192
33,1,33,9,2,0.750000,5,1.0,32.0,176.194,3.0,2.32163,178.516,179.707,3.51316,179.708,180.473
34,1,34,5,2,0.750000,5,1.0,33.0,180.475,3.0,1.47682,181.952,183.988,3.51317,183.989,184.754
35,1,35,9,2,0.750000,5,1.0,34.0,184.756,3.0,1.04913,185.805,188.285,3.52887,188.285,189.05
36,1,36,9,2,0.750000,5,1.0,35.0,189.053,3.0,1.03949,190.092,192.566,3.51328,192.566,193.331
37,1,37,4,2,0.750000,5,1.0,36.0,193.334,2.0,1.22868,194.562,196.847,3.5133,196.847,197.612
38,1,38,10,2,0.750000,5,1.0,37.0,197.615,3.0,1.30145,198.916,201.127,3.51324,201.128,201.893
39,1,39,7,2,0.750000,5,1.0,38.0,201.896,3.0,1.15759,203.053,205.424,3.52888,205.425,206.19
40,1,40,8,2,8,5,1.0,39.0,206.192,3.0,1.21426,207.406,209.705,3.51323,209.705,217.72
41,1,41,9,1,0.750000,6,1.0,40.0,217.723,3.0,1.29234,219.016,221.235,3.51232,221.236,222.001
