TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,2,4,0,2,4,1.0,0.0,4.234,3.0,4,6.96722,high,2.73322,0.266781,7.50597,10.992,11.0053,13.0075,8.77347,13.0078,16.9915
2,2,0,2,4,0,3.500000e+00,2,1.0,1.0,17.2511,2.0,0,19.4272,low,2.17603,0.823973,19.9583,25.5065,25.5067,27.522,10.2708,27.5223,31.5061
3,3,0,2,2,0,5.000000e-01,8,1.0,2.0,31.7252,3.0,8,33.4223,high,1.69708,1.30292,33.9576,36.9745,36.9869,38.99,7.26474,38.9902,40.9742
4,4,0,1,2,4,2,0,1.0,3.0,40.9945,2.0,4,42.9311,high,1.93665,1.06335,43.4718,47.7549,47.7686,49.7704,8.77593,49.7707,51.7546
5,5,0,3,2,4,3.500000e+00,0,1.0,4.0,51.9789,2.0,4,53.9223,high,1.94341,1.05659,54.4551,60.2384,60.2516,62.2538,10.2749,62.2541,64.2381
6,6,0,1,6,8,5.000000e-01,2,1.0,5.0,64.2592,999.0,999,67.2663,999,0.0,0.0,67.2802,69.5034,999.0,999.0,934.741,71.5347,77.5184
7,7,1,2,2,2,2,0,1.0,6.0,77.7862,3.0,0,79.8935,low,2.10724,0.892756,80.4223,84.5491,84.5493,86.5646,8.77837,86.5649,88.5488
8,8,1,1,2,2,3.500000e+00,0,1.0,7.0,88.557,2.0,2,91.4533,high,2.89633,0.103668,91.9842,96.8139,96.8288,98.8449,10.2879,98.8452,100.814
9,9,0,1,4,8,2,4,1.0,8.0,100.829,999.0,999,103.83,999,0.0,0.0,103.844,107.579,999.0,999.0,898.171,109.61,113.578
10,10,0,1,2,4,5.000000e-01,2,1.0,9.0,113.594,3.0,2,115.74,low,2.14586,0.854135,116.279,118.843,118.857,120.859,7.26516,120.859,122.843
11,11,1,1,2,2,5.000000e-01,4,1.0,10.0,122.86,3.0,4,125.414,high,2.55397,0.44603,125.95,128.124,128.139,130.155,7.29486,130.156,132.124
12,12,0,3,6,2,2,8,1.0,11.0,132.348,2.0,2,134.338,low,1.99029,1.00971,134.871,139.108,139.121,141.123,8.77523,141.123,147.107
13,13,1,2,2,4,3.500000e+00,8,1.0,12.0,147.332,999.0,999,150.335,999,0.0,0.0,150.348,155.575,999.0,999.0,851.668,157.607,159.591
14,14,0,2,4,4,5.000000e-01,2,1.0,13.0,159.776,999.0,999,162.778,999,0.0,0.0,162.792,165.028,999.0,999.0,839.224,167.043,171.027
15,15,0,2,4,0,5.000000e-01,4,1.0,14.0,171.252,999.0,999,174.254,999,0.0,0.0,174.269,176.496,999.0,999.0,827.748,178.511,182.511
16,16,0,2,4,8,5.000000e-01,4,1.0,15.0,182.729,3.0,4,183.512,low,0.782959,2.21704,184.041,187.979,187.991,189.995,7.26564,189.995,193.979
17,17,1,1,2,4,5.000000e-01,0,1.0,16.0,194.0,999.0,999,197.006,999,0.0,0.0,197.02,199.244,999.0,999.0,805.0,201.275,203.259
18,18,0,3,2,2,2,4,1.0,17.0,203.485,3.0,4,206.097,high,2.61201,0.387987,206.632,210.243,210.258,212.274,8.78896,212.274,214.243
19,19,0,2,2,8,5.000000e-01,2,1.0,18.0,214.497,2.0,8,216.456,high,1.95865,1.04135,216.991,219.758,219.771,221.774,7.27641,221.774,223.758
20,20,1,2,2,2,3.500000e+00,8,1.0,19.0,223.99,3.0,8,225.63,high,1.64048,1.35952,226.162,232.242,232.256,234.273,10.2831,234.273,236.241
21,21,1,2,4,8,5.000000e-01,0,1.0,20.0,236.492,2.0,8,238.457,high,1.9651,1.0349,238.989,241.741,241.741,243.756,7.26431,243.757,247.74
22,22,1,3,6,0,5.000000e-01,8,1.0,21.0,247.995,3.0,8,250.167,high,2.17215,0.82785,250.707,253.256,253.271,255.287,7.29211,255.287,261.255
23,23,0,3,6,0,2,8,1.0,22.0,261.461,3.0,8,262.71,high,1.24904,1.75096,263.253,268.223,268.237,270.239,8.77749,270.239,276.223
24,24,0,3,4,8,5.000000e-01,4,1.0,23.0,276.474,999.0,999,279.491,999,0.0,0.0,279.505,281.722,999.0,999.0,722.526,283.754,287.737
25,25,1,3,8,4,5.000000e-01,0,1.0,24.0,287.983,2.0,4,290.383,high,2.39978,0.600223,290.923,293.237,293.251,295.268,7.28506,295.268,303.236
26,26,1,1,6,2,5.000000e-01,8,1.0,25.0,303.258,3.0,8,305.245,high,1.98766,1.01234,305.783,308.517,308.532,310.548,7.29054,310.549,316.517
27,27,1,1,2,8,5.000000e-01,0,1.0,26.0,316.533,2.0,8,318.707,high,2.17399,0.826012,319.249,321.782,321.782,323.797,7.26468,323.798,325.782
28,28,0,3,2,2,2,0,1.0,27.0,326.0,2.0,2,328.648,high,2.64809,0.351911,329.185,332.75,332.763,334.765,8.76537,334.766,336.75
29,29,1,1,2,4,2,8,1.0,28.0,336.771,999.0,999,339.774,999,0.0,0.0,339.79,343.515,999.0,999.0,662.229,345.546,347.53
30,30,0,1,2,8,5.000000e-01,0,1.0,29.0,347.545,2.0,8,349.698,high,2.1531,0.846898,350.23,352.795,352.809,354.811,7.26531,354.811,356.795
31,31,1,3,4,2,3.500000e+00,8,1.0,30.0,357.065,3.0,8,358.856,high,1.79149,1.20851,359.386,365.326,365.34,367.357,10.2921,367.357,371.325
32,32,1,2,2,4,2,2,1.0,31.0,371.582,2.0,4,373.618,high,2.03571,0.964285,374.151,378.34,378.354,380.356,8.77335,380.356,382.34
33,33,1,3,4,4,5.000000e-01,8,1.0,32.0,382.591,3.0,8,384.694,high,2.10276,0.897243,385.228,387.84,387.854,389.871,7.27945,389.871,393.839
34,34,1,3,8,0,5.000000e-01,2,1.0,33.0,394.067,3.0,2,396.62,high,2.55349,0.446508,397.149,399.323,399.323,401.339,7.27185,401.339,409.322
35,35,0,1,8,2,5.000000e-01,0,1.0,34.0,409.344,3.0,0,412.183,low,2.83939,0.160609,412.711,414.603,414.603,416.619,7.27491,416.619,424.603
36,36,1,3,2,4,5.000000e-01,2,1.0,35.0,424.835,999.0,999,427.846,999,0.0,0.0,427.859,430.087,999.0,999.0,574.165,432.118,434.086
