TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,1,4,0,5.000000e-01,2,1.0,0.0,4.02955,2.0,0,6.26943,low,2.23987,0.760127,6.79646,9.28284,9.28304,11.2983,7.26874,11.2987,15.2824
2,2,0,3,4,8,5.000000e-01,4,1.0,1.0,15.5429,2.0,8,17.0285,high,1.4856,1.5144,17.5614,20.7976,20.812,22.8287,7.28587,22.829,26.7972
3,3,0,1,2,2,5.000000e-01,4,1.0,2.0,26.8116,2.0,2,28.9713,low,2.15971,0.840294,29.514,32.0624,32.0762,34.0779,7.26632,34.0782,36.0622
4,4,0,2,2,0,5.000000e-01,2,1.0,3.0,36.3234,3.0,2,38.0622,high,1.73878,1.26122,38.591,41.5774,41.5897,43.5928,7.26943,43.5931,45.5771
5,5,1,2,2,8,5.000000e-01,0,1.0,4.0,45.8331,2.0,8,47.7035,high,1.87036,1.12964,48.245,51.0899,51.1041,53.1054,7.27225,53.1057,55.0896
6,6,1,2,6,4,5.000000e-01,2,1.0,5.0,55.3414,2.0,4,57.078,high,1.73661,1.26339,57.6188,60.6049,60.6051,62.6203,7.27892,62.6207,68.5886
7,7,1,2,2,4,3.500000e+00,8,1.0,6.0,68.8375,3.0,8,70.5556,high,1.71804,1.28196,71.0882,77.0893,77.0896,79.1048,10.2673,79.1051,81.089
8,8,1,3,8,4,2,8,1.0,7.0,81.3564,3.0,8,82.8823,high,1.52589,1.47411,83.4149,88.1042,88.1182,90.1353,8.77887,90.1355,98.1191
9,9,0,1,2,4,5.000000e-01,0,1.0,8.0,98.1349,2.0,4,100.647,high,2.51198,0.488019,101.179,103.384,103.398,105.4,7.26485,105.4,107.384
10,10,0,3,6,8,2,0,1.0,9.0,107.652,2.0,8,109.354,high,1.70162,1.29838,109.881,114.415,114.428,116.43,8.77788,116.431,122.414
11,11,1,1,4,8,2,4,1.0,10.0,122.431,3.0,4,124.2,low,1.76902,1.23098,124.74,129.179,129.194,131.21,8.77976,131.211,135.179
12,12,0,2,2,8,3.500000e+00,2,1.0,11.0,135.516,2.0,8,137.277,high,1.761,1.239,137.817,143.772,143.784,145.787,10.2714,145.788,147.772
13,13,0,2,6,2,5.000000e-01,4,1.0,12.0,148.026,3.0,4,150.405,high,2.3788,0.621199,150.942,153.287,153.287,155.302,7.27654,155.303,161.286
14,14,1,2,4,0,2,4,1.0,13.0,161.531,3.0,4,163.432,high,1.90133,1.09867,163.972,168.286,168.299,170.301,8.77044,170.302,174.285
15,15,1,2,6,0,5.000000e-01,2,1.0,14.0,174.566,3.0,2,176.293,high,1.72709,1.27291,176.83,179.816,179.816,181.832,7.26604,181.832,187.816
16,16,0,1,4,8,5.000000e-01,0,1.0,15.0,187.836,2.0,8,189.62,high,1.78425,1.21575,190.157,193.097,193.11,195.112,7.27608,195.112,199.096
17,17,0,2,2,8,3.500000e+00,4,1.0,16.0,199.348,2.0,8,201.163,high,1.81473,1.18527,201.703,207.611,207.624,209.627,10.2785,209.627,211.611
18,18,0,1,2,2,5.000000e-01,0,1.0,17.0,211.633,2.0,2,213.99,high,2.35743,0.642572,214.53,216.892,216.907,218.923,7.29018,218.923,220.891
19,19,1,3,2,2,5.000000e-01,8,1.0,18.0,221.134,2.0,2,223.682,low,2.54758,0.452423,224.217,226.391,226.405,228.422,7.28816,228.422,230.391
20,20,1,3,4,2,2,4,1.0,19.0,230.629,3.0,4,232.539,high,1.91073,1.08927,233.076,237.39,237.39,239.406,8.77724,239.406,243.39
