TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,0.750000,3,5,1,1.0,0.0,4.26565,2.0,5.11837,0.852717,6.0,6.77761,7.79295,3.5273,7.7932,8.55431
2,2,2,0.750000,3,5,1,1.0,1.0,8.74285,3.0,9.27149,0.528636,5.0,11.2598,12.2751,3.53228,12.2753,13.0412
3,3,1,0.750000,3,5,1,1.0,2.0,13.2306,2.0,13.8256,0.594992,9.0,15.761,16.7764,3.54584,16.7766,17.5285
4,4,1,0.750000,3,5,1,1.0,3.0,17.7156,3.0,18.2793,0.563698,1.0,20.2321,21.2475,3.53191,21.2477,21.9986
5,5,1,0.750000,3,5,1,1.0,4.0,22.1906,2.0,22.8162,0.625655,7.0,24.7198,25.7353,3.54467,25.7355,26.4856
6,6,1,0.750000,3,5,1,1.0,5.0,26.6752,3.0,27.4701,0.794901,2.0,29.1913,30.2067,3.53147,30.207,30.9726
7,7,1,0.750000,3,5,1,1.0,6.0,31.1569,2.0,32.0572,0.900349,9.0,33.6647,34.6801,3.52326,34.6803,35.443
8,8,2,12,3,5,1,1.0,7.0,35.6263,2.0,36.8779,1.25158,5.0,38.1485,39.1639,3.53754,39.1641,51.1728
9,9,2,0.750000,3,6,2,1.0,8.0,51.3993,3.0,53.3582,1.95891,5.0,53.9158,54.9312,3.53188,54.9313,55.6929
10,10,3,0.750000,3,6,2,1.0,9.0,55.8824,2.0,56.861,0.978637,1.0,58.3983,59.4137,3.53134,59.4139,60.1801
11,11,3,0.750000,3,6,2,1.0,10.0,60.3645,3.0,60.8645,0.500023,8.0,62.8842,63.8996,3.53511,63.8998,64.6503
12,12,3,0.750000,3,6,2,1.0,11.0,64.8335,3.0,65.6181,0.784574,8.0,67.3393,68.3546,3.5211,68.3548,69.1208
13,13,1,0.750000,3,6,2,1.0,12.0,69.3102,2.0,70.1052,0.794961,9.0,71.8264,72.8418,3.53161,72.842,73.6077
14,14,3,0.750000,3,6,2,1.0,13.0,73.7985,2.0,74.3753,0.57681,4.0,76.3136,77.329,3.5305,77.3292,78.0946
15,15,3,0.750000,3,6,2,1.0,14.0,78.2808,3.0,78.8291,0.548272,6.0,80.8003,81.8157,3.53485,81.8159,82.5819
16,16,3,8,3,6,2,1.0,15.0,82.7686,3.0,83.5338,0.76515,8.0,85.2873,86.3028,3.53415,86.303,94.3081
17,17,3,0.750000,2,4,3,1.0,16.0,94.5775,2.0,95.6929,1.11537,2.0,97.0862,98.1016,3.52411,98.1018,98.8619
18,18,3,0.750000,2,4,3,1.0,17.0,99.0549,3.0,99.6629,0.608084,9.0,101.569,102.585,3.53003,102.585,103.349
19,19,3,0.750000,2,4,3,1.0,18.0,103.539,3.0,104.133,0.593695,7.0,106.055,107.071,3.53137,107.071,107.836
20,20,3,0.750000,2,4,3,1.0,19.0,108.03,2.0,108.57,0.540239,1.0,110.542,111.558,3.52784,111.558,112.323
21,21,3,0.750000,2,4,3,1.0,20.0,112.521,3.0,113.191,0.669703,6.0,115.045,116.06,3.53958,116.061,116.827
22,22,1,0.750000,2,4,3,1.0,21.0,117.017,3.0,117.711,0.694231,1.0,119.532,120.547,3.53026,120.548,121.314
23,23,1,0.750000,2,4,3,1.0,22.0,121.507,3.0,121.998,0.490462,2.0,124.017,125.033,3.52525,125.033,125.784
24,24,3,12,2,4,3,1.0,23.0,125.983,3.0,128.019,2.03667,6.0,128.489,129.504,3.52134,129.504,141.514
25,25,1,0.750000,1,1,4,1.0,24.0,141.523,3.0,142.898,1.37568,2.0,144.037,145.053,3.52994,145.053,145.817
26,26,3,0.750000,1,1,4,1.0,25.0,145.82,3.0,146.501,0.68153,6.0,148.334,149.349,3.52983,149.35,150.104
27,27,3,0.750000,1,1,4,1.0,26.0,150.106,2.0,152.59,2.48331,4.0,152.623,153.643,3.5362,153.643,154.408
28,28,1,0.750000,1,1,4,1.0,27.0,154.41,3.0,155.208,0.798226,2.0,156.927,157.943,3.53268,157.943,158.694
29,29,1,0.750000,1,1,4,1.0,28.0,158.697,2.0,159.879,1.18221,9.0,161.213,162.229,3.53177,162.229,162.981
30,30,1,0.750000,1,1,4,1.0,29.0,162.984,3.0,163.015,0.0311152,1.0,165.499,166.515,3.53088,166.515,167.268
31,31,1,0.750000,1,1,4,1.0,30.0,167.27,2.0,168.002,0.731746,9.0,169.784,170.799,3.52897,170.8,171.555
32,32,1,10,1,1,4,1.0,31.0,171.558,3.0,172.339,0.781422,3.0,174.077,175.093,3.53481,175.093,185.099
33,33,3,0.750000,1,2,5,1.0,32.0,185.103,3.0,186.251,1.14794,7.0,187.609,188.624,3.52153,188.625,189.386
34,34,3,0.750000,1,2,5,1.0,33.0,189.389,2.0,190.304,0.915308,4.0,191.907,192.923,3.53423,192.923,193.69
35,35,3,0.750000,1,2,5,1.0,34.0,193.692,2.0,194.224,0.531479,4.0,196.209,197.225,3.53227,197.225,197.977
36,36,3,0.750000,1,2,5,1.0,35.0,197.979,2.0,198.811,0.831914,3.0,200.495,201.51,3.53098,201.51,202.263
37,37,3,0.750000,1,2,5,1.0,36.0,202.266,3.0,202.781,0.515068,7.0,204.78,205.795,3.52901,205.795,206.551
38,38,2,0.750000,1,2,5,1.0,37.0,206.553,3.0,207.401,0.847936,5.0,209.057,210.072,3.51898,210.073,210.837
39,39,3,0.750000,1,2,5,1.0,38.0,210.84,2.0,211.555,0.715329,1.0,213.358,214.374,3.53436,214.374,215.124
40,40,2,8,1,2,5,1.0,39.0,215.127,2.0,215.642,0.515411,5.0,217.644,218.66,3.53302,218.66,226.667
41,41,1,0.750000,3,5,6,1.0,40.0,226.928,3.0,227.768,0.839579,1.0,229.443,230.458,3.52973,230.458,231.221
42,42,3,0.750000,3,5,6,1.0,41.0,231.44,2.0,232.455,1.01573,3.0,233.958,234.974,3.53434,234.974,235.724
43,43,1,0.750000,3,5,6,1.0,42.0,235.913,2.0,236.442,0.529447,8.0,238.429,239.444,3.53154,239.444,240.195
44,44,1,0.750000,3,5,6,1.0,43.0,240.386,3.0,240.796,0.409773,1.0,242.9,243.915,3.52938,243.915,244.682
45,45,3,0.750000,3,5,6,1.0,44.0,244.87,3.0,245.416,0.545974,8.0,247.387,248.402,3.53204,248.402,249.169
46,46,1,0.750000,3,5,6,1.0,45.0,249.35,3.0,249.836,0.48602,2.0,251.873,252.889,3.53828,252.889,253.639
47,47,1,0.750000,3,5,6,1.0,46.0,253.82,3.0,254.24,0.419522,4.0,256.345,257.36,3.53985,257.36,258.126
48,48,1,12,3,5,6,1.0,47.0,258.307,2.0,258.927,0.620292,8.0,260.82,261.836,3.52905,261.836,273.839
49,49,3,0.750000,3,6,7,1.0,48.0,274.061,2.0,275.524,1.46281,3.0,276.573,277.589,3.52749,277.589,278.343
50,50,3,0.750000,3,6,7,1.0,49.0,278.526,2.0,279.028,0.501607,3.0,281.05,282.066,3.53972,282.066,282.83
51,51,3,0.750000,3,6,7,1.0,50.0,283.015,3.0,283.464,0.448689,9.0,285.536,286.552,3.53636,286.552,287.317
52,52,1,0.750000,3,6,7,1.0,51.0,287.496,2.0,288.134,0.638322,7.0,290.008,291.023,3.527,291.023,291.787
53,53,3,0.750000,3,6,7,1.0,52.0,291.967,2.0,293.038,1.07137,1.0,294.478,295.493,3.52645,295.494,296.257
54,54,1,0.750000,3,6,7,1.0,53.0,296.438,3.0,296.992,0.554309,3.0,298.95,299.965,3.5271,299.965,300.728
55,55,3,0.750000,3,6,7,1.0,54.0,300.907,3.0,301.896,0.988627,9.0,303.421,304.436,3.5292,304.437,305.198
56,56,3,8,3,6,7,1.0,55.0,305.413,2.0,306.499,1.08636,4.0,307.934,308.949,3.53609,308.949,316.958
57,57,1,0.750000,2,3,8,1.0,56.0,317.186,2.0,318.092,0.906764,9.0,319.708,320.723,3.5373,320.723,321.478
58,58,1,0.750000,2,3,8,1.0,57.0,321.672,3.0,322.146,0.473893,4.0,324.183,325.198,3.52614,325.198,325.949
59,59,3,0.750000,2,3,8,1.0,58.0,326.133,2.0,326.8,0.666384,4.0,328.654,329.669,3.53576,329.669,330.435
60,60,1,0.750000,2,3,8,1.0,59.0,330.621,3.0,331.12,0.499159,3.0,333.14,334.156,3.53473,334.156,334.922
61,61,1,0.750000,2,3,8,1.0,60.0,335.106,3.0,335.74,0.633832,4.0,337.627,338.643,3.53634,338.643,339.409
62,62,2,0.750000,2,3,8,1.0,61.0,339.594,2.0,340.361,0.767158,5.0,342.114,343.129,3.53599,343.13,343.88
63,63,1,0.750000,2,3,8,1.0,62.0,344.064,2.0,344.798,0.733314,7.0,346.584,347.6,3.53527,347.6,348.35
64,64,1,10,2,3,8,1.0,63.0,348.534,3.0,349.318,0.78416,3.0,351.04,352.056,3.52181,352.056,362.061
65,65,3,0.750000,2,4,9,1.0,64.0,362.283,2.0,363.53,1.24691,4.0,364.795,365.81,3.52753,365.811,366.565
66,66,3,0.750000,2,4,9,1.0,65.0,366.748,3.0,367.867,1.11869,7.0,369.26,370.276,3.52791,370.276,371.035
67,67,3,0.750000,2,4,9,1.0,66.0,371.22,2.0,371.72,0.499461,3.0,373.74,374.755,3.53509,374.755,375.506
68,68,2,0.750000,2,4,9,1.0,67.0,375.69,2.0,376.107,0.416878,5.0,378.209,379.224,3.5345,379.225,379.976
69,69,3,0.750000,2,4,9,1.0,68.0,380.16,3.0,380.744,0.58399,7.0,382.665,383.68,3.52051,383.681,384.447
70,70,3,0.750000,2,4,9,1.0,69.0,384.631,3.0,385.398,0.767062,9.0,387.153,388.169,3.53807,388.169,388.934
71,71,1,0.750000,2,4,9,1.0,70.0,389.125,2.0,389.568,0.443154,8.0,391.64,392.656,3.53072,392.656,393.421
72,72,3,10,2,4,9,1.0,71.0,393.612,2.0,394.806,1.19389,1.0,396.127,397.142,3.53077,397.143,407.149
