TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,9,3,0.750000,1,1.0,0.0,4.0106,3.0,1.74814,5.75874,7.53757,3.52748,7.53823,8.30313
2,1,2,10,3,0.750000,1,1.0,1.0,8.30675,3.0,1.4722,9.77895,11.8185,3.51214,11.819,12.5841
3,1,3,8,3,0.750000,1,1.0,2.0,12.5867,3.0,1.49544,14.0821,16.0994,3.51311,16.0999,16.865
4,1,4,8,3,0.750000,1,1.0,3.0,16.8675,3.0,1.41816,18.2857,20.3804,3.51323,20.3809,21.146
5,1,5,5,3,0.750000,1,1.0,4.0,21.1487,3.0,1.84086,22.9895,24.6613,3.51305,24.6618,25.4269
6,1,6,9,3,0.750000,1,1.0,5.0,25.4295,3.0,1.41328,26.8428,28.9423,3.51309,28.9428,29.7078
7,1,7,7,3,0.750000,1,1.0,6.0,29.7104,3.0,1.46929,31.1797,33.2388,3.52883,33.2394,34.0044
8,1,8,4,3,12,1,1.0,7.0,34.0071,2.0,1.42611,35.4332,37.5198,3.51307,37.5203,49.5345
9,1,9,1,2,0.750000,2,1.0,8.0,49.5389,2.0,1.52376,51.0626,53.0499,3.51141,53.0504,53.8155
10,1,10,10,2,0.750000,2,1.0,9.0,53.8196,3.0,1.42966,55.2493,57.3308,3.51158,57.3313,58.0964
11,1,11,7,2,0.750000,2,1.0,10.0,58.0992,3.0,1.55379,59.653,61.6118,3.51293,61.6123,62.3774
12,1,12,9,2,0.750000,2,1.0,11.0,62.3804,3.0,1.69298,64.0734,65.8927,3.51271,65.8932,66.6583
13,1,13,7,2,0.750000,2,1.0,12.0,66.6618,3.0,1.46481,68.1267,70.1737,3.5122,70.1742,70.9392
14,1,14,10,2,0.750000,2,1.0,13.0,70.9421,3.0,1.488,72.4301,74.4547,3.51337,74.4556,75.2202
15,1,15,6,2,0.750000,2,1.0,14.0,75.2231,3.0,1.76071,76.9838,78.7355,3.51282,78.736,79.5011
16,1,16,8,2,10,2,1.0,15.0,79.504,3.0,1.28293,80.7869,83.0321,3.52846,83.0326,93.047
17,1,17,10,3,0.750000,3,1.0,16.0,93.0509,3.0,1.63061,94.6815,96.5624,3.51185,96.5629,97.328
18,1,18,9,3,0.750000,3,1.0,17.0,97.3319,3.0,1.58654,98.9185,100.842,3.51068,100.843,101.608
19,1,19,10,3,0.750000,3,1.0,18.0,101.61,3.0,1.37838,102.989,105.123,3.51309,105.124,105.889
20,1,20,9,3,0.750000,3,1.0,19.0,105.891,3.0,1.41753,107.309,109.404,3.51313,109.405,110.17
21,1,21,6,3,0.750000,3,1.0,20.0,110.172,3.0,1.15676,111.329,113.701,3.52882,113.701,114.466
22,1,22,3,3,0.750000,3,1.0,21.0,114.469,2.0,1.39689,115.866,117.982,3.51306,117.982,118.747
23,1,23,8,3,0.750000,3,1.0,22.0,118.75,3.0,1.61967,120.369,122.263,3.51315,122.263,123.028
24,1,24,8,3,12,3,1.0,23.0,123.031,3.0,1.60884,124.64,126.559,3.5287,126.56,138.574
25,0,25,4,3,0.750000,4,1.0,24.0,138.577,2.0,1.55912,140.136,142.089,3.51302,142.09,142.855
26,0,26,5,3,0.750000,4,1.0,25.0,142.857,2.0,1.34833,144.206,146.37,3.51312,146.371,147.136
27,0,27,3,3,0.750000,4,1.0,26.0,147.138,2.0,1.35421,148.493,150.651,3.5132,150.652,151.417
28,0,28,1,3,0.750000,4,1.0,27.0,151.419,2.0,1.36045,152.78,154.948,3.52886,154.948,155.713
29,0,29,8,3,0.750000,4,1.0,28.0,155.716,3.0,1.45056,157.166,159.229,3.51317,159.229,159.994
30,0,30,1,3,0.750000,4,1.0,29.0,159.997,2.0,1.55662,161.554,163.51,3.51301,163.51,164.275
31,0,31,3,3,0.750000,4,1.0,30.0,164.278,2.0,1.67944,165.957,167.791,3.51318,167.791,168.556
32,0,32,3,3,10,4,1.0,31.0,168.559,2.0,1.73534,170.294,172.087,3.52864,172.088,182.102
33,0,33,4,2,0.750000,5,1.0,32.0,182.106,2.0,2.03233,184.139,185.633,3.52699,185.633,186.399
34,0,34,2,2,0.750000,5,1.0,33.0,186.403,2.0,1.4056,187.808,189.93,3.52715,189.93,190.695
35,0,35,7,2,0.750000,5,1.0,34.0,190.698,3.0,1.48069,192.179,194.21,3.51294,194.211,194.976
36,0,36,1,2,0.750000,5,1.0,35.0,194.979,2.0,1.38615,196.365,198.491,3.51259,198.492,199.257
37,0,37,6,2,0.750000,5,1.0,36.0,199.26,2.0,2.12622,201.386,202.788,3.52843,202.789,203.554
38,0,38,3,2,0.750000,5,1.0,37.0,203.557,2.0,1.39871,204.955,207.069,3.51259,207.069,207.835
39,0,39,2,2,0.750000,5,1.0,38.0,207.837,2.0,1.33851,209.176,211.35,3.51289,211.35,212.115
40,0,40,2,2,10,5,1.0,39.0,212.118,2.0,1.39464,213.513,215.631,3.51293,215.631,225.646
41,1,41,8,1,0.750000,6,1.0,40.0,225.649,3.0,1.92525,227.574,229.161,3.51237,229.162,229.927
42,1,42,7,1,0.750000,6,1.0,41.0,229.929,3.0,1.46517,231.394,233.442,3.51349,233.443,234.208
43,1,43,5,1,0.750000,6,1.0,42.0,234.21,2.0,1.60455,235.814,237.723,3.51349,237.723,238.489
44,1,44,7,1,0.750000,6,1.0,43.0,238.491,3.0,1.6605,240.151,242.004,3.51341,242.004,242.769
45,1,45,9,1,0.750000,6,1.0,44.0,242.772,3.0,1.41632,244.188,246.285,3.51344,246.285,247.05
46,1,46,8,1,0.750000,6,1.0,45.0,247.053,3.0,1.35547,248.408,250.566,3.51338,250.566,251.331
47,1,47,2,1,0.750000,6,1.0,46.0,251.334,2.0,1.4115,252.745,254.847,3.51344,254.847,255.612
48,1,48,7,1,8,6,1.0,47.0,255.615,3.0,1.36743,256.982,259.128,3.51344,259.128,267.143
49,0,49,1,1,0.750000,7,1.0,48.0,267.145,2.0,1.64664,268.792,270.658,3.51343,270.659,271.424
50,0,50,4,1,0.750000,7,1.0,49.0,271.426,2.0,1.48609,272.912,274.955,3.52914,274.955,275.72
51,0,51,5,1,0.750000,7,1.0,50.0,275.723,2.0,1.40916,277.132,279.236,3.51326,279.236,280.001
52,0,52,1,1,0.750000,7,1.0,51.0,280.004,2.0,1.38152,281.385,283.517,3.51342,283.517,284.282
53,0,53,3,1,0.750000,7,1.0,52.0,284.284,2.0,1.50441,285.789,287.797,3.51343,287.798,288.563
54,0,54,10,1,0.750000,7,1.0,53.0,288.565,3.0,1.64426,290.21,292.078,3.51345,292.079,292.844
55,0,55,1,1,0.750000,7,1.0,54.0,292.846,2.0,1.46632,294.313,296.359,3.51344,296.36,297.125
56,0,56,4,1,8,7,1.0,55.0,297.127,2.0,1.4558,298.583,300.656,3.52914,300.656,308.671
57,0,57,8,3,0.750000,8,1.0,56.0,308.675,3.0,1.05059,309.725,312.186,3.51206,312.187,312.952
58,0,58,4,3,0.750000,8,1.0,57.0,312.955,2.0,1.39048,314.346,316.483,3.52786,316.483,317.249
