Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,2,4,1,1,5.000000e-01,6
2,8,0,3,1,2,8
3,2,8,2,1,3.500000e+00,4
4,0,2,1,0,2,4
5,0,2,2,1,2,8
6,0,2,3,0,3.500000e+00,6
7,2,8,1,0,5.000000e-01,2
8,2,0,3,1,5.000000e-01,2
9,4,0,1,1,5.000000e-01,4
10,8,4,3,0,5.000000e-01,2
11,8,0,1,0,5.000000e-01,2
12,0,4,3,1,5.000000e-01,4
13,8,4,2,0,2,2
14,2,0,1,1,2,4
15,8,2,2,0,2,2
16,2,4,2,0,2,2
17,8,4,1,1,5.000000e-01,2
18,0,8,1,1,5.000000e-01,2
19,2,4,3,0,3.500000e+00,2
20,2,4,1,0,2,2
21,4,0,2,0,5.000000e-01,2
22,8,4,1,0,3.500000e+00,4
23,0,4,2,1,5.000000e-01,6
24,0,8,2,1,3.500000e+00,4
25,2,4,2,1,5.000000e-01,4
26,8,0,3,0,2,8
27,0,2,2,0,5.000000e-01,2
28,8,4,3,1,5.000000e-01,6
29,4,0,3,0,5.000000e-01,4
30,0,8,2,0,2,2
31,2,4,3,1,5.000000e-01,2
32,4,0,1,0,5.000000e-01,6
33,8,4,2,1,5.000000e-01,2
34,2,8,1,1,5.000000e-01,2
35,2,8,3,1,5.000000e-01,2
36,2,8,3,0,3.500000e+00,4
