TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,2,0.750000,1,1,1,1.0,0.0,4.01613,2.0,6.28822,2.27209,5.0,6.52585,7.54222,3.52609,7.54246,8.30677
2,2,1,0.750000,1,1,1,1.0,1.0,8.30982,2.0,10.792,2.48217,7.0,10.8266,11.848,3.53815,11.8482,12.6098
3,3,2,0.750000,1,1,1,1.0,2.0,12.6125,2.0,15.0791,2.4666,5.0,15.129,16.1495,3.53702,16.1497,16.9136
4,4,1,0.750000,1,1,1,1.0,3.0,16.9163,0.0,999.0,999.0,999.0,19.4325,20.4543,3.53792,20.4545,21.2171
5,5,1,0.750000,1,1,1,1.0,4.0,21.22,2.0,23.3357,2.11564,9.0,23.7397,24.7472,3.52719,24.7474,25.5038
6,6,1,0.750000,1,1,1,1.0,5.0,25.5065,0.0,999.0,999.0,999.0,28.023,29.0444,3.53796,29.0446,29.8072
7,7,1,0.750000,1,1,1,1.0,6.0,29.8098,0.0,999.0,999.0,999.0,32.3107,33.3254,3.51555,33.3256,34.0774
8,8,1,12,1,1,1,1.0,7.0,34.0801,2.0,36.0293,1.94924,8.0,36.6016,37.6124,3.53233,37.6126,49.6235
9,9,1,0.750000,2,3,2,1.0,8.0,49.8648,3.0,51.6927,1.82788,1.0,52.3861,53.4034,3.53862,53.4036,54.1604
10,10,1,0.750000,2,3,2,1.0,9.0,54.3909,2.0,56.1292,1.73838,7.0,56.9102,57.9258,3.53495,57.926,58.6809
11,11,1,0.750000,2,3,2,1.0,10.0,58.8786,0.0,999.0,999.0,999.0,61.3835,62.4003,3.52174,62.4005,63.1512
12,12,1,0.750000,2,3,2,1.0,11.0,63.348,2.0,64.6696,1.32162,9.0,65.8599,66.8773,3.52929,66.8775,67.6382
13,13,2,0.750000,2,3,2,1.0,12.0,67.8353,0.0,999.0,999.0,999.0,70.3409,71.3561,3.52081,71.3563,72.1091
14,14,1,0.750000,2,3,2,1.0,13.0,72.309,3.0,74.7451,2.43601,1.0,74.8254,75.8463,3.53722,75.8465,76.6125
15,15,3,0.750000,2,3,2,1.0,14.0,76.8111,2.0,79.3151,2.50402,3.0,79.3317,80.3491,3.53799,80.3493,81.0993
16,16,1,8,2,3,2,1.0,15.0,81.2952,2.0,83.1513,1.8561,8.0,83.8122,84.8194,3.52421,84.8196,92.8256
17,17,2,0.750000,1,1,3,1.0,16.0,92.835,3.0,94.7611,1.92604,5.0,95.3456,96.3607,3.52567,96.3609,97.1131
18,18,3,0.750000,1,1,3,1.0,17.0,97.116,0.0,999.0,999.0,999.0,99.6315,100.648,3.53197,100.648,101.399
19,19,1,0.750000,1,1,3,1.0,18.0,101.402,2.0,102.751,1.34876,9.0,103.918,104.935,3.53332,104.936,105.686
20,20,1,0.750000,1,1,3,1.0,19.0,105.689,3.0,107.955,2.26563,3.0,108.207,109.223,3.53394,109.223,109.99
21,21,1,0.750000,1,1,3,1.0,20.0,109.992,2.0,111.925,1.93297,9.0,112.509,113.511,3.51896,113.511,114.277
22,22,1,0.750000,1,1,3,1.0,21.0,114.279,3.0,116.762,2.48271,2.0,116.796,117.814,3.535,117.814,118.58
23,23,1,0.750000,1,1,3,1.0,22.0,118.583,2.0,120.232,1.64933,6.0,121.102,122.121,3.53801,122.121,122.884
24,24,1,10,1,1,3,1.0,23.0,122.886,0.0,999.0,999.0,999.0,125.403,126.423,3.53634,126.423,136.428
25,25,2,0.750000,1,2,4,1.0,24.0,136.432,2.0,137.863,1.43102,5.0,138.944,139.961,3.52898,139.961,140.715
26,26,3,0.750000,1,2,4,1.0,25.0,140.718,2.0,142.15,1.43227,1.0,143.231,144.247,3.52951,144.247,145.002
27,27,3,0.750000,1,2,4,1.0,26.0,145.005,3.0,147.121,2.11628,6.0,147.534,148.553,3.54791,148.553,149.305
28,28,3,0.750000,1,2,4,1.0,27.0,149.308,2.0,150.824,1.51576,3.0,151.839,152.844,3.53652,152.845,153.609
29,29,3,0.750000,1,2,4,1.0,28.0,153.611,3.0,156.094,2.48288,8.0,156.128,157.142,3.5301,157.142,157.896
30,30,2,0.750000,1,2,4,1.0,29.0,157.898,3.0,159.064,1.16553,5.0,160.413,161.43,3.53146,161.43,162.182
31,31,3,0.750000,1,2,4,1.0,30.0,162.185,3.0,163.784,1.59916,9.0,164.702,165.72,3.53494,165.72,166.487
32,32,3,8,1,2,4,1.0,31.0,166.489,0.0,999.0,999.0,999.0,169.005,170.022,3.53316,170.023,178.029
33,33,1,0.750000,2,3,5,1.0,32.0,178.266,3.0,179.714,1.4486,1.0,180.78,181.783,3.51781,181.784,182.549
34,34,1,0.750000,2,3,5,1.0,33.0,182.783,2.0,184.318,1.53444,7.0,185.296,186.312,3.52825,186.312,187.07
35,35,2,0.750000,2,3,5,1.0,34.0,187.282,2.0,188.771,1.48901,5.0,189.787,190.803,3.52113,190.804,191.556
36,36,1,0.750000,2,3,5,1.0,35.0,191.755,0.0,999.0,999.0,999.0,194.259,195.278,3.52389,195.279,196.044
37,37,1,0.750000,2,3,5,1.0,36.0,196.241,3.0,198.079,1.83865,1.0,198.754,199.769,3.5287,199.77,200.531
38,38,1,0.750000,2,3,5,1.0,37.0,200.726,0.0,999.0,999.0,999.0,203.233,204.262,3.53628,204.262,205.018
39,39,3,0.750000,2,3,5,1.0,38.0,205.217,2.0,206.536,1.31909,2.0,207.736,208.739,3.52209,208.739,209.505
40,40,1,10,2,3,5,1.0,39.0,209.698,2.0,210.506,0.807784,7.0,212.213,213.23,3.53147,213.23,223.233
41,41,2,0.750000,1,2,6,1.0,40.0,223.242,2.0,225.535,2.29301,5.0,225.764,226.83,3.58809,226.83,227.586
